ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-10-29,6,26.302,BAL,@,SFO,L 14-17,7,146,20.86,1
2,1950,1950-11-19,9,26.323,BAL,,NYG,L 20-55,3,57,19.00,1
3,1950,1950-11-26,10,26.330,BAL,@,WAS,L 28-38,2,16,8.00,1
4,1950,1950-12-03,11,26.337,BAL,,DET,L 21-45,6,88,14.67,2
