ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-10-16,6,25.338,PIT,@,MIA,L 15-30,*,2,2,36,18.00,1,100.0%,18.00,0,0,,0,1,6
2,2016,2016-10-23,7,25.345,PIT,,NWE,L 16-27,*,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0
3,2016,2016-11-06,8,25.359,PIT,@,BAL,L 14-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
4,2016,2016-11-13,9,26.000,PIT,,DAL,L 30-35,*,1,1,39,39.00,0,100.0%,39.00,0,0,,0,0,0
5,2016,2016-11-20,10,26.007,PIT,@,CLE,W 24-9,,5,2,11,5.50,0,40.0%,2.20,0,0,,0,0,0
6,2016,2016-11-24,11,26.011,PIT,@,IND,W 28-7,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
7,2016,2016-12-04,12,26.021,PIT,,NYG,W 24-14,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0
8,2016,2016-12-11,13,26.028,PIT,@,BUF,W 27-20,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0
9,2016,2016-12-18,14,26.035,PIT,@,CIN,W 24-20,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0
10,2016,2016-12-25,15,26.042,PIT,,BAL,W 31-27,*,1,1,6,6.00,0,100.0%,6.00,2,39,19.50,0,0,0
11,2016,2017-01-01,16,26.049,PIT,,CLE,W 27-24,*,4,3,54,18.00,1,75.0%,13.50,3,44,14.67,0,1,6
12,2017,2017-12-17,14,27.034,HOU,@,JAX,L 7-45,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
13,2017,2017-12-25,15,27.042,HOU,,PIT,L 6-34,,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2017,2017-12-31,16,27.048,HOU,@,IND,L 13-22,*,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0
