ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-10-16,5,24.033,CHI,,GNB,L 0-17,,,,,0,28,,0,,,
2,1967,1967-10-29,7,25.046,CHI,,RAM,L 17-28,0,0,,0,1,17,17.00,0,0,0,0
3,1967,1967-11-12,9,25.060,CHI,,NYG,W 34-7,0,0,,0,1,17,17.00,0,0,0,0
4,1967,1967-11-19,10,25.067,CHI,,STL,W 30-3,0,0,,0,0,0,,0,1,23,0
5,1968,1968-10-20,7,26.037,BUF,@,BOS,L 6-23,0,0,,0,2,44,22.00,0,0,0,0
6,1968,1968-10-27,8,26.044,BUF,,HOU,L 7-30,0,0,,0,3,63,21.00,0,0,0,0
7,1968,1968-11-03,9,26.051,BUF,@,NYJ,L 21-25,0,0,,0,3,57,19.00,0,0,0,0
8,1968,1968-11-28,13,26.076,BUF,@,OAK,L 10-13,0,0,,0,1,22,22.00,0,0,0,0
9,1968,1968-12-07,14,26.085,BUF,@,HOU,L 6-35,3,39,13.00,0,3,88,29.33,0,0,0,0
