ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,sacks,tackles_solo,tackles_assists
42,2007,2007-09-23,3,26.316,PIT,,SFO,W 37-16,*,24,133,5.54,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
43,2007,2007-09-30,4,26.323,PIT,@,ARI,L 14-21,*,19,37,1.95,0,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,,,,0,0,0.0,,
44,2007,2007-10-07,5,26.330,PIT,,SEA,W 21-0,*,28,102,3.64,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,,
45,2007,2007-10-21,6,26.344,PIT,@,DEN,L 28-31,*,21,93,4.43,0,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,,,,0,0,0.0,,
46,2007,2007-10-28,7,26.351,PIT,@,CIN,W 24-13,*,22,126,5.73,1,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
47,2007,2007-11-05,8,26.359,PIT,,BAL,W 38-7,*,23,42,1.83,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
48,2007,2007-11-11,9,27.000,PIT,,CLE,W 31-28,*,25,105,4.20,0,2,2,8,4.00,0,100.0%,4.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,0.0,,
49,2007,2007-11-18,10,27.007,PIT,@,NYJ,L 16-19,*,21,52,2.48,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,,
50,2007,2007-11-26,11,27.015,PIT,,MIA,W 3-0,*,24,81,3.38,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
51,2007,2007-12-02,12,27.021,PIT,,CIN,W 24-10,*,28,87,3.11,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
52,2007,2007-12-09,13,27.028,PIT,@,NWE,L 13-34,*,21,124,5.90,0,5,4,23,5.75,0,80.0%,4.60,0,0,,0,0,0,,0,,,,0,0,0.0,,
53,2007,2007-12-16,14,27.035,PIT,,JAX,L 22-29,*,14,100,7.14,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,,,,0,0,0.0,,
54,2007,2007-12-20,15,27.039,PIT,@,STL,W 41-24,*,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,0.0,,
55,2008,2008-09-07,1,27.301,PIT,,HOU,W 38-17,*,25,138,5.52,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,18,0.0,1,0
56,2008,2008-09-14,2,27.308,PIT,@,CLE,W 10-6,*,28,105,3.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
57,2008,2008-09-21,3,27.315,PIT,@,PHI,L 6-15,*,13,20,1.54,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
58,2008,2008-11-03,8,27.358,PIT,@,WAS,W 23-6,*,21,70,3.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6,0.0,0,0
59,2008,2008-11-16,10,28.005,PIT,,SDG,W 11-10,*,25,115,4.60,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
60,2008,2008-11-20,11,28.009,PIT,,CIN,W 27-10,*,14,37,2.64,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
61,2008,2008-11-30,12,28.019,PIT,@,NWE,W 33-10,*,16,87,5.44,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,0.0,1,0
62,2008,2008-12-07,13,28.026,PIT,,DAL,W 20-13,*,12,25,2.08,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
63,2008,2008-12-14,14,28.033,PIT,@,BAL,W 13-9,*,14,47,3.36,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,,,,,0,0,0.0,0,0
64,2008,2008-12-21,15,28.040,PIT,@,TEN,L 14-31,*,19,31,1.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
65,2008,2008-12-28,16,28.047,PIT,,CLE,W 31-0,*,23,116,5.04,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
66,2009,2009-09-10,1,28.303,PIT,,TEN,W 13-10,*,13,19,1.46,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
67,2009,2009-09-20,2,28.313,PIT,@,CHI,L 14-17,*,14,47,3.36,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
68,2009,2009-09-27,3,28.320,PIT,@,CIN,L 20-23,*,25,93,3.72,0,2,2,36,18.00,1,100.0%,18.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
69,2009,2009-10-18,6,28.341,PIT,,CLE,W 27-14,,7,26,3.71,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
70,2009,2009-10-25,7,28.348,PIT,,MIN,W 27-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
71,2009,2009-11-09,8,28.363,PIT,@,DEN,W 28-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,
72,2009,2009-11-15,9,29.004,PIT,,CIN,L 12-18,,1,7,7.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
73,2009,2009-11-22,10,29.011,PIT,@,KAN,L 24-27,,6,24,4.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
74,2009,2009-11-29,11,29.018,PIT,@,BAL,L 17-20,,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
75,2009,2009-12-06,12,29.025,PIT,,OAK,L 24-27,,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
76,2009,2009-12-10,13,29.029,PIT,@,CLE,L 6-13,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
77,2009,2009-12-20,14,29.039,PIT,,GNB,W 37-36,,6,22,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
78,2009,2009-12-27,15,29.046,PIT,,BAL,W 23-20,,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
79,2009,2010-01-03,16,29.053,PIT,@,MIA,W 30-24,,12,91,7.58,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,0.0,0,0
