ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,26.010,RAM,@,STL,W 16-10,0,0,,0,3,18,6.00,0,0,0,0
2,1986,1986-09-14,2,26.017,RAM,,SFO,W 16-13,0,0,,0,1,1,1.00,0,0,0,0
3,1986,1986-09-21,3,26.024,RAM,@,IND,W 24-7,0,0,,0,5,26,5.20,0,0,0,0
4,1986,1986-09-28,4,26.031,RAM,@,PHI,L 20-34,0,0,,0,6,57,9.50,0,0,0,0
5,1986,1986-10-05,5,26.038,RAM,,TAM,W 26-20,0,0,,0,4,37,9.25,0,0,0,0
6,1986,1986-10-12,6,26.045,RAM,@,ATL,L 14-26,0,0,,0,4,18,4.50,0,0,0,0
7,1986,1986-10-19,7,26.052,RAM,,DET,W 14-10,0,0,,0,3,47,15.67,0,0,0,0
8,1986,1986-10-26,8,26.059,RAM,,ATL,W 14-7,0,0,,0,2,30,15.00,0,0,0,0
9,1986,1986-11-03,9,26.067,RAM,@,CHI,W 20-17,0,0,,0,0,0,,0,,,
10,1986,1986-11-09,10,26.073,RAM,@,NOR,L 0-6,0,0,,0,0,0,,0,,,
11,1986,1986-11-16,11,26.080,RAM,,NWE,L 28-30,0,0,,0,0,0,,0,,,
12,1986,1986-11-23,12,26.087,RAM,,NOR,W 26-13,0,0,,0,0,0,,0,1,20,0
13,1986,1986-11-30,13,26.094,RAM,@,NYJ,W 17-3,0,0,,0,0,0,,0,,,
14,1986,1986-12-07,14,26.101,RAM,,DAL,W 29-10,0,0,,0,0,0,,0,1,5,0
15,1986,1986-12-14,15,26.108,RAM,,MIA,L 31-37,2,42,21.00,0,0,0,,0,0,0,0
16,1986,1986-12-19,16,26.113,RAM,@,SFO,L 14-24,3,49,16.33,0,0,0,,0,0,0,0
17,1987,1987-09-13,1,27.016,RAM,@,HOU,L 16-20,0,0,,0,0,0,,0,,,
18,1987,1987-09-20,2,27.023,RAM,,MIN,L 16-21,2,37,18.50,0,0,0,,0,0,0,0
19,1987,1987-10-26,6,27.059,RAM,@,CLE,L 17-30,0,0,,0,0,0,,0,,,
20,1987,1987-11-01,7,27.065,RAM,,SFO,L 10-31,0,0,,0,0,0,,0,,,
21,1987,1987-11-08,8,27.072,RAM,,NOR,L 14-31,0,0,,0,0,0,,0,,,
22,1987,1987-11-15,9,27.079,RAM,@,STL,W 27-24,0,0,,0,0,0,,0,,,
23,1987,1987-11-23,10,27.087,RAM,@,WAS,W 30-26,0,0,,0,0,0,,0,,,
24,1987,1987-11-29,11,27.093,RAM,,TAM,W 35-3,0,0,,0,0,0,,0,1,4,0
25,1987,1987-12-06,12,27.100,RAM,@,DET,W 37-16,0,0,,0,0,0,,0,,,
26,1987,1987-12-13,13,27.107,RAM,,ATL,W 33-0,0,0,,0,0,0,,0,,,
27,1987,1987-12-21,14,27.115,RAM,,DAL,L 21-29,0,0,,0,0,0,,0,,,
28,1987,1987-12-27,15,27.121,RAM,@,SFO,L 0-48,0,0,,0,0,0,,0,,,
29,1988,1988-09-04,1,28.007,RAM,@,GNB,W 34-7,1,16,16.00,0,1,46,46.00,0,0,0,0
30,1988,1988-09-11,2,28.014,RAM,,DET,W 17-10,0,0,,0,2,6,3.00,0,1,1,0
31,1988,1988-09-18,3,28.021,RAM,@,RAI,W 22-17,1,25,25.00,0,0,0,,0,0,0,0
32,1988,1988-09-25,4,28.028,RAM,@,NYG,W 45-31,0,0,,0,0,0,,0,,,
33,1988,1988-10-02,5,28.035,RAM,,PHO,L 27-41,0,0,,0,0,0,,0,,,
34,1988,1988-10-09,6,28.042,RAM,@,ATL,W 33-0,0,0,,0,0,0,,0,,,
35,1988,1988-10-16,7,28.049,RAM,,SFO,L 21-24,0,0,,0,0,0,,0,,,
36,1988,1988-10-23,8,28.056,RAM,,SEA,W 31-10,0,0,,0,0,0,,0,,,
37,1988,1988-11-06,10,28.070,RAM,@,PHI,L 24-30,0,0,,0,0,0,,0,,,
