ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
28,2002,2002-11-03,9,25.362,DAL,@,DET,L 7-9,,5,12,2.40,1,3,2,17,8.50,0,66.7%,5.67,1,6
29,2002,2002-11-17,10,26.011,DAL,@,IND,L 3-20,,7,42,6.00,0,1,1,3,3.00,0,100.0%,3.00,0,0
30,2002,2002-11-24,11,26.018,DAL,,JAX,W 21-19,,4,38,9.50,0,3,3,33,11.00,0,100.0%,11.00,0,0
31,2002,2002-11-28,12,26.022,DAL,,WAS,W 27-20,,9,23,2.56,0,2,2,2,1.00,0,100.0%,1.00,0,0
32,2002,2002-12-08,13,26.032,DAL,,SFO,L 27-31,,6,16,2.67,0,2,2,12,6.00,0,100.0%,6.00,0,0
33,2002,2002-12-15,14,26.039,DAL,@,NYG,L 7-37,,10,42,4.20,0,1,1,2,2.00,0,100.0%,2.00,0,0
34,2002,2002-12-21,15,26.045,DAL,,PHI,L 3-27,,6,4,0.67,0,1,1,6,6.00,0,100.0%,6.00,0,0
35,2002,2002-12-29,16,26.053,DAL,@,WAS,L 14-20,,1,6,6.00,0,2,2,7,3.50,0,100.0%,3.50,0,0
36,2003,2003-09-07,1,26.305,DAL,,ATL,L 13-27,*,14,53,3.79,0,5,3,16,5.33,0,60.0%,3.20,0,0
37,2003,2003-09-15,2,26.313,DAL,@,NYG,W 35-32,*,23,60,2.61,0,0,0,0,,0,0.0%,,0,0
38,2003,2003-09-28,3,26.326,DAL,@,NYJ,W 17-6,*,24,127,5.29,1,1,1,6,6.00,0,100.0%,6.00,1,6
39,2003,2003-10-05,4,26.333,DAL,,ARI,W 24-7,*,23,59,2.57,0,1,1,8,8.00,0,100.0%,8.00,0,0
40,2003,2003-10-12,5,26.340,DAL,,PHI,W 23-21,*,18,46,2.56,1,2,2,14,7.00,0,100.0%,7.00,1,6
41,2003,2003-10-19,6,26.347,DAL,@,DET,W 38-7,*,24,74,3.08,1,3,2,15,7.50,0,66.7%,5.00,1,6
42,2003,2003-10-26,7,26.354,DAL,@,TAM,L 0-16,*,11,25,2.27,0,2,1,11,11.00,0,50.0%,5.50,0,0
43,2003,2003-11-02,8,26.361,DAL,,WAS,W 21-14,*,21,100,4.76,2,0,0,0,,0,0.0%,,2,12
44,2003,2003-11-09,9,27.003,DAL,,BUF,W 10-6,*,13,33,2.54,0,2,0,0,,0,0.0%,0.00,0,0
45,2003,2003-11-16,10,27.010,DAL,@,NWE,L 0-12,*,16,41,2.56,0,3,2,16,8.00,0,66.7%,5.33,0,0
46,2003,2003-11-23,11,27.017,DAL,,CAR,W 24-20,*,12,26,2.17,0,1,1,0,0.00,0,100.0%,0.00,0,0
47,2003,2003-11-27,12,27.021,DAL,,MIA,L 21-40,*,3,2,0.67,0,1,1,5,5.00,0,100.0%,5.00,0,0
48,2003,2003-12-07,13,27.031,DAL,@,PHI,L 10-36,*,17,75,4.41,0,2,2,6,3.00,0,100.0%,3.00,0,0
49,2003,2003-12-14,14,27.038,DAL,@,WAS,W 27-0,*,33,189,5.73,0,0,0,0,,0,0.0%,,0,0
50,2003,2003-12-21,15,27.045,DAL,,NYG,W 19-3,*,12,36,3.00,0,0,0,0,,0,0.0%,,0,0
51,2003,2003-12-28,16,27.052,DAL,@,NOR,L 7-13,*,11,26,2.36,0,1,1,2,2.00,0,100.0%,2.00,0,0
52,2004,2004-09-12,1,27.311,ARI,@,STL,L 10-17,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0
53,2004,2004-09-19,2,27.318,ARI,,NWE,L 12-23,,,,,,,,,,,0.0%,,,
54,2004,2004-09-26,3,27.325,ARI,@,ATL,L 3-6,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
55,2004,2004-10-03,4,27.332,ARI,,NOR,W 34-10,,16,79,4.94,1,1,0,0,,0,0.0%,0.00,1,6
56,2004,2004-10-10,5,27.339,ARI,@,SFO,L 28-31,,10,29,2.90,0,2,2,11,5.50,1,100.0%,5.50,1,6
57,2004,2004-10-24,6,27.353,ARI,,SEA,W 25-17,,7,16,2.29,0,0,0,0,,0,0.0%,,0,0
58,2004,2004-10-31,7,27.360,ARI,@,BUF,L 14-38,,13,53,4.08,0,0,0,0,,0,0.0%,,0,0
59,2004,2004-11-07,8,28.001,ARI,@,MIA,W 24-23,,4,70,17.50,0,2,2,5,2.50,0,100.0%,2.50,0,0
60,2004,2004-11-14,9,28.008,ARI,,NYG,W 17-14,,7,22,3.14,0,0,0,0,,0,0.0%,,0,0
61,2004,2004-11-21,10,28.015,ARI,@,CAR,L 10-35,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0
