ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-12-10,14,24.034,DAL,,WAS,W 32-13,,,,,,0,,,,,0.0%,,,
2,2000,2000-12-17,15,24.041,DAL,,NYG,L 13-17,,,,,,,,,,,0.0%,,,
3,2000,2000-12-25,16,24.049,DAL,@,TEN,L 0-31,,6,28,4.67,0,0,0,0,,0,0.0%,,0,0
4,2001,2001-09-09,1,24.307,DAL,,TAM,L 6-10,,1,10,10.00,0,0,0,0,,0,0.0%,,0,0
5,2001,2001-09-23,2,24.321,DAL,,SDG,L 21-32,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0
6,2001,2001-09-30,3,24.328,DAL,@,PHI,L 18-40,,10,107,10.70,0,0,0,0,,0,0.0%,,0,0
7,2001,2001-10-07,4,24.335,DAL,@,OAK,L 21-28,,4,24,6.00,0,0,0,0,,0,0.0%,,0,0
8,2001,2001-10-15,5,24.343,DAL,,WAS,W 9-7,,9,68,7.56,0,0,0,0,,0,0.0%,,0,0
9,2001,2001-10-28,6,24.356,DAL,,ARI,W 17-3,*,4,18,4.50,0,0,0,0,,0,0.0%,,0,0
10,2001,2001-11-04,7,24.363,DAL,@,NYG,L 24-27,*,30,77,2.57,0,1,1,1,1.00,0,100.0%,1.00,0,0
11,2001,2001-11-11,8,25.005,DAL,@,ATL,L 13-20,*,20,127,6.35,0,0,0,0,,0,0.0%,,0,0
12,2001,2001-11-18,9,25.012,DAL,,PHI,L 3-36,*,3,17,5.67,0,1,0,0,,0,0.0%,0.00,0,0
13,2001,2001-11-22,10,25.016,DAL,,DEN,L 24-26,*,5,17,3.40,2,1,1,23,23.00,0,100.0%,23.00,2,12
14,2001,2001-12-02,11,25.026,DAL,@,WAS,W 20-14,*,10,47,4.70,0,0,0,0,,0,0.0%,,0,0
15,2001,2001-12-09,12,25.033,DAL,,NYG,W 20-13,*,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
16,2001,2001-12-16,13,25.040,DAL,@,SEA,L 3-29,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
17,2001,2001-12-23,14,25.047,DAL,@,ARI,L 10-17,*,4,27,6.75,0,3,0,0,,0,0.0%,0.00,0,0
18,2001,2001-12-30,15,25.054,DAL,,SFO,W 27-21,*,4,6,1.50,0,3,1,27,27.00,0,33.3%,9.00,0,0
19,2001,2002-01-06,16,25.061,DAL,@,DET,L 10-15,*,2,9,4.50,0,3,1,11,11.00,0,33.3%,3.67,0,0
20,2002,2002-09-08,1,25.306,DAL,@,HOU,L 10-19,,4,16,4.00,0,2,1,3,3.00,0,50.0%,1.50,0,0
21,2002,2002-09-15,2,25.313,DAL,,TEN,W 21-13,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
22,2002,2002-09-22,3,25.320,DAL,@,PHI,L 13-44,,5,11,2.20,0,0,0,0,,0,0.0%,,0,0
23,2002,2002-09-29,4,25.327,DAL,@,STL,W 13-10,,6,40,6.67,0,3,3,6,2.00,0,100.0%,2.00,0,0
24,2002,2002-10-06,5,25.334,DAL,,NYG,L 17-21,,3,10,3.33,0,1,1,1,1.00,0,100.0%,1.00,0,0
25,2002,2002-10-13,6,25.341,DAL,,CAR,W 14-13,,3,15,5.00,0,1,0,0,,0,0.0%,0.00,0,0
26,2002,2002-10-20,7,25.348,DAL,@,ARI,L 6-9,,5,34,6.80,0,2,2,7,3.50,0,100.0%,3.50,0,0
27,2002,2002-10-27,8,25.355,DAL,,SEA,L 14-17,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
