ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2013,2013-11-28,12,24.024,GNB,@,DET,L 10-40,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
23,2013,2013-12-08,13,24.034,GNB,,ATL,W 22-21,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,0,0
24,2013,2013-12-15,14,24.041,GNB,@,DAL,W 37-36,,6,6,83,13.83,0,100.0%,13.83,0,0,,0,0,0,0.0,1,0
25,2013,2013-12-22,15,24.048,GNB,,PIT,L 31-38,*,13,5,54,10.80,1,38.5%,4.15,0,0,,0,1,6,0.0,0,0
26,2013,2013-12-29,16,24.055,GNB,@,CHI,W 33-28,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,6,0.0,0,0
27,2014,2014-09-04,1,24.304,GNB,@,SEA,L 16-36,*,,,,,,0.0%,,,,,,,,,,
28,2014,2014-09-14,2,24.314,GNB,,NYJ,W 31-24,*,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,0,0
29,2014,2014-09-21,3,24.321,GNB,@,DET,L 7-19,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,0.0,0,0
30,2014,2014-10-19,7,24.349,GNB,,CAR,W 38-17,,,,,,,0.0%,,,,,,,,,,
31,2014,2014-10-26,8,24.356,GNB,@,NOR,L 23-44,,,,,,,0.0%,,,,,,,,,,
32,2014,2014-11-09,9,25.005,GNB,,CHI,W 55-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,2,1
33,2014,2014-11-16,10,25.012,GNB,,PHI,W 53-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
34,2014,2014-11-23,11,25.019,GNB,@,MIN,W 24-21,,,,,,,0.0%,,,,,,,,,,
35,2014,2014-11-30,12,25.026,GNB,,NWE,W 26-21,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
36,2014,2014-12-08,13,25.034,GNB,,ATL,W 43-37,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,0.0,0,0
37,2014,2014-12-14,14,25.040,GNB,@,BUF,L 13-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
38,2014,2014-12-21,15,25.047,GNB,@,TAM,W 20-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
39,2014,2014-12-28,16,25.054,GNB,,DET,W 30-20,,,,,,,0.0%,,,,,,,,,,
