ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2008,2008-12-28,16,23.268,ATL,,STL,W 31-27,
2,2009,2009-12-27,15,24.267,ATL,,BUF,W 31-3,
3,2009,2010-01-03,16,24.274,ATL,@,TAM,W 20-10,
