ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2008,2008-09-14,2,22.297,IND,@,MIN,W 18-15,*,8,5,29,5.80,0,62.5%,3.63,0,0
2,2008,2008-09-21,3,22.304,IND,,JAX,L 21-23,,1,1,8,8.00,0,100.0%,8.00,0,0
3,2008,2008-10-05,4,22.318,IND,@,HOU,W 31-27,,4,4,27,6.75,1,100.0%,6.75,1,6
4,2008,2008-10-12,5,22.325,IND,,BAL,W 31-3,,,,,,,0.0%,,,
5,2008,2008-10-19,6,22.332,IND,@,GNB,L 14-34,*,,,,,,0.0%,,,
6,2008,2008-10-27,7,22.340,IND,@,TEN,L 21-31,,,,,,,0.0%,,,
7,2009,2009-11-22,10,24.000,IND,@,BAL,W 17-15,*,8,6,80,13.33,0,75.0%,10.00,0,0
8,2009,2009-11-29,11,24.007,IND,@,HOU,W 35-27,*,1,1,5,5.00,0,100.0%,5.00,0,0
9,2009,2009-12-27,15,24.035,IND,,NYJ,L 15-29,,2,1,22,22.00,0,50.0%,11.00,0,0
