ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,22.104,STL,@,WAS,L 21-28,,0,0,,0,0,0,,,,,,0,0,,0,6,222,37.00,0
2,1987,1987-10-18,5,22.118,PHI,@,GNB,L 10-16,,0,0,,0,0,0,,,,,,0,0,,0,5,209,41.80,0
3,1990,1990-09-09,1,25.079,TAM,@,DET,W 38-21,,0,0,,0,0,0,,,,,,0,0,,0,3,133,44.33,0
4,1990,1990-09-16,2,25.086,TAM,,RAM,L 14-35,,0,0,,0,0,0,,,,,,0,0,,0,5,215,43.00,0
5,1990,1990-09-23,3,25.093,TAM,,DET,W 23-20,,0,0,,0,0,0,,,,,,0,0,,0,3,110,36.67,0
6,1990,1990-09-30,4,25.100,TAM,@,MIN,W 23-20,,0,0,,0,0,0,,,,,,0,0,,0,6,235,39.17,0
7,1990,1990-10-07,5,25.107,TAM,@,DAL,L 10-14,,0,0,,0,0,0,,,,,,0,0,,0,6,266,44.33,0
8,1990,1990-10-14,6,25.114,TAM,,GNB,W 26-14,,0,0,,0,0,0,,,,,,0,0,,0,4,160,40.00,0
9,1990,1990-10-21,7,25.121,TAM,,DAL,L 13-17,,0,0,,0,0,0,,,,,,0,0,,0,3,155,51.67,0
10,1990,1990-10-28,8,25.128,TAM,@,SDG,L 10-41,,0,0,,0,0,0,,,,,,0,0,,0,3,123,41.00,0
11,1990,1990-11-04,9,25.135,TAM,,CHI,L 6-26,,0,0,,0,0,0,,,,,,0,0,,0,4,145,36.25,0
12,1990,1990-11-11,10,25.142,TAM,@,NOR,L 7-35,,0,0,,0,0,0,,,,,,0,0,,0,6,276,46.00,0
13,1990,1990-11-18,11,25.149,TAM,@,SFO,L 7-31,,0,0,,0,0,0,,,,,,0,0,,0,4,164,41.00,0
14,1990,1990-11-25,12,25.156,TAM,@,GNB,L 10-20,,0,0,,0,0,0,,,,,,0,0,,0,6,235,39.17,0
15,1990,1990-12-02,13,25.163,TAM,,ATL,W 23-17,,0,0,,0,0,0,,,,,,0,0,,0,3,115,38.33,0
16,1990,1990-12-16,14,25.177,TAM,,MIN,W 26-13,,0,0,,0,0,0,,,,,,0,0,,0,7,272,38.86,0
17,1990,1990-12-23,15,25.184,TAM,@,CHI,L 14-27,,0,0,,0,0,0,,,,,,0,0,,0,6,196,32.67,0
18,1990,1990-12-30,16,25.191,TAM,,NYJ,L 14-16,,0,0,,0,0,0,,,,,,0,0,,0,3,102,34.00,0
19,1991,1991-09-01,1,26.071,TAM,@,NYJ,L 13-16,,0,0,,0,0,0,,,,,,0,0,,0,3,88,29.33,0
20,1991,1991-09-08,2,26.078,TAM,,CHI,L 20-21,,0,0,,0,0,0,,,,,,0,0,,0,5,223,44.60,0
21,1991,1991-09-15,3,26.085,TAM,@,GNB,L 13-15,,0,0,,0,0,0,,,,,,0,0,,0,6,237,39.50,0
