ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1995,1995-09-03,1,23.302,BUF,@,DEN,L 7-22,,3,4,75.00,36,0,0,102.1,0,0,9.00,9.00,1,7,7.00,0
2,1995,1995-09-10,2,23.309,BUF,,CAR,W 31-9,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0
3,1995,1995-10-08,5,23.337,BUF,,NYJ,W 29-10,,0,0,,0,0,0,,0,,,,3,-4,-1.33,0
4,1995,1995-10-29,8,23.358,BUF,@,MIA,L 6-23,,1,5,20.00,3,0,0,39.6,0,0,0.60,0.60,3,18,6.00,0
5,1995,1995-11-26,12,24.021,BUF,,NWE,L 25-35,,3,4,75.00,36,0,0,102.1,0,0,9.00,9.00,0,0,,0
6,1995,1995-12-03,13,24.028,BUF,@,SFO,L 17-27,,1,1,100.00,7,0,0,95.8,1,3,7.00,7.00,0,0,,0
7,1995,1995-12-24,16,24.049,BUF,,HOU,L 17-28,*,6,15,40.00,30,0,1,20.1,5,40,2.00,-1.00,1,3,3.00,0
8,1996,1996-09-22,4,24.322,BUF,,DAL,W 10-7,*,11,17,64.71,87,0,1,52.8,2,7,5.12,2.47,5,20,4.00,0
9,1996,1996-10-06,5,24.336,BUF,,IND,W 16-13,*,23,44,52.27,309,1,0,82.5,3,10,7.02,7.48,3,12,4.00,0
10,1996,1996-11-03,9,24.364,BUF,,WAS,W 38-13,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,3,-4,-1.33,0
11,1996,1996-11-17,11,25.012,BUF,,CIN,W 31-17,,1,3,33.33,-4,0,1,2.8,0,0,-1.33,-16.33,0,0,,0
12,1996,1996-11-24,12,25.019,BUF,,NYJ,W 35-10,,6,10,60.00,91,1,0,123.3,0,0,9.10,11.10,5,-7,-1.40,0
13,1996,1996-12-01,13,25.026,BUF,@,IND,L 10-13,*,9,17,52.94,204,1,2,76.2,3,21,12.00,7.88,4,13,3.25,0
14,1996,1996-12-08,14,25.033,BUF,@,SEA,L 18-26,,4,7,57.14,46,1,1,77.1,3,15,6.57,3.00,1,9,9.00,0
15,1997,1997-08-31,1,25.299,BUF,,MIN,L 13-34,*,25,39,64.10,299,1,2,74.6,3,20,7.67,5.87,2,2,1.00,0
16,1997,1997-09-07,2,25.306,BUF,@,NYJ,W 28-22,*,15,22,68.18,210,3,2,100.4,2,17,9.55,8.18,6,11,1.83,0
17,1997,1997-09-14,3,25.313,BUF,@,KAN,L 16-22,*,22,43,51.16,297,1,2,61.9,4,22,6.91,5.28,1,3,3.00,0
18,1997,1997-09-21,4,25.320,BUF,,IND,W 37-35,*,23,38,60.53,275,2,1,89.3,6,45,7.24,7.11,4,12,3.00,0
19,1997,1997-10-05,5,25.334,BUF,,DET,W 22-13,*,11,18,61.11,122,1,0,99.8,3,20,6.78,7.89,4,3,0.75,0
20,1997,1997-10-12,6,25.341,BUF,@,NWE,L 6-33,*,1,4,25.00,9,0,0,39.6,1,9,2.25,2.25,0,0,,0
21,1997,1997-10-20,7,25.349,BUF,@,IND,W 9-6,*,17,22,77.27,184,0,0,101.3,3,28,8.36,8.36,2,6,3.00,0
