ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.188,DET,@,CHI,L 3-10,2,49,24.50,0,3,7,2.33,0,0,0,0.0,0,0,0
2,1976,1976-09-19,2,22.195,DET,,ATL,W 24-10,3,77,25.67,0,0,0,,0,1,6,0.0,1,39,1
3,1976,1976-09-26,3,22.202,DET,,MIN,L 9-10,3,73,24.33,0,0,0,,0,0,0,0.0,0,0,0
4,1976,1976-10-03,4,22.209,DET,@,GNB,L 14-24,3,75,25.00,0,1,0,0.00,0,0,0,0.0,0,0,0
5,1976,1976-10-17,6,22.223,DET,@,WAS,L 7-20,,,,,,,,,,,,,,
6,1976,1976-10-24,7,22.230,DET,@,SEA,W 41-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
7,1976,1976-10-31,8,22.237,DET,,GNB,W 27-6,0,0,,0,0,0,,0,0,0,0.0,2,14,0
8,1976,1976-11-07,9,22.244,DET,@,MIN,L 23-31,0,0,,0,0,0,,0,0,0,0.0,1,30,0
9,1976,1976-11-14,10,22.251,DET,@,NOR,L 16-17,,,,,,,,,,,,,,
10,1976,1976-11-21,11,22.258,DET,,CHI,W 14-10,0,0,,0,0,0,,0,0,0,0.0,1,19,0
11,1976,1976-11-25,12,22.262,DET,,BUF,W 27-14,0,0,,0,0,0,,0,0,0,0.0,1,18,0
12,1976,1976-12-05,13,22.272,DET,@,NYG,L 10-24,1,2,2.00,0,0,0,,0,0,0,0.0,0,0,0
13,1976,1976-12-11,14,22.278,DET,,RAM,L 17-20,2,99,49.50,0,0,0,,0,0,0,0.0,0,0,0
14,1977,1977-09-18,1,23.194,DET,@,CHI,L 20-30,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0
15,1977,1977-09-25,2,23.201,DET,,NOR,W 23-19,3,77,25.67,0,0,0,,0,0,0,0.0,0,0,0
16,1977,1977-10-02,3,23.208,DET,,PHI,W 17-13,,,,,,,,,,,,,,
17,1977,1977-10-09,4,23.215,DET,@,MIN,L 7-14,,,,,,,,,,,,,,
18,1977,1977-10-16,5,23.222,DET,,GNB,W 10-6,0,0,,0,0,0,,0,0,0,0.0,1,25,0
19,1977,1977-10-23,6,23.229,DET,@,SFO,L 7-28,,,,,,,,,,,,,,
20,1977,1977-10-30,7,23.236,DET,@,DAL,L 0-37,0,0,,0,0,0,,0,0,0,0.0,1,15,0
21,1977,1977-11-06,8,23.243,DET,,SDG,W 20-0,,,,,,,,,,,,,,
22,1977,1977-11-13,9,23.250,DET,@,ATL,L 6-17,0,0,,0,0,0,,0,0,0,0.0,2,13,0
23,1977,1977-11-20,10,23.257,DET,,TAM,W 16-7,,,,,,,,,,,,,,
24,1977,1977-11-24,11,23.261,DET,,CHI,L 14-31,,,,,,,,,,,,,,
25,1977,1977-12-04,12,23.271,DET,@,GNB,L 9-10,0,0,,0,0,0,,0,0,0,0.0,1,25,0
26,1977,1977-12-11,13,23.278,DET,@,BAL,W 13-10,0,0,,0,0,0,,0,0,0,0.0,1,26,0
27,1977,1977-12-17,14,23.284,DET,,MIN,L 21-30,,,,,,,,,,,,,,
28,1978,1978-09-03,1,24.179,DET,,GNB,L 7-13,,,,,,,,,,,,,,
29,1978,1978-09-09,2,24.185,DET,@,TAM,W 15-7,0,0,,0,1,19,19.00,0,0,0,0.0,1,0,0
30,1978,1978-09-17,3,24.193,DET,,CHI,L 0-19,0,0,,0,0,0,,0,0,0,0.0,1,0,0
31,1978,1978-09-24,4,24.200,DET,@,SEA,L 16-28,,,,,,,,,,,,,,
32,1978,1978-11-05,10,24.242,DET,@,MIN,L 7-17,,,,,,,,,,,,,,
33,1978,1978-11-23,13,24.260,DET,,DEN,W 17-14,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0
34,1978,1978-12-03,14,24.270,DET,@,STL,L 14-21,,,,,,,,,,,,,,
35,1978,1978-12-09,15,24.276,DET,,MIN,W 45-14,,,,,,,,,,,,0,-4,0
36,1978,1978-12-17,16,24.284,DET,,SFO,W 33-14,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0
37,1979,1979-09-01,1,25.177,DET,@,TAM,L 16-31,,,,,,,,,,,,,,
38,1979,1979-09-09,2,25.185,DET,,WAS,L 24-27,,,,,,,,,,,,,,
39,1979,1979-09-16,3,25.192,DET,@,NYJ,L 10-31,,,,,,,,,,,,,,
40,1979,1979-09-23,4,25.199,DET,,ATL,W 24-23,,,,,,,,,,,,,,
41,1979,1979-09-30,5,25.206,DET,,MIN,L 10-13,,,,,,,,,,,,,,
42,1979,1979-10-07,6,25.213,DET,@,NWE,L 17-24,,,,,,,,,,,,,,
43,1979,1979-10-21,8,25.227,DET,@,NOR,L 7-17,0,0,,0,0,0,,0,0,0,0.0,2,6,0
44,1979,1979-10-28,9,25.234,DET,,BUF,L 17-20,0,0,,0,0,0,,0,0,0,0.0,1,0,0
45,1979,1979-11-04,10,25.241,DET,@,CHI,L 7-35,,,,,,,,,,,,,,
46,1979,1979-11-11,11,25.248,DET,,TAM,L 14-16,,,,,,,,,,,,,,
47,1979,1979-11-18,12,25.255,DET,@,MIN,L 7-14,,,,,,,,,,,,,,
48,1979,1979-11-22,13,25.259,DET,,CHI,W 20-0,,,,,,,,,,,,,,
