ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
62,1992,1992-12-13,14,26.276,GNB,@,HOU,W 16-14,,1,1,100.0,3,3,100.0,0,10
63,1992,1992-12-20,15,26.283,GNB,,RAM,W 28-13,,4,4,100.0,,,,0,4
64,1992,1992-12-27,16,26.290,GNB,@,MIN,L 7-27,,1,1,100.0,,,,0,1
65,1993,1993-09-05,1,27.177,GNB,,RAM,W 36-6,,4,4,100.0,2,2,100.0,0,10
66,1993,1993-09-12,2,27.184,GNB,,PHI,L 17-20,,2,2,100.0,1,1,100.0,0,5
67,1993,1993-09-26,3,27.198,GNB,@,MIN,L 13-15,,1,1,100.0,2,2,100.0,0,7
68,1993,1993-10-03,4,27.205,GNB,@,DAL,L 14-36,,2,2,100.0,,1,0.0,0,2
69,1993,1993-10-10,5,27.212,GNB,,DEN,W 30-27,,3,3,100.0,3,3,100.0,0,12
70,1993,1993-10-24,6,27.226,GNB,@,TAM,W 37-14,,4,4,100.0,3,3,100.0,0,13
71,1993,1993-10-31,7,27.233,GNB,,CHI,W 17-3,,2,2,100.0,1,1,100.0,0,5
72,1993,1993-11-08,8,27.241,GNB,@,KAN,L 16-23,,1,1,100.0,3,3,100.0,0,10
73,1993,1993-11-14,9,27.247,GNB,@,NOR,W 19-17,,1,1,100.0,4,4,100.0,0,13
74,1993,1993-11-21,10,27.254,GNB,,DET,W 26-17,,2,2,100.0,4,5,80.0,0,14
75,1993,1993-11-28,11,27.261,GNB,,TAM,W 13-10,,1,1,100.0,2,2,100.0,0,7
76,1993,1993-12-05,12,27.268,GNB,@,CHI,L 17-30,,2,2,100.0,1,2,50.0,0,5
77,1993,1993-12-12,13,27.275,GNB,@,SDG,W 20-13,,2,2,100.0,2,3,66.7,0,8
78,1993,1993-12-19,14,27.282,GNB,,MIN,L 17-21,,2,2,100.0,1,1,100.0,0,5
79,1993,1993-12-26,15,27.289,GNB,,RAI,W 28-0,,4,4,100.0,,2,0.0,0,4
80,1993,1994-01-02,16,27.296,GNB,@,DET,L 20-30,,2,2,100.0,2,2,100.0,0,8
81,1994,1994-09-04,1,28.176,GNB,,MIN,W 16-10,,1,1,100.0,3,3,100.0,0,10
82,1994,1994-09-11,2,28.183,GNB,,MIA,L 14-24,,,,,,1,0.0,0,0
83,1994,1994-09-18,3,28.190,GNB,@,PHI,L 7-13,,1,1,100.0,,,,0,1
84,1994,1994-09-25,4,28.197,GNB,,TAM,W 30-3,,3,3,100.0,3,3,100.0,0,12
85,1994,1994-10-02,5,28.204,GNB,@,NWE,L 16-17,,1,1,100.0,1,1,100.0,0,4
86,1994,1994-10-09,6,28.211,GNB,,RAM,W 24-17,,3,3,100.0,1,2,50.0,0,6
87,1994,1994-10-20,7,28.222,GNB,@,MIN,L 10-13,,1,1,100.0,1,1,100.0,0,4
88,1994,1994-10-31,8,28.233,GNB,@,CHI,W 33-6,,3,4,75.0,,1,0.0,0,3
89,1994,1994-11-06,9,28.239,GNB,,DET,W 38-30,,5,5,100.0,1,1,100.0,0,8
90,1994,1994-11-13,10,28.246,GNB,,NYJ,W 17-10,,2,2,100.0,1,2,50.0,0,5
91,1994,1994-11-20,11,28.253,GNB,@,BUF,L 20-29,,2,3,66.7,,,,0,2
92,1994,1994-11-24,12,28.257,GNB,@,DAL,L 31-42,,4,4,100.0,1,1,100.0,0,7
93,1994,1994-12-04,13,28.267,GNB,@,DET,L 31-34,,4,4,100.0,1,2,50.0,0,7
94,1994,1994-12-11,14,28.274,GNB,,CHI,W 40-3,,4,4,100.0,4,4,100.0,0,16
95,1994,1994-12-18,15,28.281,GNB,,ATL,W 21-17,,3,3,100.0,,2,0.0,0,3
96,1994,1994-12-24,16,28.287,GNB,@,TAM,W 34-19,,4,4,100.0,2,2,100.0,0,10
97,1995,1995-09-03,1,29.175,GNB,,STL,L 14-17,,2,2,100.0,,,,0,2
98,1995,1995-09-11,2,29.183,GNB,@,CHI,W 27-24,,3,3,100.0,,,,0,3
99,1995,1995-10-08,5,29.210,GNB,@,DAL,L 24-34,,3,3,100.0,1,1,100.0,0,6
100,1995,1995-10-15,6,29.217,GNB,,DET,W 30-21,,3,3,100.0,3,5,60.0,0,12
101,1995,1995-10-22,7,29.224,GNB,,MIN,W 38-21,,5,5,100.0,1,3,33.3,0,8
102,1995,1995-10-29,8,29.231,GNB,@,DET,L 16-24,,1,1,100.0,3,3,100.0,0,10
103,1995,1995-11-05,9,29.238,GNB,@,MIN,L 24-27,,1,1,100.0,3,3,100.0,0,10
104,1995,1995-11-12,10,29.245,GNB,,CHI,W 35-28,,5,5,100.0,,,,0,5
105,1995,1995-11-19,11,29.252,GNB,@,CLE,W 31-20,,4,4,100.0,1,1,100.0,0,7
106,1995,1995-11-26,12,29.259,GNB,,TAM,W 35-13,,5,5,100.0,,,,0,5
107,1995,1995-12-03,13,29.266,GNB,,CIN,W 24-10,,3,3,100.0,1,1,100.0,0,6
108,1995,1995-12-10,14,29.273,GNB,@,TAM,L 10-13,,1,1,100.0,1,3,33.3,0,4
109,1995,1995-12-16,15,29.279,GNB,@,NOR,W 34-23,,4,4,100.0,2,2,100.0,0,10
110,1995,1995-12-24,16,29.287,GNB,,PIT,W 24-19,,3,3,100.0,1,1,100.0,0,6
111,1996,1996-09-01,1,30.173,GNB,@,TAM,W 34-3,,4,4,100.0,2,3,66.7,0,10
112,1996,1996-09-09,2,30.181,GNB,,PHI,W 39-13,,4,4,100.0,3,3,100.0,0,13
113,1996,1996-09-15,3,30.187,GNB,,SDG,W 42-10,,6,6,100.0,,1,0.0,0,6
114,1996,1996-09-22,4,30.194,GNB,@,MIN,L 21-30,,3,3,100.0,,,,0,3
115,1996,1996-09-29,5,30.201,GNB,@,SEA,W 31-10,,4,4,100.0,1,2,50.0,0,7
116,1996,1996-10-06,6,30.208,GNB,@,CHI,W 37-6,,4,5,80.0,1,1,100.0,0,7
117,1996,1996-10-14,7,30.216,GNB,,SFO,W 23-20,,,,,5,5,100.0,0,15
118,1996,1996-10-27,8,30.229,GNB,,TAM,W 13-7,,1,1,100.0,2,3,66.7,0,7
119,1996,1996-11-03,9,30.236,GNB,,DET,W 28-18,,4,4,100.0,,,,0,4
120,1996,1996-11-10,10,30.243,GNB,@,KAN,L 20-27,,2,2,100.0,2,2,100.0,0,8
121,1996,1996-11-18,11,30.251,GNB,@,DAL,L 6-21,,,,,,1,0.0,0,0
122,1996,1996-11-24,12,30.257,GNB,@,STL,W 24-9,,3,3,100.0,1,1,100.0,0,6
123,1996,1996-12-01,13,30.264,GNB,,CHI,W 28-17,,4,4,100.0,,1,0.0,0,4
124,1996,1996-12-08,14,30.271,GNB,,DEN,W 41-6,,5,5,100.0,2,2,100.0,0,11
125,1996,1996-12-15,15,30.278,GNB,@,DET,W 31-3,,2,3,66.7,1,1,100.0,0,5
126,1996,1996-12-22,16,30.285,GNB,,MIN,W 38-10,,5,5,100.0,1,1,100.0,0,8
127,1997,1997-12-21,16,31.284,WAS,,PHI,W 35-32,,5,5,100.0,,,,0,5
128,1998,1998-12-06,13,32.269,ARI,,NYG,L 19-23,,2,2,100.0,1,1,100.0,0,5
129,1998,1998-12-13,14,32.276,ARI,@,PHI,W 20-17,,2,2,100.0,2,3,66.7,0,8
130,1998,1998-12-20,15,32.283,ARI,,NOR,W 19-17,,1,1,100.0,4,5,80.0,0,13
131,1998,1998-12-27,16,32.290,ARI,,SDG,W 16-13,,1,1,100.0,3,5,60.0,0,10
132,1999,1999-09-12,1,33.184,ARI,@,PHI,W 25-24,,1,1,100.0,4,4,100.0,0,13
133,1999,1999-09-19,2,33.191,ARI,@,MIA,L 16-19,,1,1,100.0,3,4,75.0,0,10
134,1999,1999-09-27,3,33.199,ARI,,SFO,L 10-24,,1,1,100.0,1,1,100.0,0,4
135,1999,1999-10-03,4,33.205,ARI,@,DAL,L 7-35,,1,1,100.0,,,,0,1
136,1999,1999-10-10,5,33.212,ARI,,NYG,W 14-3,,2,2,100.0,,2,0.0,0,2
137,1999,1999-10-17,6,33.219,ARI,,WAS,L 10-24,,1,1,100.0,1,2,50.0,0,4
138,1999,1999-10-31,7,33.233,ARI,,NWE,L 3-27,,,,,1,1,100.0,0,3
139,1999,1999-11-07,8,33.240,ARI,@,NYJ,L 7-12,,1,1,100.0,,,,0,1
140,1999,1999-11-14,9,33.247,ARI,,DET,W 23-19,,2,2,100.0,3,5,60.0,0,11
141,1999,1999-11-21,10,33.254,ARI,,DAL,W 13-9,,1,1,100.0,2,2,100.0,0,7
142,1999,1999-11-28,11,33.261,ARI,@,NYG,W 34-24,,4,4,100.0,2,3,66.7,0,10
143,1999,1999-12-05,12,33.268,ARI,,PHI,W 21-17,,3,3,100.0,,,,0,3
144,1999,1999-12-12,13,33.275,ARI,@,WAS,L 3-28,,,,,1,1,100.0,0,3
145,1999,1999-12-19,14,33.282,ARI,,BUF,L 21-31,,3,3,100.0,,,,0,3
146,1999,1999-12-26,15,33.289,ARI,@,ATL,L 14-37,,2,2,100.0,,,,0,2
147,1999,2000-01-02,16,33.296,ARI,@,GNB,L 24-49,,3,3,100.0,1,2,50.0,0,6
