ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,21.287,RAM,@,PHI,W 16-14,,,,,,,,,,,,,,
2,1978,1978-09-10,2,21.294,RAM,,ATL,W 10-0,,,,,,,,,,,,,,
3,1978,1978-09-17,3,21.301,RAM,,DAL,W 27-14,,,,,,,,,,,,,,
4,1978,1978-09-24,4,21.308,RAM,@,HOU,W 10-6,,,,,,,,,,,,,,
5,1978,1978-10-01,5,21.315,RAM,@,NOR,W 26-20,,,,,,,,,,,,,,
6,1978,1978-10-08,6,21.322,RAM,,SFO,W 27-10,1,15,15.00,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-15,7,21.329,RAM,@,MIN,W 34-17,,,,,,,,,,,,,,
8,1978,1978-10-22,8,21.336,RAM,,NOR,L 3-10,,,,,,,,,,,,,,
9,1978,1978-10-30,9,21.344,RAM,@,ATL,L 7-15,,,,,,,,,,,,,,
10,1978,1978-11-05,10,21.350,RAM,,TAM,W 26-23,,,,,,,,,,,,,,
11,1978,1978-11-12,11,21.357,RAM,,PIT,W 10-7,,,,,,,,,,,,,,
12,1978,1978-11-19,12,21.364,RAM,@,SFO,W 31-28,,,,,,,,,,,,,,
13,1978,1978-11-26,13,22.006,RAM,@,CLE,L 19-30,,,,,,,,,,,,,,
14,1978,1978-12-03,14,22.013,RAM,@,NYG,W 20-17,,,,,,,,,,,,,,
15,1978,1978-12-11,15,22.021,RAM,,CIN,L 19-20,,,,,,,,,,,,,,
16,1978,1978-12-17,16,22.027,RAM,,GNB,W 31-14,,,,,,,,,,,,,,
17,1979,1979-09-30,5,22.314,RAM,,STL,W 21-0,1,16,16.00,0,0,0,,0,0,0,,0,0,0
18,1979,1979-10-07,6,22.321,RAM,@,NOR,W 35-17,,,,,,,,,,,,,,
19,1979,1979-10-14,7,22.328,RAM,@,DAL,L 6-30,3,33,11.00,0,0,0,,0,0,0,,0,0,0
20,1979,1979-10-21,8,22.335,RAM,,SDG,L 16-40,1,15,15.00,0,0,0,,0,0,0,,0,0,0
