ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,24.134,TAM,,CAR,L 14-20,,,,,,,
2,2014,2014-09-14,2,24.141,TAM,,STL,L 17-19,,,,,,,
3,2014,2014-09-18,3,24.145,TAM,@,ATL,L 14-56,,,,,,,
4,2014,2014-09-28,4,24.155,TAM,@,PIT,W 27-24,,,,,,,
5,2014,2014-10-05,5,24.162,TAM,@,NOR,L 31-37,,,,,,,
6,2014,2014-10-12,6,24.169,TAM,,BAL,L 17-48,,0.0,0,0,0,0,0
7,2014,2014-11-09,9,24.197,TAM,,ATL,L 17-27,,0.0,1,0,0,0,0
8,2014,2014-11-16,10,24.204,TAM,@,WAS,W 27-7,,0.0,2,1,0,0,0
9,2014,2014-11-23,11,24.211,TAM,@,CHI,L 13-21,,,,,,,
10,2014,2014-11-30,12,24.218,TAM,,CIN,L 13-14,,0.0,0,0,1,0,0
11,2014,2014-12-07,13,24.225,TAM,@,DET,L 17-34,,0.0,1,0,0,0,0
12,2014,2014-12-14,14,24.232,TAM,@,CAR,L 17-19,,0.0,1,0,0,0,0
13,2014,2014-12-21,15,24.239,TAM,,GNB,L 3-20,,0.0,1,0,0,0,0
14,2014,2014-12-28,16,24.246,TAM,,NOR,L 20-23,,0.0,2,0,0,0,0
15,2017,2017-12-03,12,27.221,NYG,@,OAK,L 17-24,*,0.0,4,2,0,0,0
16,2017,2017-12-10,13,27.228,NYG,,DAL,L 10-30,*,0.0,2,0,0,0,0
17,2017,2017-12-17,14,27.235,NYG,,PHI,L 29-34,*,0.0,1,0,0,0,0
18,2017,2017-12-24,15,27.242,NYG,@,ARI,L 0-23,*,0.0,3,2,0,0,0
19,2017,2017-12-31,16,27.249,NYG,,WAS,W 18-10,*,0.0,5,2,0,0,0
