ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1977,1977-10-09,4,22.141,SEA,@,NWE,L 0-31,,0,0,,0,0,0,,0,0,,,3,6,2.00,0
2,1979,1979-10-21,8,24.153,SEA,,HOU,W 34-14,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,2,11,5.50,0
3,1979,1979-12-02,14,24.195,SEA,@,KAN,L 21-37,,,,,,,,,,,,,,,,
4,1979,1979-12-16,16,24.209,SEA,@,OAK,W 29-24,,,,,,,,,,,,,,,,
5,1980,1980-10-05,5,25.137,SEA,@,HOU,W 26-7,,1,1,100.00,26,0,0,118.7,0,0,26.00,26.00,2,5,2.50,0
6,1980,1980-11-23,12,25.186,SEA,@,DEN,L 20-36,,4,8,50.00,45,1,1,67.2,0,0,5.63,2.50,2,13,6.50,0
7,1980,1980-11-27,13,25.190,SEA,@,DAL,L 7-51,,1,8,12.50,12,0,2,0.0,0,0,1.50,-9.75,1,0,0.00,0
8,1980,1980-12-21,16,25.214,SEA,,DEN,L 17-25,,4,6,66.67,53,0,0,94.4,0,0,8.83,8.83,1,0,0.00,0
9,1981,1981-10-11,6,26.143,SEA,@,HOU,L 17-35,,6,10,60.00,87,1,0,121.7,1,6,8.70,10.70,3,28,9.33,0
10,1981,1981-10-18,7,26.150,SEA,,NYG,L 0-32,,1,3,33.33,9,0,1,2.8,1,8,3.00,-12.00,0,0,,0
11,1981,1981-12-20,16,26.213,SEA,,CLE,W 42-21,,0,0,,0,0,0,,0,,,,0,0,,0
