ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-11-05,9,22.264,HOU,@,CLE,W 37-10,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
2,1995,1995-12-10,14,22.299,HOU,,DET,L 17-24,,16,27,59.26,203,1,1,79.7,2,15,7.52,6.59,3,10,3.33,0,0,0,0,,0,0.0%,,0,0
3,1995,1995-12-17,15,22.306,HOU,,NYJ,W 23-6,*,13,27,48.15,198,1,0,85.1,2,32,7.33,8.07,3,13,4.33,0,0,0,0,,0,0.0%,,0,0
4,1995,1995-12-24,16,22.313,HOU,@,BUF,W 28-17,*,12,26,46.15,168,1,0,80.3,1,4,6.46,7.23,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
5,1996,1996-09-15,3,23.214,HOU,,BAL,W 29-13,,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,1,13,13.00,0,0,0,0,,0,0.0%,,0,0
6,1996,1996-10-13,6,23.242,HOU,@,ATL,W 23-13,,5,10,50.00,58,0,0,67.9,0,0,5.80,5.80,2,9,4.50,1,0,0,0,,0,0.0%,,1,6
7,1996,1996-10-27,8,23.256,HOU,,SFO,L 9-10,,5,9,55.56,45,0,1,29.6,1,10,5.00,0.00,1,10,10.00,0,0,0,0,,0,0.0%,,0,0
8,1996,1996-11-03,9,23.263,HOU,@,SEA,L 16-23,*,12,18,66.67,225,1,1,105.1,0,0,12.50,11.11,5,22,4.40,0,0,0,0,,0,0.0%,,0,0
9,1996,1996-11-24,12,23.284,HOU,,CAR,L 6-31,,10,17,58.82,91,0,1,48.9,1,5,5.35,2.71,2,5,2.50,0,0,0,0,,0,0.0%,,0,0
10,1996,1996-12-01,13,23.291,HOU,@,NYJ,W 35-10,*,6,17,35.29,142,2,0,105.5,0,0,8.35,10.71,8,38,4.75,0,0,0,0,,0,0.0%,,0,0
11,1996,1996-12-08,14,23.298,HOU,,JAX,L 17-23,*,24,37,64.86,308,1,1,88.6,5,21,8.32,7.65,2,20,10.00,0,0,0,0,,0,0.0%,,0,0
12,1996,1996-12-15,15,23.305,HOU,,CIN,L 13-21,,6,10,60.00,72,1,0,115.4,1,5,7.20,9.20,1,11,11.00,0,0,0,0,,0,0.0%,,0,0
13,1996,1996-12-22,16,23.312,HOU,@,BAL,W 24-21,*,19,24,79.17,238,1,0,121.9,1,4,9.92,10.75,9,41,4.56,1,0,0,0,,0,0.0%,,1,6
14,1997,1997-08-31,1,24.198,TEN,,OAK,W 24-21,*,13,25,52.00,182,1,1,72.4,3,18,7.28,6.28,3,23,7.67,0,0,0,0,,0,0.0%,,0,0
15,1997,1997-09-07,2,24.205,TEN,@,MIA,L 13-16,*,7,14,50.00,109,0,1,46.4,0,0,7.79,4.57,11,62,5.64,0,0,0,0,,0,0.0%,,0,0
16,1997,1997-09-21,3,24.219,TEN,,BAL,L 10-36,*,20,33,60.61,199,1,1,75.2,2,17,6.03,5.27,4,36,9.00,0,0,0,0,,0,0.0%,,0,0
17,1997,1997-09-28,4,24.226,TEN,@,PIT,L 24-37,*,22,43,51.16,266,2,2,66.6,7,40,6.19,5.02,3,29,9.67,0,0,0,0,,0,0.0%,,0,0
18,1997,1997-10-05,5,24.233,TEN,@,SEA,L 13-16,*,12,28,42.86,101,1,2,35.0,1,4,3.61,1.11,3,11,3.67,0,0,0,0,,0,0.0%,,0,0
19,1997,1997-10-12,6,24.240,TEN,,CIN,W 30-7,*,16,30,53.33,199,3,0,107.5,1,6,6.63,8.63,6,65,10.83,0,0,0,0,,0,0.0%,,0,0
20,1997,1997-10-19,7,24.247,TEN,,WAS,W 28-14,*,13,21,61.90,192,0,0,91.8,2,7,9.14,9.14,10,53,5.30,1,0,0,0,,0,0.0%,,1,6
