ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,21.272,CAR,,ATL,L 6-20,,,,,,,,,,,,,,,,,
2,2006,2006-09-17,2,21.279,CAR,@,MIN,L 13-16,,,,,,,,,,,,,,,,,
3,2006,2006-09-24,3,21.286,CAR,@,TAM,W 26-24,,,,,,,,,,,,,,,,,
4,2006,2006-10-01,4,21.293,CAR,,NOR,W 21-18,*,,,,,,,,,,,,,,,,
5,2006,2006-10-08,5,21.300,CAR,,CLE,W 20-12,,1,26,26.00,0,2,-1,-0.50,0,1,6,0.0,,,1,30,1
6,2006,2006-10-15,6,21.307,CAR,@,BAL,W 23-21,,3,68,22.67,0,0,0,,0,0,0,0.0,,,1,28,0
7,2006,2006-10-22,7,21.314,CAR,@,CIN,L 14-17,,4,90,22.50,0,0,0,,0,0,0,0.0,,,0,0,0
8,2006,2006-10-29,8,21.321,CAR,,DAL,L 14-35,,6,107,17.83,0,0,0,,0,0,0,0.0,,,0,0,0
9,2006,2006-11-13,9,21.336,CAR,,TAM,W 24-10,,,,,,,,,,,,,,,,,
10,2006,2006-11-19,10,21.342,CAR,,STL,W 15-0,*,,,,,,,,,,,,,,,,
11,2006,2006-11-26,11,21.349,CAR,@,WAS,L 13-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,1,0
12,2006,2006-12-04,12,21.357,CAR,@,PHI,L 24-27,*,,,,,,,,,,,,,,,,
13,2006,2006-12-10,13,21.363,CAR,,NYG,L 13-27,*,,,,,,,,,,,,,,,,
14,2006,2006-12-17,14,22.005,CAR,,PIT,L 3-37,*,,,,,,,,,,,,,,,,
15,2006,2006-12-24,15,22.012,CAR,@,ATL,W 10-3,*,,,,,,,,,,,,,,,,
16,2006,2006-12-31,16,22.019,CAR,@,NOR,W 31-21,*,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
17,2007,2007-09-09,1,22.271,CAR,@,STL,W 27-13,,,,,,,,,,,,,,,,,
18,2007,2007-09-16,2,22.278,CAR,,HOU,L 21-34,,,,,,,,,,,,,,,,,
19,2007,2007-09-23,3,22.285,CAR,@,ATL,W 27-20,,,,,,,,,,,,,,,,,
20,2007,2007-09-30,4,22.292,CAR,,TAM,L 7-20,,,,,,,,,,,,,,,,,
21,2007,2007-10-07,5,22.299,CAR,@,NOR,W 16-13,,0,0,,0,0,0,,0,0,0,0.0,,,1,34,0
22,2007,2007-10-14,6,22.306,CAR,@,ARI,W 25-10,,,,,,,,,,,,,,,,,
