ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1981,1981-09-27,4,24.192,KAN,@,SEA,W 20-14,0,0,,0,0,0,,0,0,0,,0
2,1981,1981-10-04,5,24.199,KAN,@,NWE,L 17-33,1,0,0.00,0,0,0,,0,5,99,19.80,0
3,1981,1981-10-11,6,24.206,KAN,,OAK,W 27-0,4,7,1.75,0,0,0,,0,0,0,,0
4,1981,1981-10-18,7,24.213,KAN,,DEN,W 28-14,0,0,,0,0,0,,0,0,0,,0
5,1981,1981-10-25,8,24.220,KAN,@,OAK,W 28-17,0,0,,0,0,0,,0,0,0,,0
6,1981,1981-11-01,9,24.227,KAN,@,SDG,L 20-22,0,0,,0,0,0,,0,1,18,18.00,0
7,1981,1981-11-08,10,24.234,KAN,,CHI,L 13-16,0,0,,0,1,17,17.00,0,0,0,,0
8,1981,1981-11-15,11,24.241,KAN,,HOU,W 23-10,0,0,,0,0,0,,0,0,0,,0
9,1981,1981-11-22,12,24.248,KAN,,SEA,W 40-13,4,19,4.75,0,0,0,,0,0,0,,0
10,1981,1981-11-26,13,24.252,KAN,@,DET,L 10-27,0,0,,0,0,0,,0,0,0,,0
11,1981,1981-12-06,14,24.262,KAN,@,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,0
12,1981,1981-12-13,15,24.269,KAN,,MIA,L 7-17,0,0,,0,0,0,,0,0,0,,0
13,1981,1981-12-20,16,24.276,KAN,@,MIN,W 10-6,11,39,3.55,0,2,10,5.00,0,0,0,,0
14,1982,1982-09-12,1,25.177,KAN,@,BUF,L 9-14,3,9,3.00,0,0,0,,0,0,0,,0
15,1982,1982-09-19,2,25.184,KAN,,SDG,W 19-12,7,11,1.57,0,1,5,5.00,0,0,0,,0
16,1982,1982-11-21,3,25.247,KAN,@,NOR,L 17-27,0,0,,0,0,0,,0,,,,
