ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,22.307,NYJ,,DAL,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,13,4.33,0,0,0,0.0,0,0
2,2011,2011-09-18,2,22.314,NYJ,,JAX,W 32-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-25,3,22.321,NYJ,@,OAK,L 24-34,,0,0,0,,0,0.0%,,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,80,20.00,0,0,0,0.0,0,0
4,2011,2011-10-02,4,22.328,NYJ,@,BAL,L 17-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0,0.0,0,0
5,2011,2011-10-09,5,22.335,NYJ,@,NWE,L 21-30,,3,3,35,11.67,1,100.0%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,20,10.00,0,1,6,0.0,0,0
6,2011,2011-10-17,6,22.343,NYJ,,MIA,W 24-6,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,11,5.50,0,0,0,0.0,0,0
7,2011,2011-10-23,7,22.349,NYJ,,SDG,W 27-21,,7,4,29,7.25,0,57.1%,4.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
8,2011,2011-11-06,8,22.363,NYJ,@,BUF,W 27-11,,5,4,23,5.75,0,80.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0,0.0,0,0
9,2011,2011-11-13,9,23.005,NYJ,,NWE,L 16-37,*,8,4,79,19.75,0,50.0%,9.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
10,2011,2011-12-04,12,23.026,NYJ,@,WAS,W 34-19,,1,1,7,7.00,0,100.0%,7.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
11,2011,2011-12-11,13,23.033,NYJ,,KAN,W 37-10,,1,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,42,14.00,0,0,0,0.0,0,0
12,2011,2011-12-18,14,23.040,NYJ,@,PHI,L 19-45,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0,0.0,0,0
13,2011,2011-12-24,15,23.046,NYJ,,NYG,L 14-29,,8,5,36,7.20,0,62.5%,4.50,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,74,18.50,0,0,0,0.0,0,0
14,2011,2012-01-01,16,23.054,NYJ,@,MIA,L 17-19,,6,4,71,17.75,0,66.7%,11.83,1,16,16.00,0,1,1,100.00,41,0,0,118.7,0,0,41.00,41.00,0,0,,0,2,26,13.00,0,0,0,0.0,0,0
15,2012,2012-09-09,1,23.306,NYJ,,BUF,W 48-28,,4,4,45,11.25,1,100.0%,11.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,68,68.00,1,1,12,0.0,0,0
