ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,23.224,DAL,,SFO,L 17-28,,,,,,,,,,,,,
2,2014,2014-09-14,2,23.231,DAL,@,TEN,W 26-10,,0,0,,0,0,0,0.0,1,0,0,0,0
3,2014,2014-10-05,5,23.252,DAL,,HOU,W 20-17,,0,0,,0,0,0,0.0,0,1,0,0,0
4,2014,2014-10-12,6,23.259,DAL,@,SEA,W 30-23,,0,0,,0,0,0,0.0,3,0,0,0,0
5,2014,2014-10-19,7,23.266,DAL,,NYG,W 31-21,,,,,,,,,,,,,
6,2014,2014-10-27,8,23.274,DAL,,WAS,L 17-20,,0,0,,0,0,0,0.0,1,0,0,0,0
7,2014,2014-11-02,9,23.280,DAL,,ARI,L 17-28,,0,0,,0,0,6,0.0,1,0,1,58,1
8,2014,2014-11-09,10,23.287,DAL,@,JAX,W 31-17,,,,,,,,,,,,,
9,2014,2014-12-14,14,23.322,DAL,@,PHI,W 38-27,,,,,,,,,,,,,
10,2014,2014-12-21,15,23.329,DAL,,IND,W 42-7,,0,0,,0,0,0,0.0,1,0,0,0,0
11,2014,2014-12-28,16,23.336,DAL,@,WAS,W 44-17,,,,,,,,,,,,,
12,2015,2015-09-13,1,24.230,DAL,,NYG,W 27-26,,2,26,13.00,0,0,0,0.0,3,1,0,0,0
13,2015,2015-09-20,2,24.237,DAL,@,PHI,W 20-10,*,0,0,,0,0,0,0.0,0,0,0,0,0
14,2015,2015-09-27,3,24.244,DAL,,ATL,L 28-39,,0,0,,0,0,0,0.0,1,0,0,0,0
15,2015,2015-10-04,4,24.251,DAL,@,NOR,L 20-26,,0,0,,0,0,0,0.0,0,1,0,0,0
16,2015,2015-10-11,5,24.258,DAL,,NWE,L 6-30,,0,0,,0,0,0,0.0,0,0,0,0,0
17,2015,2015-11-08,8,24.286,DAL,,PHI,L 27-33,,0,0,,0,0,0,0.0,0,0,0,0,0
18,2015,2015-11-15,9,24.293,DAL,@,TAM,L 6-10,,0,0,,0,0,0,0.0,2,0,0,0,0
19,2015,2015-11-22,10,24.300,DAL,@,MIA,W 24-14,*,0,0,,0,0,0,0.0,1,0,0,0,0
20,2015,2015-11-26,11,24.304,DAL,,CAR,L 14-33,,0,0,,0,0,0,0.0,2,0,0,0,0
21,2015,2015-12-07,12,24.315,DAL,@,WAS,W 19-16,,0,0,,0,0,0,0.0,1,0,0,0,0
22,2015,2015-12-13,13,24.321,DAL,@,GNB,L 7-28,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2015,2015-12-27,15,24.335,MIA,,IND,L 12-18,,0,0,,0,0,0,0.0,0,0,0,0,0
24,2015,2016-01-03,16,24.342,MIA,,NWE,W 20-10,,0,0,,0,0,0,0.0,0,0,0,0,0
25,2017,2017-09-24,3,26.241,JAX,,BAL,W 44-7,,0,0,,0,0,0,0.0,2,0,0,0,0
26,2017,2017-10-01,4,26.248,JAX,@,NYJ,L 20-23,,0,0,,0,0,0,0.0,0,0,0,0,0
27,2017,2017-10-08,5,26.255,JAX,@,PIT,W 30-9,,0,0,,0,0,0,0.0,0,0,0,0,0
28,2017,2017-10-15,6,26.262,JAX,,LAR,L 17-27,,0,0,,0,0,0,0.0,0,0,0,0,0
29,2017,2017-10-22,7,26.269,JAX,@,IND,W 27-0,,0,0,,0,0,0,0.0,0,0,0,0,0
30,2017,2017-11-12,9,26.290,JAX,,LAC,W 20-17,,0,0,,0,0,0,0.0,0,0,0,0,0
31,2017,2017-11-19,10,26.297,JAX,@,CLE,W 19-7,,0,0,,0,0,0,0.0,0,1,0,0,0
32,2017,2017-11-26,11,26.304,JAX,@,ARI,L 24-27,,0,0,,0,0,0,0.0,0,0,0,0,0
33,2017,2017-12-03,12,26.311,JAX,,IND,W 30-10,,0,0,,0,0,0,0.0,0,0,0,0,0
34,2017,2017-12-10,13,26.318,JAX,,SEA,W 30-24,,0,0,,0,0,0,0.0,0,1,0,0,0
35,2017,2017-12-17,14,26.325,JAX,,HOU,W 45-7,,0,0,,0,0,0,0.0,0,0,0,0,0
36,2017,2017-12-24,15,26.332,JAX,@,SFO,L 33-44,,0,0,,0,0,0,0.0,0,0,0,0,0
37,2017,2017-12-31,16,26.339,JAX,@,TEN,L 10-15,,0,0,,0,0,0,0.0,0,0,0,0,0
38,2018,2018-09-09,1,27.226,JAX,@,NYG,W 20-15,,0,0,,0,0,0,0.0,0,0,0,0,0
39,2018,2018-09-16,2,27.233,JAX,,NWE,W 31-20,,0,0,,0,0,0,0.0,0,0,0,0,0
40,2018,2018-09-23,3,27.240,JAX,,TEN,L 6-9,,0,0,,0,0,0,0.0,1,0,0,0,0
