ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1973,1973-09-16,1,22.331,CIN,@,DEN,L 10-28,4,43,10.75,0,0,0,,0,0,0
2,1973,1973-09-23,2,22.338,CIN,,HOU,W 24-10,1,8,8.00,0,0,0,,0,0,0
3,1973,1973-09-30,3,22.345,CIN,@,SDG,W 20-13,1,17,17.00,0,0,0,,0,0,0
4,1973,1973-10-07,4,22.352,CIN,@,CLE,L 10-17,3,80,26.67,1,0,0,,0,1,6
5,1973,1973-10-14,5,22.359,CIN,,PIT,W 19-7,3,46,15.33,0,0,0,,0,0,0
6,1973,1973-10-21,6,23.001,CIN,,KAN,W 14-6,8,106,13.25,0,0,0,,0,0,0
7,1973,1973-10-28,7,23.008,CIN,@,PIT,L 13-20,1,2,2.00,0,1,1,1.00,0,0,0
8,1973,1973-11-04,8,23.015,CIN,@,DAL,L 10-38,4,96,24.00,1,0,0,,0,1,6
9,1973,1973-11-11,9,23.022,CIN,@,BUF,W 16-13,5,94,18.80,0,1,-12,-12.00,0,0,0
10,1973,1973-11-18,10,23.029,CIN,,NYJ,W 20-14,4,54,13.50,1,0,0,,0,1,6
11,1973,1973-11-25,11,23.036,CIN,,STL,W 42-24,3,35,11.67,1,0,0,,0,1,6
12,1973,1973-12-02,12,23.043,CIN,,MIN,W 27-0,1,1,1.00,0,0,0,,0,0,0
13,1973,1973-12-09,13,23.050,CIN,,CLE,W 34-17,5,117,23.40,3,0,0,,0,3,18
14,1973,1973-12-16,14,23.057,CIN,@,HOU,W 27-24,2,144,72.00,2,0,0,,0,2,12
15,1974,1974-09-15,1,23.330,CIN,,CLE,W 33-7,5,117,23.40,1,0,0,,0,1,6
16,1974,1974-09-22,2,23.337,CIN,,SDG,L 17-20,0,0,,0,1,20,20.00,0,0,0
17,1974,1974-09-29,3,23.344,CIN,@,SFO,W 21-3,2,70,35.00,1,0,0,,0,1,6
18,1974,1974-10-06,4,23.351,CIN,,WAS,W 28-17,2,36,18.00,1,0,0,,0,1,6
19,1974,1974-10-13,5,23.358,CIN,@,CLE,W 34-24,1,18,18.00,1,0,0,,0,1,6
20,1974,1974-10-20,6,24.000,CIN,@,OAK,L 27-30,2,53,26.50,0,2,11,5.50,0,0,0
21,1974,1974-10-27,7,24.007,CIN,,HOU,L 21-34,4,70,17.50,2,0,0,,0,2,12
22,1974,1974-11-03,8,24.014,CIN,@,BAL,W 24-14,5,166,33.20,2,1,5,5.00,0,2,12
23,1974,1974-11-10,9,24.021,CIN,,PIT,W 17-10,1,5,5.00,0,1,5,5.00,0,0,0
24,1974,1974-11-17,10,24.028,CIN,@,HOU,L 3-20,3,30,10.00,0,0,0,,0,0,0
25,1974,1974-11-24,11,24.035,CIN,,KAN,W 33-6,4,44,11.00,2,1,8,8.00,0,2,12
26,1974,1974-12-02,12,24.043,CIN,@,MIA,L 3-24,,,,,,,,,,
27,1974,1974-12-08,13,24.049,CIN,,DET,L 19-23,1,24,24.00,0,1,7,7.00,0,0,0
28,1974,1974-12-14,14,24.055,CIN,@,PIT,L 3-27,0,0,,0,1,6,6.00,0,0,0
29,1975,1975-09-21,1,24.336,CIN,,CLE,W 24-17,6,127,21.17,1,2,-9,-4.50,0,1,6
30,1975,1975-09-28,2,24.343,CIN,@,NOR,W 21-0,4,65,16.25,2,1,-11,-11.00,0,2,12
31,1975,1975-10-05,3,24.350,CIN,@,HOU,W 21-19,4,42,10.50,1,1,-4,-4.00,0,1,6
32,1975,1975-10-12,4,24.357,CIN,,NWE,W 27-10,2,87,43.50,0,0,0,,0,0,0
33,1975,1975-10-19,5,24.364,CIN,,OAK,W 14-10,,,,,,,,,,
34,1975,1975-10-26,6,25.006,CIN,@,ATL,W 21-14,4,64,16.00,0,1,1,1.00,0,0,0
35,1975,1975-11-02,7,25.013,CIN,,PIT,L 24-30,3,80,26.67,0,0,0,,0,0,0
36,1975,1975-11-09,8,25.020,CIN,@,DEN,W 17-16,1,41,41.00,0,0,0,,0,0,0
37,1975,1975-11-17,9,25.028,CIN,,BUF,W 33-24,7,139,19.86,0,0,0,,0,0,0
38,1975,1975-11-23,10,25.034,CIN,@,CLE,L 23-35,2,77,38.50,1,0,0,,0,1,6
39,1975,1975-11-30,11,25.041,CIN,,HOU,W 23-19,1,16,16.00,0,0,0,,0,0,0
40,1975,1975-12-07,12,25.048,CIN,@,PHI,W 31-0,5,83,16.60,0,1,14,14.00,0,0,0
41,1975,1975-12-13,13,25.054,CIN,@,PIT,L 14-35,2,34,17.00,1,0,0,,0,1,6
42,1975,1975-12-21,14,25.062,CIN,,SDG,W 47-17,3,79,26.33,1,0,0,,0,1,6
43,1976,1976-09-12,1,25.328,CIN,,DEN,W 17-7,,,,,,,,,,
44,1976,1976-09-19,2,25.335,CIN,@,BAL,L 27-28,3,40,13.33,0,0,0,,0,0,0
45,1976,1976-09-26,3,25.342,CIN,,GNB,W 28-7,2,28,14.00,0,0,0,,0,0,0
46,1976,1976-10-03,4,25.349,CIN,@,CLE,W 45-24,5,87,17.40,2,0,0,,0,2,12
47,1976,1976-10-10,5,25.356,CIN,,TAM,W 21-0,3,27,9.00,0,0,0,,0,0,0
48,1976,1976-10-17,6,25.363,CIN,@,PIT,L 6-23,3,38,12.67,0,0,0,,0,0,0
49,1976,1976-10-24,7,26.004,CIN,@,HOU,W 27-7,6,74,12.33,1,0,0,,0,1,6
