ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.267,HOU,,IND,W 34-24,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
2,2010,2010-09-19,2,22.274,HOU,@,WAS,W 30-27,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
3,2010,2010-09-26,3,22.281,HOU,,DAL,L 13-27,,,,,,,,,,,,,,,
4,2010,2010-10-03,4,22.288,HOU,@,OAK,W 31-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
5,2010,2010-10-10,5,22.295,HOU,,NYG,L 10-34,,0,0,,0,0,0,,0,0.0,0,0,1,1,0
6,2010,2010-11-01,7,22.317,HOU,@,IND,L 17-30,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
7,2010,2010-11-07,8,22.323,HOU,,SDG,L 23-29,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
8,2010,2010-11-14,9,22.330,HOU,@,JAX,L 24-31,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
9,2010,2010-11-21,10,22.337,HOU,@,NYJ,L 27-30,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
10,2010,2010-11-28,11,22.344,HOU,,TEN,W 20-0,,,,,,,,,,,,,,,
11,2010,2010-12-02,12,22.348,HOU,@,PHI,L 24-34,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
12,2010,2010-12-13,13,22.359,HOU,,BAL,L 28-34,,1,25,25.00,0,0,0,,0,0.0,0,2,0,0,0
13,2010,2010-12-19,14,23.000,HOU,@,TEN,L 17-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
14,2010,2010-12-26,15,23.007,HOU,@,DEN,L 23-24,,,,,,,,,,,,,,,
15,2011,2011-09-11,1,23.266,HOU,,IND,W 34-7,,,,,,,,,,,,,,,
16,2011,2011-09-18,2,23.273,HOU,@,MIA,W 23-13,,,,,,,,,,,,,,,
