ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,23.259,PIT,,PHI,L 25-31,9,45,5.00,1,0,0,,0
2,1952,1952-10-04,2,23.265,PIT,,CLE,L 20-21,17,33,1.94,0,1,23,23.00,0
3,1952,1952-10-12,3,23.273,PIT,@,PHI,L 21-26,9,-3,-0.33,0,0,0,,0
4,1952,1952-10-19,4,23.280,PIT,,WAS,L 24-28,5,4,0.80,0,2,19,9.50,0
5,1952,1952-10-26,5,23.287,PIT,@,CRD,W 34-28,7,18,2.57,0,0,0,,0
6,1952,1952-11-09,7,23.301,PIT,,DET,L 6-31,4,-11,-2.75,0,0,0,,0
7,1952,1952-11-23,9,23.315,PIT,,CRD,W 17-14,11,34,3.09,1,2,16,8.00,0
8,1952,1952-11-30,10,23.322,PIT,,NYG,W 63-7,6,35,5.83,1,0,0,,0
9,1952,1952-12-07,11,23.329,PIT,@,SFO,W 24-7,12,38,3.17,0,2,26,13.00,0
10,1952,1952-12-14,12,23.336,PIT,@,RAM,L 14-28,2,2,1.00,0,0,0,,0
11,1955,1955-09-25,1,26.255,CLE,,WAS,L 17-27,2,2,1.00,0,0,0,,0
12,1955,1955-10-02,2,26.262,CLE,@,SFO,W 38-3,14,56,4.00,2,0,0,,0
13,1955,1955-10-09,3,26.269,CLE,,PHI,W 21-17,15,43,2.87,0,5,32,6.40,1
14,1955,1955-10-16,4,26.276,CLE,@,WAS,W 24-14,13,58,4.46,1,1,5,5.00,1
15,1955,1955-10-23,5,26.283,CLE,,GNB,W 41-10,9,47,5.22,0,0,0,,0
16,1955,1955-10-30,6,26.290,CLE,@,CRD,W 26-20,28,121,4.32,1,0,0,,0
17,1955,1955-11-06,7,26.297,CLE,,NYG,W 24-14,18,36,2.00,0,3,63,21.00,0
18,1955,1955-11-13,8,26.304,CLE,@,PHI,L 17-33,19,83,4.37,0,0,0,,0
19,1955,1955-11-20,9,26.311,CLE,,PIT,W 41-14,16,44,2.75,1,2,5,2.50,0
20,1955,1955-11-27,10,26.318,CLE,@,NYG,T 35-35,19,33,1.74,1,2,8,4.00,0
21,1955,1955-12-04,11,26.325,CLE,@,PIT,W 30-7,17,51,3.00,0,0,0,,0
22,1955,1955-12-11,12,26.332,CLE,,CRD,W 35-24,15,45,3.00,0,0,0,,0
23,1956,1956-09-30,1,27.261,CLE,@,CRD,L 7-9,7,15,2.14,0,0,0,,0
24,1956,1956-10-06,2,27.267,CLE,@,PIT,W 14-10,13,56,4.31,1,2,6,3.00,0
25,1956,1956-10-14,3,27.275,CLE,,NYG,L 9-21,14,28,2.00,1,5,9,1.80,0
26,1956,1956-10-21,4,27.282,CLE,@,WAS,L 9-20,13,47,3.62,0,0,0,,0
27,1956,1956-10-28,5,27.289,CLE,,PIT,L 16-24,14,63,4.50,0,1,0,0.00,0
28,1956,1956-11-04,6,27.296,CLE,@,GNB,W 24-7,22,90,4.09,0,0,0,,0
29,1956,1956-11-11,7,27.303,CLE,,BAL,L 7-21,14,91,6.50,0,1,6,6.00,0
30,1956,1956-11-18,8,27.310,CLE,@,PHI,W 16-0,10,41,4.10,0,1,6,6.00,0
31,1957,1957-10-05,2,28.265,CLE,@,PIT,W 23-12,2,6,3.00,0,0,0,,0
32,1957,1957-10-13,3,28.273,CLE,,PHI,W 24-7,2,2,1.00,0,0,0,,0
33,1957,1957-11-10,7,28.301,CLE,,PIT,W 24-0,1,2,2.00,0,0,0,,0
34,1957,1957-11-24,9,28.315,CLE,,RAM,W 45-31,2,5,2.50,0,0,0,,0
35,1957,1957-12-01,10,28.322,CLE,,CRD,W 31-0,3,6,2.00,0,0,0,,0
36,1958,1958-10-05,2,29.265,CLE,@,PIT,W 45-12,2,6,3.00,0,1,10,10.00,0
37,1958,1958-10-26,5,29.286,CLE,@,CRD,W 38-24,1,2,2.00,0,0,0,,0
38,1959,1959-10-25,5,30.285,CLE,,WAS,W 34-7,0,0,,0,1,10,10.00,1
39,1959,1959-11-15,8,30.306,CLE,@,WAS,W 31-17,0,0,,0,1,-5,-5.00,0
40,1959,1959-12-06,11,30.327,CLE,@,NYG,L 7-48,6,18,3.00,0,1,13,13.00,0
