ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1962,1962-10-14,5,24.239,MIN,,GNB,L 21-48,3,3,100.0,,,,0,3
2,1962,1962-10-21,6,24.246,MIN,@,RAM,W 38-14,5,5,100.0,1,3,33.3,0,8
3,1962,1962-10-28,7,24.253,MIN,,PHI,W 31-21,4,4,100.0,1,3,33.3,0,7
4,1962,1962-11-04,8,24.260,MIN,@,PIT,L 31-39,4,4,100.0,1,1,100.0,0,7
5,1962,1962-11-11,9,24.267,MIN,@,CHI,L 30-31,3,3,100.0,3,4,75.0,0,12
6,1962,1962-11-18,10,24.274,MIN,,DET,L 6-17,,,,2,2,100.0,0,6
7,1962,1962-11-25,11,24.281,MIN,,RAM,T 24-24,3,3,100.0,1,2,50.0,0,6
8,1962,1962-12-02,12,24.288,MIN,,SFO,L 12-35,1,1,100.0,1,1,100.0,0,4
9,1962,1962-12-09,13,24.295,MIN,@,DET,L 23-37,3,3,100.0,,1,0.0,0,3
10,1962,1962-12-16,14,24.302,MIN,@,BAL,L 17-42,2,2,100.0,1,3,33.3,0,5
