ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2006,2006-09-10,1,22.161,DET,,SEA,L 6-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0
2,2006,2006-10-15,6,22.196,DET,,BUF,W 20-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0
3,2006,2006-10-22,7,22.203,DET,@,NYJ,L 24-31,,2,1,19,19.00,0,50.0%,9.50,1,12,12.00,0,0,0,,0,0,0,,0
4,2006,2006-11-05,8,22.217,DET,,ATL,W 30-14,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0
5,2006,2006-11-12,9,22.224,DET,,SFO,L 13-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0
6,2006,2006-11-19,10,22.231,DET,@,ARI,L 10-17,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0
7,2006,2006-12-17,14,22.259,DET,@,GNB,L 9-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0
8,2006,2006-12-24,15,22.266,DET,,CHI,L 21-26,,0,0,0,,0,0.0%,,1,-9,-9.00,0,6,139,23.17,0,4,61,15.25,0
9,2006,2006-12-31,16,22.273,DET,@,DAL,W 39-31,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0
