ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-09-16,1,23.193,DAL,@,CHI,W 20-17,1,10,10.00,0,0,0,,0,0,0,,0,0,0
2,1973,1973-09-24,2,23.201,DAL,,NOR,W 40-3,,,,,,,,,,,,,,
3,1973,1973-09-30,3,23.207,DAL,,STL,W 45-10,6,74,12.33,3,0,0,,0,0,0,,0,3,18
4,1973,1973-10-08,4,23.215,DAL,@,WAS,L 7-14,3,39,13.00,0,0,0,,0,0,0,,0,0,0
5,1973,1973-10-14,5,23.221,DAL,@,RAM,L 31-37,2,28,14.00,0,1,6,6.00,0,0,0,,0,0,0
6,1973,1973-10-21,6,23.228,DAL,,NYG,W 45-28,1,21,21.00,1,0,0,,0,0,0,,0,1,6
7,1973,1973-10-28,7,23.235,DAL,@,PHI,L 16-30,2,5,2.50,0,0,0,,0,0,0,,0,0,0
8,1973,1973-11-04,8,23.242,DAL,,CIN,W 38-10,5,56,11.20,1,0,0,,0,0,0,,0,1,6
9,1973,1973-11-11,9,23.249,DAL,@,NYG,W 23-10,1,21,21.00,0,0,0,,0,0,0,,0,0,0
10,1973,1973-11-18,10,23.256,DAL,,PHI,W 31-10,1,9,9.00,0,0,0,,0,0,0,,0,0,0
11,1973,1973-11-22,11,23.260,DAL,,MIA,L 7-14,2,31,15.50,0,0,0,,0,0,0,,0,0,0
12,1973,1973-12-02,12,23.270,DAL,@,DEN,W 22-10,1,40,40.00,0,0,0,,0,0,0,,0,0,0
13,1973,1973-12-09,13,23.277,DAL,,WAS,W 27-7,2,36,18.00,0,0,0,,0,0,0,,0,0,0
14,1973,1973-12-16,14,23.284,DAL,@,STL,W 30-3,2,22,11.00,0,1,-4,-4.00,0,0,0,,0,0,0
15,1974,1974-09-15,1,24.192,DAL,@,ATL,W 24-0,,,,,,,,,,,,,,
16,1974,1974-09-23,2,24.200,DAL,@,PHI,L 10-13,2,2,1.00,0,0,0,,0,0,0,,0,0,0
17,1974,1974-09-29,3,24.206,DAL,,NYG,L 6-14,,,,,,,,,,,,,,
18,1974,1974-10-06,4,24.213,DAL,,MIN,L 21-23,2,16,8.00,0,1,20,20.00,0,0,0,,0,0,0
19,1974,1974-10-13,5,24.220,DAL,@,STL,L 28-31,,,,,,,,,,,,,,
20,1974,1974-10-20,6,24.227,DAL,,PHI,W 31-24,2,51,25.50,0,0,0,,0,0,0,,0,0,0
21,1974,1974-10-27,7,24.234,DAL,@,NYG,W 21-7,3,37,12.33,0,3,23,7.67,0,0,0,,0,0,0
22,1974,1974-11-03,8,24.241,DAL,,STL,W 17-14,1,5,5.00,0,0,0,,0,0,0,,0,0,0
23,1974,1974-11-10,9,24.248,DAL,,SFO,W 20-14,1,32,32.00,0,0,0,,0,0,0,,0,0,0
24,1974,1974-11-17,10,24.255,DAL,@,WAS,L 21-28,6,92,15.33,2,0,0,,0,0,0,,0,2,12
25,1974,1974-11-24,11,24.262,DAL,@,HOU,W 10-0,2,18,9.00,0,0,0,,0,0,0,,0,0,0
26,1974,1974-11-28,12,24.266,DAL,,WAS,W 24-23,3,65,21.67,1,0,0,,0,0,0,,0,1,6
27,1974,1974-12-07,13,24.275,DAL,,CLE,W 41-17,3,74,24.67,1,0,0,,0,0,0,,0,1,6
28,1974,1974-12-14,14,24.282,DAL,@,OAK,L 23-27,4,74,18.50,0,0,0,,0,0,0,,0,0,0
29,1975,1975-09-21,1,25.198,DAL,,RAM,W 18-7,1,4,4.00,0,0,0,,0,0,0,,0,0,0
30,1975,1975-09-28,2,25.205,DAL,,STL,W 37-31,6,100,16.67,1,0,0,,0,0,0,,0,1,6
31,1975,1975-10-06,3,25.213,DAL,@,DET,W 36-10,,,,,,,,,,,,,,
32,1975,1975-10-12,4,25.219,DAL,@,NYG,W 13-7,0,0,,0,1,3,3.00,0,0,0,,0,0,0
33,1975,1975-10-19,5,25.226,DAL,,GNB,L 17-19,1,17,17.00,0,0,0,,0,0,0,,0,0,0
34,1975,1975-10-26,6,25.233,DAL,@,PHI,W 20-17,,,,,,,,,,,,,,
35,1975,1975-11-02,7,25.240,DAL,@,WAS,L 24-30,,,,,,,,,,,,,,
36,1975,1975-11-10,8,25.248,DAL,,KAN,L 31-34,,,,,,,,,,,,,,
37,1975,1975-11-16,9,25.254,DAL,@,NWE,W 34-31,,,,,,,,,,,,,,
38,1975,1975-11-23,10,25.261,DAL,,PHI,W 27-17,,,,,,,,,,,,,,
39,1975,1975-11-30,11,25.268,DAL,,NYG,W 14-3,,,,,,,,,,,,,,
40,1975,1975-12-07,12,25.275,DAL,@,STL,L 17-31,1,17,17.00,0,0,0,,0,0,0,,0,0,0
41,1975,1975-12-13,13,25.281,DAL,,WAS,W 31-10,,,,,,,,,,,,,,
42,1975,1975-12-21,14,25.289,DAL,@,NYJ,W 31-21,,,,,,,,,,,,,,
43,1976,1976-09-12,1,26.189,DAL,,PHI,W 27-7,5,42,8.40,0,1,2,2.00,0,0,0,,0,0,0
44,1976,1976-09-19,2,26.196,DAL,@,NOR,W 24-6,5,108,21.60,0,0,0,,0,0,0,,0,0,0
45,1976,1976-09-26,3,26.203,DAL,,BAL,W 30-27,5,85,17.00,1,0,0,,0,0,0,,0,1,6
46,1976,1976-10-03,4,26.210,DAL,@,SEA,W 28-13,5,77,15.40,0,0,0,,0,0,0,,0,0,0
47,1976,1976-10-10,5,26.217,DAL,@,NYG,W 24-14,2,19,9.50,0,1,12,12.00,0,0,0,,0,0,0
48,1976,1976-10-17,6,26.224,DAL,@,STL,L 17-21,4,81,20.25,1,0,0,,0,0,0,,0,1,6
49,1976,1976-10-24,7,26.231,DAL,,CHI,W 31-21,2,42,21.00,0,1,13,13.00,0,0,0,,0,0,0
50,1976,1976-10-31,8,26.238,DAL,@,WAS,W 20-7,,,,,,,,,,,,,,
51,1976,1976-11-07,9,26.245,DAL,,NYG,W 9-3,2,46,23.00,0,1,6,6.00,0,0,0,,0,0,0
52,1976,1976-11-15,10,26.253,DAL,,BUF,W 17-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
53,1976,1976-11-21,11,26.259,DAL,@,ATL,L 10-17,2,32,16.00,0,2,16,8.00,0,0,0,,0,0,0
54,1976,1976-11-25,12,26.263,DAL,,STL,W 19-14,3,46,15.33,0,1,1,1.00,0,0,0,,0,0,0
55,1976,1976-12-05,13,26.273,DAL,@,PHI,W 26-7,6,96,16.00,0,0,0,,0,0,0,,0,0,0
56,1976,1976-12-12,14,26.280,DAL,,WAS,L 14-27,,,,,,,,,,,,,,
57,1977,1977-09-18,1,27.195,DAL,@,MIN,W 16-10,4,57,14.25,0,0,0,,0,0,0,,0,0,0
58,1977,1977-09-25,2,27.202,DAL,,NYG,W 41-21,2,23,11.50,0,1,7,7.00,0,0,0,,0,0,0
59,1977,1977-10-02,3,27.209,DAL,,TAM,W 23-7,3,47,15.67,0,0,0,,0,0,0,,0,0,0
60,1977,1977-10-09,4,27.216,DAL,@,STL,W 30-24,1,3,3.00,0,0,0,,0,0,0,,0,0,0
61,1977,1977-10-16,5,27.223,DAL,,WAS,W 34-16,1,14,14.00,0,0,0,,0,0,0,,0,0,0
62,1977,1977-10-23,6,27.230,DAL,@,PHI,W 16-10,,,,,,,,,,,,,,
63,1977,1977-10-30,7,27.237,DAL,,DET,W 37-0,3,28,9.33,1,1,-1,-1.00,0,0,0,,0,1,6
64,1977,1977-11-06,8,27.244,DAL,@,NYG,W 24-10,3,18,6.00,1,0,0,,0,0,24,,0,1,6
65,1977,1977-11-14,9,27.252,DAL,,STL,L 17-24,1,2,2.00,1,1,3,3.00,0,0,0,,0,1,6
66,1977,1977-11-20,10,27.258,DAL,@,PIT,L 13-28,3,45,15.00,0,0,0,,0,0,0,,0,0,0
67,1977,1977-11-27,11,27.265,DAL,@,WAS,W 14-7,1,18,18.00,0,0,0,,0,0,0,,0,0,0
68,1977,1977-12-04,12,27.272,DAL,,PHI,W 24-14,1,17,17.00,0,0,0,,0,0,0,,0,0,0
69,1977,1977-12-12,13,27.280,DAL,@,SFO,W 42-35,2,28,14.00,0,0,0,,0,0,0,,0,0,0
70,1977,1977-12-18,14,27.286,DAL,,DEN,W 14-6,3,47,15.67,0,0,0,,0,0,0,,0,0,0
71,1978,1978-09-04,1,28.181,DAL,,BAL,W 38-0,2,11,5.50,1,0,0,,0,0,0,,0,1,6
72,1978,1978-09-10,2,28.187,DAL,@,NYG,W 34-24,3,33,11.00,1,0,0,,0,0,0,,0,1,6
73,1978,1978-09-17,3,28.194,DAL,@,RAM,L 14-27,1,14,14.00,1,0,0,,0,0,0,,0,1,6
74,1978,1978-09-24,4,28.201,DAL,,STL,W 21-12,2,39,19.50,0,0,0,,0,0,0,,0,0,0
75,1978,1978-10-02,5,28.209,DAL,@,WAS,L 5-9,3,48,16.00,0,0,0,,0,0,0,,0,0,0
76,1978,1978-10-08,6,28.215,DAL,,NYG,W 24-3,1,23,23.00,1,0,0,,0,0,0,,0,1,6
77,1978,1978-10-15,7,28.222,DAL,@,STL,W 24-21,2,32,16.00,0,0,0,,0,0,0,,0,0,0
78,1978,1978-10-22,8,28.229,DAL,,PHI,W 14-7,0,0,,0,1,15,15.00,0,0,0,,0,0,0
79,1978,1978-10-26,9,28.233,DAL,,MIN,L 10-21,2,41,20.50,0,0,0,,0,0,0,,0,0,0
80,1978,1978-11-05,10,28.243,DAL,@,MIA,L 16-23,8,73,9.13,1,0,0,,0,0,0,,0,1,6
81,1978,1978-11-12,11,28.250,DAL,@,GNB,W 42-14,2,26,13.00,2,0,0,,0,0,0,,0,2,12
82,1978,1978-11-19,12,28.257,DAL,,NOR,W 27-7,3,73,24.33,1,0,0,,0,0,0,,0,1,6
83,1978,1978-11-23,13,28.261,DAL,,WAS,W 37-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
84,1978,1978-12-03,14,28.271,DAL,,NWE,W 17-10,2,53,26.50,1,0,0,,0,0,0,,0,1,6
85,1978,1978-12-10,15,28.278,DAL,@,PHI,W 31-13,1,16,16.00,0,0,0,,0,0,0,,0,0,0
86,1978,1978-12-17,16,28.285,DAL,@,NYJ,W 30-7,1,21,21.00,0,0,0,,0,0,0,,0,0,0
87,1979,1979-09-02,1,29.179,DAL,@,STL,W 22-21,3,32,10.67,0,0,0,,0,0,0,,0,0,0
88,1979,1979-09-09,2,29.186,DAL,@,SFO,W 21-13,3,44,14.67,1,0,0,,0,0,0,,0,1,6
89,1979,1979-09-16,3,29.193,DAL,,CHI,W 24-20,2,12,6.00,1,0,0,,0,0,0,,0,1,6
90,1979,1979-09-24,4,29.201,DAL,@,CLE,L 7-26,3,29,9.67,0,1,-1,-1.00,0,0,0,,0,0,0
91,1979,1979-09-30,5,29.207,DAL,,CIN,W 38-13,3,14,4.67,1,0,0,,0,0,0,,0,1,6
92,1979,1979-10-07,6,29.214,DAL,@,MIN,W 36-20,2,34,17.00,0,1,20,20.00,0,0,0,,0,0,0
93,1979,1979-10-14,7,29.221,DAL,,RAM,W 30-6,1,8,8.00,0,0,0,,0,0,0,,0,0,0
94,1979,1979-10-21,8,29.228,DAL,,STL,W 22-13,3,48,16.00,1,0,0,,0,0,0,,0,1,6
95,1979,1979-10-28,9,29.235,DAL,@,PIT,L 3-14,5,53,10.60,0,0,0,,0,0,0,,0,0,0
96,1979,1979-11-04,10,29.242,DAL,@,NYG,W 16-14,,,,,,,,,,,,,,
97,1979,1979-11-12,11,29.250,DAL,,PHI,L 21-31,1,5,5.00,1,0,0,,0,0,0,,0,1,6
98,1979,1979-11-18,12,29.256,DAL,@,WAS,L 20-34,1,21,21.00,0,0,0,,0,0,0,,0,0,0
99,1979,1979-11-22,13,29.260,DAL,,HOU,L 24-30,1,19,19.00,0,0,0,,0,0,0,,0,0,0
100,1979,1979-12-02,14,29.270,DAL,,NYG,W 28-7,,,,,,,,,,,,,,
101,1979,1979-12-08,15,29.276,DAL,@,PHI,W 24-17,,,,,,,,,,,,,,
102,1979,1979-12-16,16,29.284,DAL,,WAS,W 35-34,1,5,5.00,0,0,0,,0,0,0,,0,0,0
103,1980,1980-09-08,1,30.185,DAL,@,WAS,W 17-3,0,0,,0,1,7,7.00,0,0,0,,0,0,0
104,1980,1980-09-14,2,30.191,DAL,@,DEN,L 20-41,1,12,12.00,0,0,0,,0,0,0,,0,0,0
105,1980,1980-09-21,3,30.198,DAL,,TAM,W 28-17,5,32,6.40,2,0,0,,0,0,0,,0,2,12
106,1980,1980-09-28,4,30.205,DAL,@,GNB,W 28-7,,,,,,,,,,,,,,
107,1980,1980-10-05,5,30.212,DAL,,NYG,W 24-3,2,10,5.00,0,1,0,0.00,0,0,0,,0,0,0
108,1980,1980-10-12,6,30.219,DAL,,SFO,W 59-14,1,12,12.00,1,0,0,,0,0,0,,0,1,6
109,1980,1980-10-19,7,30.226,DAL,@,PHI,L 10-17,3,34,11.33,0,0,0,,0,0,0,,0,0,0
110,1980,1980-10-26,8,30.233,DAL,,SDG,W 42-31,5,45,9.00,1,2,12,6.00,0,0,0,,0,1,6
111,1980,1980-11-02,9,30.240,DAL,@,STL,W 27-24,,,,,,,,,,,,,,
112,1980,1980-11-09,10,30.247,DAL,@,NYG,L 35-38,2,28,14.00,0,0,0,,0,0,0,,0,0,0
113,1980,1980-11-16,11,30.254,DAL,,STL,W 31-21,2,29,14.50,0,0,0,,0,0,0,,0,0,0
114,1980,1980-11-23,12,30.261,DAL,,WAS,W 14-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0
115,1980,1980-11-27,13,30.265,DAL,,SEA,W 51-7,3,31,10.33,2,0,0,,0,0,0,,0,2,12
116,1980,1980-12-07,14,30.275,DAL,@,OAK,W 19-13,3,61,20.33,0,0,0,,0,0,0,,0,0,0
117,1980,1980-12-15,15,30.283,DAL,@,RAM,L 14-38,,,,,,,,,,,,,,
118,1980,1980-12-21,16,30.289,DAL,,PHI,W 35-27,1,15,15.00,1,0,0,,0,0,0,,0,1,6
119,1981,1981-09-06,1,31.183,DAL,@,WAS,W 26-10,1,33,33.00,1,0,0,,0,0,0,,0,1,6
120,1981,1981-09-13,2,31.190,DAL,,STL,W 30-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0
121,1981,1981-09-21,3,31.198,DAL,@,NWE,W 35-21,2,9,4.50,1,0,0,,0,0,0,,0,1,6
122,1981,1981-09-27,4,31.204,DAL,,NYG,W 18-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
123,1981,1981-10-04,5,31.211,DAL,@,STL,L 17-20,1,0,0.00,0,0,0,,0,0,0,,0,0,0
124,1981,1981-10-11,6,31.218,DAL,@,SFO,L 14-45,1,5,5.00,0,0,0,,0,0,0,,0,0,0
125,1981,1981-10-18,7,31.225,DAL,,RAM,W 29-17,1,15,15.00,0,0,0,,0,0,0,,0,0,0
126,1981,1981-10-25,8,31.232,DAL,,MIA,W 28-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0
127,1981,1981-11-01,9,31.239,DAL,@,PHI,W 17-14,0,0,,0,0,0,,0,,,,,0,
128,1981,1981-11-09,10,31.247,DAL,,BUF,W 27-14,2,36,18.00,0,0,0,,0,0,0,,0,0,0
129,1981,1981-11-15,11,31.253,DAL,@,DET,L 24-27,3,17,5.67,0,1,12,12.00,0,0,0,,0,0,0
130,1981,1981-11-22,12,31.260,DAL,,WAS,W 24-10,0,0,,0,0,0,,0,,,,,0,
131,1981,1981-11-26,13,31.264,DAL,,CHI,W 10-9,1,22,22.00,0,0,0,,0,0,0,,0,0,0
132,1981,1981-12-06,14,31.274,DAL,@,BAL,W 37-13,0,0,,0,0,0,,0,,,,,0,
133,1981,1981-12-13,15,31.281,DAL,,PHI,W 21-10,1,13,13.00,0,0,0,,0,0,0,,0,0,0
134,1981,1981-12-19,16,31.287,DAL,@,NYG,L 10-13,3,44,14.67,0,0,0,,0,0,0,,0,0,0
135,1982,1982-09-13,1,32.190,DAL,,PIT,L 28-36,3,16,5.33,1,0,0,,0,0,0,,0,1,6
136,1982,1982-09-19,2,32.196,DAL,@,STL,W 24-7,1,2,2.00,0,1,6,6.00,1,0,0,,0,1,6
137,1982,1982-11-21,3,32.259,DAL,,TAM,W 14-9,0,0,,0,0,0,,0,,,,,0,
138,1982,1982-11-25,4,32.263,DAL,,CLE,W 31-14,1,4,4.00,1,0,0,,0,0,0,,0,1,6
139,1982,1982-12-05,5,32.273,DAL,@,WAS,W 24-10,1,12,12.00,0,0,0,,0,0,0,,0,0,0
140,1982,1982-12-13,6,32.281,DAL,@,HOU,W 37-7,1,7,7.00,0,0,0,,0,0,0,,0,0,0
141,1982,1982-12-19,7,32.287,DAL,,NOR,W 21-7,0,0,,0,0,0,,0,,,,,0,
142,1982,1982-12-26,8,32.294,DAL,,PHI,L 20-24,0,0,,0,0,0,,0,,,,,0,
143,1982,1983-01-03,9,32.302,DAL,@,MIN,L 27-31,0,0,,0,0,0,,0,,,,,0,
144,1983,1983-09-05,1,33.182,DAL,@,WAS,W 31-30,0,0,,0,,,,,,,,,,
145,1983,1983-09-11,2,33.188,DAL,@,STL,W 34-17,0,0,,0,,,,,,,,,,
146,1983,1983-09-18,3,33.195,DAL,,NYG,W 28-13,1,20,20.00,0,0,0,,0,0,0,,0,0,0
147,1983,1983-09-25,4,33.202,DAL,,NOR,W 21-20,0,0,,0,,,,,,,,,,
148,1983,1983-10-02,5,33.209,DAL,@,MIN,W 37-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0
149,1983,1983-10-09,6,33.216,DAL,,TAM,W 27-24,3,37,12.33,0,0,0,,0,0,0,,0,0,0
150,1983,1983-10-16,7,33.223,DAL,,PHI,W 37-7,2,27,13.50,0,0,0,,0,0,0,,0,0,0
151,1983,1983-10-23,8,33.230,DAL,,RAI,L 38-40,1,3,3.00,0,0,0,,0,0,0,,0,0,0
152,1983,1983-10-30,9,33.237,DAL,@,NYG,W 38-20,0,0,,0,,,,,,,,,,
153,1983,1983-11-06,10,33.244,DAL,@,PHI,W 27-20,0,0,,0,,,,,,,,,,
154,1983,1983-11-13,11,33.251,DAL,@,SDG,L 23-24,1,4,4.00,1,0,0,,0,0,0,,0,1,6
155,1983,1983-11-20,12,33.258,DAL,,KAN,W 41-21,1,28,28.00,0,0,0,,0,0,0,,0,0,0
156,1983,1983-11-24,13,33.262,DAL,,STL,W 35-17,0,0,,0,,,,,,,,,,
157,1983,1983-12-04,14,33.272,DAL,@,SEA,W 35-10,1,17,17.00,0,0,0,,0,0,0,,0,0,0
158,1983,1983-12-11,15,33.279,DAL,,WAS,L 10-31,0,0,,0,,,,,,,,,,
159,1983,1983-12-19,16,33.287,DAL,@,SFO,L 17-42,1,2,2.00,0,0,0,,0,0,0,,0,0,0
