ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2001,2001-09-09,1,23.174,BUF,,NOR,L 6-24,,0,,,,,0.0%,
2,2001,2001-09-23,2,23.188,BUF,@,IND,L 26-42,,,,,,,0.0%,
3,2001,2001-09-30,3,23.195,BUF,,PIT,L 3-20,,,,,,,0.0%,
4,2001,2001-10-07,4,23.202,BUF,,NYJ,L 36-42,,,,,,,0.0%,
5,2001,2001-10-18,5,23.213,BUF,@,JAX,W 13-10,,,,,,,0.0%,
6,2001,2001-10-28,6,23.223,BUF,@,SDG,L 24-27,,1,,,,,0.0%,
7,2001,2001-11-04,7,23.230,BUF,,IND,L 14-30,,2,1,18,18.00,0,50.0%,9.00
8,2001,2001-11-11,8,23.237,BUF,@,NWE,L 11-21,,7,4,69,17.25,0,57.1%,9.86
9,2001,2001-11-18,9,23.244,BUF,,SEA,L 20-23,,0,,,,,0.0%,
10,2001,2001-11-25,10,23.251,BUF,,MIA,L 27-34,,2,2,20,10.00,0,100.0%,10.00
11,2001,2001-12-02,11,23.258,BUF,@,SFO,L 0-35,,2,1,14,14.00,0,50.0%,7.00
12,2001,2001-12-09,12,23.265,BUF,,CAR,W 25-24,*,2,1,39,39.00,0,50.0%,19.50
13,2001,2001-12-16,13,23.272,BUF,,NWE,L 9-12,,2,1,3,3.00,0,50.0%,1.50
14,2001,2001-12-23,14,23.279,BUF,@,ATL,L 30-33,,2,2,40,20.00,0,100.0%,20.00
15,2001,2001-12-30,15,23.286,BUF,@,NYJ,W 14-9,,1,,,,,0.0%,
16,2001,2002-01-06,16,23.293,BUF,@,MIA,L 7-34,,,,,,,0.0%,
