ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
40,2015,2015-11-26,11,26.109,PHI,@,DET,L 14-45,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
41,2015,2015-12-06,12,26.119,PHI,@,NWE,W 35-28,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
42,2015,2015-12-13,13,26.126,PHI,,BUF,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
43,2015,2015-12-20,14,26.133,PHI,,ARI,L 17-40,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
44,2015,2015-12-26,15,26.139,PHI,,WAS,L 24-38,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
45,2015,2016-01-03,16,26.147,PHI,@,NYG,W 35-30,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
46,2016,2016-09-11,1,27.033,PHI,,CLE,W 29-10,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
47,2016,2016-09-19,2,27.041,PHI,@,CHI,W 29-14,,2,3,66.7,3,3,100.0,0,11,0.0,0,0,0,0,,0
48,2016,2016-09-25,3,27.047,PHI,,PIT,W 34-3,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
49,2016,2016-10-09,4,27.061,PHI,@,DET,L 23-24,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
50,2016,2016-10-16,5,27.068,PHI,@,WAS,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
51,2016,2016-10-23,6,27.075,PHI,,MIN,W 21-10,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
52,2016,2016-10-30,7,27.082,PHI,@,DAL,L 23-29,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
53,2016,2016-11-06,8,27.089,PHI,@,NYG,L 23-28,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
54,2016,2016-11-13,9,27.096,PHI,,ATL,W 24-15,,1,1,100.0,3,5,60.0,0,10,0.0,0,0,0,0,,0
55,2016,2016-11-20,10,27.103,PHI,@,SEA,L 15-26,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
56,2016,2016-11-28,11,27.111,PHI,,GNB,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
57,2016,2016-12-04,12,27.117,PHI,@,CIN,L 14-32,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
58,2016,2016-12-11,13,27.124,PHI,,WAS,L 22-27,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
59,2016,2016-12-18,14,27.131,PHI,@,BAL,L 26-27,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
60,2016,2016-12-22,15,27.135,PHI,,NYG,W 24-19,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
61,2016,2017-01-01,16,27.145,PHI,,DAL,W 27-13,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
62,2017,2017-09-10,1,28.032,PHI,@,WAS,W 30-17,,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
63,2018,2018-09-09,1,29.031,LAC,,KAN,L 28-38,,,,,2,3,66.7,0,6,0.0,0,0,1,24,24.00,0
64,2018,2018-09-16,2,29.038,LAC,@,BUF,W 31-20,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
65,2018,2018-09-23,3,29.045,LAC,@,LAR,L 23-35,,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,,0
