ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
34,1995,1995-12-24,16,24.071,HOU,@,BUF,W 28-17,,8,5,72,14.40,1,62.5%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
35,1996,1996-09-01,1,24.323,HOU,,KAN,L 19-20,,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1996,1996-09-08,2,24.330,HOU,@,JAX,W 34-27,,2,2,19,9.50,1,100.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
37,1996,1996-09-15,3,24.337,HOU,,BAL,W 29-13,,7,6,64,10.67,1,85.7%,9.14,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
38,1996,1996-09-29,4,24.351,HOU,@,PIT,L 16-30,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1996,1996-10-06,5,24.358,HOU,@,CIN,W 30-27,,7,7,59,8.43,1,100.0%,8.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
40,1996,1996-10-13,6,24.365,HOU,@,ATL,W 23-13,,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1996,1996-10-20,7,25.006,HOU,,PIT,W 23-13,,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1996,1996-10-27,8,25.013,HOU,,SFO,L 9-10,,3,3,9,3.00,0,100.0%,3.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1996,1996-11-03,9,25.020,HOU,@,SEA,L 16-23,,2,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,0,0,,0,0,
44,1996,1996-11-10,10,25.027,HOU,@,NOR,W 31-14,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0
45,1996,1996-11-17,11,25.034,HOU,,MIA,L 20-23,,9,5,54,10.80,1,55.6%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,1996,1996-11-24,12,25.041,HOU,,CAR,L 6-31,,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0,,,,,,1,5,5.00,0,0,0
47,1996,1996-12-01,13,25.048,HOU,@,NYJ,W 35-10,,1,1,23,23.00,1,100.0%,23.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
48,1996,1996-12-08,14,25.055,HOU,,JAX,L 17-23,,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
49,1996,1996-12-15,15,25.062,HOU,,CIN,L 13-21,,7,5,57,11.40,1,71.4%,8.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
50,1996,1996-12-22,16,25.069,HOU,@,BAL,W 24-21,,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
51,1997,1997-08-31,1,25.321,TEN,,OAK,W 24-21,,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1997,1997-09-07,2,25.328,TEN,@,MIA,L 13-16,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1997,1997-09-21,3,25.342,TEN,,BAL,L 10-36,,4,3,55,18.33,1,75.0%,13.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,1997,1997-09-28,4,25.349,TEN,@,PIT,L 24-37,,11,9,72,8.00,1,81.8%,6.55,0,0,,0,0,0,,0,0,0,,,,,,1,3,3.00,0,1,6
55,1997,1997-10-05,5,25.356,TEN,@,SEA,L 13-16,,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1997,1997-10-12,6,25.363,TEN,,CIN,W 30-7,,4,4,78,19.50,1,100.0%,19.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1997,1997-10-19,7,26.005,TEN,,WAS,W 28-14,,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1997,1997-10-26,8,26.012,TEN,@,ARI,W 41-14,,6,5,59,11.80,0,83.3%,9.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1997,1997-11-02,9,26.019,TEN,,JAX,L 24-30,,7,5,77,15.40,0,71.4%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1997,1997-11-09,10,26.026,TEN,,NYG,W 10-6,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1997,1997-11-16,11,26.033,TEN,@,JAX,L 9-17,,6,3,70,23.33,1,50.0%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
62,1997,1997-11-23,12,26.040,TEN,,BUF,W 31-14,,11,6,51,8.50,0,54.5%,4.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1997,1997-11-27,13,26.044,TEN,@,DAL,W 27-14,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1997,1997-12-04,14,26.051,TEN,@,CIN,L 14-41,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1997,1997-12-14,15,26.061,TEN,@,BAL,L 19-21,,16,8,56,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1997,1997-12-21,16,26.068,TEN,,PIT,W 16-6,,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1998,1998-09-06,1,26.327,TEN,@,CIN,W 23-14,,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
68,1998,1998-09-13,2,26.334,TEN,,SDG,L 7-13,,7,7,55,7.86,1,100.0%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
69,1998,1998-09-20,3,26.341,TEN,@,NWE,L 16-27,,9,8,40,5.00,0,88.9%,4.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1998,1998-09-27,4,26.348,TEN,,JAX,L 22-27,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
71,1998,1998-10-11,5,26.362,TEN,@,BAL,W 12-8,,2,2,43,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
72,1998,1998-10-18,6,27.004,TEN,,CIN,W 44-14,,5,4,84,21.00,0,80.0%,16.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
73,1998,1998-10-25,7,27.011,TEN,,CHI,L 20-23,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
74,1998,1998-11-01,8,27.018,TEN,@,PIT,W 41-31,,6,3,42,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
75,1998,1998-11-08,9,27.025,TEN,@,TAM,W 31-22,,4,4,66,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
76,1998,1998-11-15,10,27.032,TEN,,PIT,W 23-14,,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
77,1998,1998-11-22,11,27.039,TEN,,NYJ,L 3-24,,9,5,61,12.20,0,55.6%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
78,1998,1998-11-29,12,27.046,TEN,@,SEA,L 18-20,,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
79,1998,1998-12-06,13,27.053,TEN,,BAL,W 16-14,,10,7,74,10.57,0,70.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
80,1998,1998-12-13,14,27.060,TEN,@,JAX,W 16-13,,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
81,1998,1998-12-20,15,27.067,TEN,@,GNB,L 22-30,,11,10,71,7.10,0,90.9%,6.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
82,1998,1998-12-26,16,27.073,TEN,,MIN,L 16-26,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0
83,1999,1999-09-12,1,27.333,TEN,,CIN,W 36-35,*,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
84,1999,1999-09-19,2,27.340,TEN,,CLE,W 26-9,*,10,9,80,8.89,0,90.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
85,1999,1999-09-26,3,27.347,TEN,@,JAX,W 20-19,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
86,1999,1999-10-03,4,27.354,TEN,@,SFO,L 22-24,*,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
87,1999,1999-10-10,5,27.361,TEN,,BAL,W 14-11,*,7,4,19,4.75,0,57.1%,2.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
88,1999,1999-10-17,6,28.003,TEN,@,NOR,W 24-21,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
89,1999,1999-10-31,7,28.017,TEN,,STL,W 24-21,*,8,2,38,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
90,1999,1999-11-07,8,28.024,TEN,@,MIA,L 0-17,*,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
91,1999,1999-11-14,9,28.031,TEN,@,CIN,W 24-14,*,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
92,1999,1999-11-21,10,28.038,TEN,,PIT,W 16-10,*,9,5,25,5.00,0,55.6%,2.78,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
93,1999,1999-11-28,11,28.045,TEN,@,CLE,W 33-21,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
94,1999,1999-12-05,12,28.052,TEN,@,BAL,L 14-41,*,12,10,87,8.70,0,83.3%,7.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
95,1999,1999-12-09,13,28.056,TEN,,OAK,W 21-14,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
96,1999,1999-12-19,14,28.066,TEN,,ATL,W 30-17,*,5,2,29,14.50,0,40.0%,5.80,0,0,,0,1,1,100.00,61,1,0,158.3,0,0,61.00,81.00,0,0,,0,0,0
97,1999,1999-12-26,15,28.073,TEN,,JAX,W 41-14,*,12,9,64,7.11,0,75.0%,5.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
98,1999,2000-01-02,16,28.080,TEN,@,PIT,W 47-36,*,7,5,80,16.00,2,71.4%,11.43,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
99,2000,2000-09-03,1,28.325,TEN,@,BUF,L 13-16,*,8,4,51,12.75,0,50.0%,6.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
100,2000,2000-09-10,2,28.332,TEN,,KAN,W 17-14,*,8,6,50,8.33,0,75.0%,6.25,0,0,,0,1,1,100.00,30,1,0,158.3,0,0,30.00,50.00,0,0,,0,0,0
101,2000,2000-09-24,3,28.346,TEN,@,PIT,W 23-20,*,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
102,2000,2000-10-01,4,28.353,TEN,,NYG,W 28-14,*,7,5,42,8.40,2,71.4%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
103,2000,2000-10-08,5,28.360,TEN,@,CIN,W 23-14,,12,7,68,9.71,0,58.3%,5.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
104,2000,2000-10-16,6,29.002,TEN,,JAX,W 27-13,*,7,5,47,9.40,1,71.4%,6.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
105,2000,2000-10-22,7,29.008,TEN,@,BAL,W 14-6,*,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
106,2000,2000-10-30,8,29.016,TEN,@,WAS,W 27-21,*,7,5,28,5.60,1,71.4%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
107,2000,2000-11-05,9,29.022,TEN,,PIT,W 9-7,,6,5,38,7.60,0,83.3%,6.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
108,2000,2000-11-12,10,29.029,TEN,,BAL,L 23-24,*,8,5,56,11.20,0,62.5%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
109,2000,2000-11-19,11,29.036,TEN,,CLE,W 24-10,*,6,3,55,18.33,0,50.0%,9.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
110,2000,2000-11-26,12,29.043,TEN,@,JAX,L 13-16,*,6,2,18,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
111,2000,2000-12-03,13,29.050,TEN,@,PHI,W 15-13,,13,7,59,8.43,0,53.8%,4.54,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
112,2000,2000-12-10,14,29.057,TEN,,CIN,W 35-3,*,6,5,41,8.20,0,83.3%,6.83,0,0,,0,1,1,100.00,23,0,0,118.7,0,0,23.00,23.00,0,0,,0,0,0
113,2000,2000-12-17,15,29.064,TEN,@,CLE,W 24-0,*,4,3,9,3.00,0,75.0%,2.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
114,2000,2000-12-25,16,29.072,TEN,,DAL,W 31-0,*,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
115,2001,2001-09-09,1,29.330,TEN,,MIA,L 23-31,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
116,2001,2001-09-23,2,29.344,TEN,@,JAX,L 6-13,*,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
117,2001,2001-10-07,3,29.358,TEN,@,BAL,L 7-26,*,2,2,36,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
118,2001,2001-10-14,4,30.000,TEN,,TAM,W 31-28,*,7,4,38,9.50,0,57.1%,5.43,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,2001,2001-10-21,5,30.007,TEN,@,DET,W 27-24,*,10,7,100,14.29,1,70.0%,10.00,1,1,1.00,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,0,0,,0,1,6
120,2001,2001-10-29,6,30.015,TEN,@,PIT,L 7-34,*,3,3,41,13.67,1,100.0%,13.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
121,2001,2001-11-04,7,30.021,TEN,,JAX,W 28-24,*,6,6,43,7.17,0,100.0%,7.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
122,2001,2001-11-12,8,30.029,TEN,,BAL,L 10-16,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
123,2001,2001-11-18,9,30.035,TEN,@,CIN,W 20-7,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
124,2001,2001-11-25,10,30.042,TEN,,PIT,L 24-34,*,10,8,79,9.88,1,80.0%,7.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
125,2001,2001-12-02,11,30.049,TEN,@,CLE,W 31-15,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
126,2001,2001-12-09,12,30.056,TEN,@,MIN,L 24-42,*,6,5,72,14.40,1,83.3%,12.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
127,2001,2001-12-16,13,30.063,TEN,,GNB,W 26-20,*,7,6,96,16.00,0,85.7%,13.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
128,2001,2001-12-22,14,30.069,TEN,@,OAK,W 13-10,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
129,2001,2001-12-30,15,30.077,TEN,,CLE,L 38-41,*,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
130,2001,2002-01-06,16,30.084,TEN,,CIN,L 21-23,*,6,2,23,11.50,0,33.3%,3.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
131,2002,2002-09-08,1,30.329,TEN,,PHI,W 27-24,*,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
132,2002,2002-09-15,2,30.336,TEN,@,DAL,L 13-21,*,9,4,24,6.00,1,44.4%,2.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
133,2002,2002-09-22,3,30.343,TEN,,CLE,L 28-31,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
134,2002,2002-09-29,4,30.350,TEN,@,OAK,L 25-52,*,8,4,32,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
135,2002,2002-10-06,5,30.357,TEN,,WAS,L 14-31,*,10,9,79,8.78,0,90.0%,7.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
136,2002,2002-10-13,6,30.364,TEN,,JAX,W 23-14,*,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
137,2002,2002-10-27,7,31.013,TEN,@,CIN,W 30-24,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
138,2002,2002-11-03,8,31.020,TEN,@,IND,W 23-15,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
139,2002,2002-11-10,9,31.027,TEN,,HOU,W 17-10,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
140,2002,2002-11-24,11,31.041,TEN,@,BAL,L 12-13,*,6,3,38,12.67,0,50.0%,6.33,0,0,,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0,,0,0,0
141,2002,2002-12-01,12,31.048,TEN,@,NYG,W 32-29,*,4,3,24,8.00,1,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
142,2002,2002-12-08,13,31.055,TEN,,IND,W 27-17,*,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
143,2002,2002-12-16,14,31.063,TEN,,NWE,W 24-7,*,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
144,2002,2002-12-22,15,31.069,TEN,@,JAX,W 28-10,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
145,2002,2002-12-29,16,31.076,TEN,@,HOU,W 13-3,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
146,2003,2003-09-07,1,31.328,TEN,,OAK,W 25-20,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
147,2003,2003-10-26,8,32.012,TEN,@,JAX,W 30-17,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
148,2003,2003-11-09,9,32.026,TEN,,MIA,W 31-7,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
149,2003,2003-11-16,10,32.033,TEN,,JAX,W 10-3,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
150,2003,2003-11-23,11,32.040,TEN,@,ATL,W 38-31,*,6,5,39,7.80,2,83.3%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
