ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1983,1983-09-04,1,22.035,BAL,@,NWE,W 29-23,,,,,,,
2,1983,1983-09-11,2,22.042,BAL,,DEN,L 10-17,,,,,,,
3,1983,1983-09-18,3,22.049,BAL,@,BUF,L 23-28,,,,,,,
4,1983,1983-09-25,4,22.056,BAL,,CHI,W 22-19,,,,,,,
5,1983,1983-10-02,5,22.063,BAL,@,CIN,W 34-31,,,,,,,
6,1983,1983-10-09,6,22.070,BAL,,NWE,W 12-7,,,,,,,
7,1983,1983-10-16,7,22.077,BAL,,BUF,L 7-30,,,,,,,
8,1983,1983-10-23,8,22.084,BAL,,MIA,L 7-21,,,,,,,
9,1983,1983-10-30,9,22.091,BAL,@,PHI,W 22-21,,,,,,,
10,1983,1983-11-06,10,22.098,BAL,@,NYJ,W 17-14,,,,,,,
11,1983,1983-11-13,11,22.105,BAL,,PIT,L 13-24,,,,,,,
12,1983,1983-11-20,12,22.112,BAL,@,MIA,L 0-37,,,,,,,
13,1983,1983-11-27,13,22.119,BAL,@,CLE,L 23-41,,,,,,,
14,1983,1983-12-04,14,22.126,BAL,,NYJ,L 6-10,,,,,,,
15,1983,1983-12-11,15,22.133,BAL,@,DEN,L 19-21,,,,,,,
16,1983,1983-12-18,16,22.140,BAL,,HOU,W 20-10,,,,,,,
17,1984,1984-09-02,1,23.033,IND,,NYJ,L 14-23,,,,,,,
18,1984,1984-09-09,2,23.040,IND,@,HOU,W 35-21,,,,,,,
19,1984,1984-09-16,3,23.047,IND,,STL,L 33-34,,,,,,,
20,1984,1984-09-23,4,23.054,IND,@,MIA,L 7-44,,,,,,,
21,1984,1984-09-30,5,23.061,IND,,BUF,W 31-17,,,,,,,
22,1984,1984-10-07,6,23.068,IND,,WAS,L 7-35,,,,,,,
23,1985,1985-09-08,1,24.039,IND,@,PIT,L 3-45,,,,,,,
24,1985,1985-09-15,2,24.046,IND,@,MIA,L 13-30,,,,,,,
25,1985,1985-09-22,3,24.053,IND,,DET,W 14-6,,,,,,,
26,1985,1985-09-29,4,24.060,IND,@,NYJ,L 20-25,,,,,,,
27,1985,1985-10-06,5,24.067,IND,,BUF,W 49-17,,,,,,,
28,1985,1985-10-13,6,24.074,IND,,DEN,L 10-15,,,,,,,
29,1985,1985-10-20,7,24.081,IND,@,BUF,L 9-21,,,,,,,
30,1985,1985-10-27,8,24.088,IND,,GNB,W 37-10,,,,,,,
31,1985,1985-11-03,9,24.095,IND,,NYJ,L 17-35,,,,,,,
32,1985,1985-11-10,10,24.102,IND,@,NWE,L 15-34,,,,,,,
33,1985,1985-11-17,11,24.109,IND,,MIA,L 20-34,,,,,,,
34,1985,1985-11-24,12,24.116,IND,@,KAN,L 7-20,,,,,,,
35,1985,1985-12-01,13,24.123,IND,,NWE,L 31-38,,,,,,,
36,1985,1985-12-08,14,24.130,IND,@,CHI,L 10-17,,,,,,,
37,1985,1985-12-15,15,24.137,IND,@,TAM,W 31-23,,,,,,,
38,1985,1985-12-22,16,24.144,IND,,HOU,W 34-16,,,,,,,
39,1986,1986-09-07,1,25.038,IND,@,NWE,L 3-33,,,,,,,
40,1986,1986-09-14,2,25.045,IND,@,MIA,L 10-30,,,,,,,
41,1986,1986-09-21,3,25.052,IND,,RAM,L 7-24,,,,,,,
42,1986,1986-09-28,4,25.059,IND,,NYJ,L 7-26,,,,,,,
43,1986,1986-10-05,5,25.066,IND,@,SFO,L 14-35,,,,,,,
44,1986,1986-10-12,6,25.073,IND,,NOR,L 14-17,,,,,,,
45,1986,1986-10-19,7,25.080,IND,@,BUF,L 13-24,,,,,,,
46,1986,1986-10-26,8,25.087,IND,,MIA,L 13-17,,,,,,,
47,1986,1986-11-02,9,25.094,IND,,CLE,L 9-24,,,,,,,
48,1986,1986-11-09,10,25.101,IND,,NWE,L 21-30,,,,,,,
49,1986,1986-11-16,11,25.108,IND,@,NYJ,L 16-31,,,,,,,
50,1986,1986-11-23,12,25.115,IND,@,HOU,L 17-31,,,,,,,
51,1986,1986-11-30,13,25.122,IND,,SDG,L 3-17,,,,,,,
52,1986,1986-12-07,14,25.129,IND,@,ATL,W 28-23,,,,,,,
53,1986,1986-12-14,15,25.136,IND,,BUF,W 24-14,,,,,,,
54,1986,1986-12-21,16,25.143,IND,@,RAI,W 30-24,,,,,,,
55,1987,1987-09-13,1,26.044,IND,,CIN,L 21-23,,,,,,,
56,1987,1987-09-20,2,26.051,IND,,MIA,L 10-23,,,,,,,
57,1987,1987-10-25,6,26.086,IND,,NWE,W 30-16,,,,,,,
58,1987,1987-11-01,7,26.093,IND,@,NYJ,W 19-14,,,,,,,
59,1987,1987-11-08,8,26.100,IND,,SDG,L 13-16,,,,,,,
60,1987,1987-11-15,9,26.107,IND,@,MIA,W 40-21,,,,,,,
61,1987,1987-11-22,10,26.114,IND,@,NWE,L 0-24,,,,,,,
62,1987,1987-11-29,11,26.121,IND,,HOU,W 51-27,,,,,,,
63,1987,1987-12-06,12,26.128,IND,@,CLE,W 9-7,,,,,,,
64,1987,1987-12-13,13,26.135,IND,,BUF,L 3-27,,,,,,,
65,1987,1987-12-20,14,26.142,IND,@,SDG,W 20-7,,,,,,,
66,1987,1987-12-27,15,26.149,IND,,TAM,W 24-6,,,,,,,
67,1988,1988-09-04,1,27.035,IND,,HOU,L 14-17,,0,0,,0,,
68,1988,1988-09-25,4,27.056,IND,,MIA,W 15-13,,0,0,,0,,
69,1988,1988-10-02,5,27.063,IND,@,NWE,L 17-21,,0,0,,0,,
70,1988,1988-10-09,6,27.070,IND,@,BUF,L 23-34,,0,0,,0,,
71,1988,1988-10-16,7,27.077,IND,,TAM,W 35-31,,0,0,,0,,
72,1988,1988-10-23,8,27.084,IND,@,SDG,W 16-0,,0,0,,0,,
73,1988,1988-10-31,9,27.092,IND,,DEN,W 55-23,,0,0,,0,,
74,1988,1988-11-06,10,27.098,IND,,NYJ,W 38-14,,0,0,,0,,
75,1988,1988-11-13,11,27.105,IND,@,GNB,W 20-13,,0,0,,0,,
76,1988,1988-11-20,12,27.112,IND,@,MIN,L 3-12,,0,0,,0,,
77,1988,1988-11-27,13,27.119,IND,,NWE,W 24-21,,0,0,,0,,
78,1988,1988-12-04,14,27.126,IND,@,MIA,W 31-28,,1,1,1.00,0,,
79,1988,1988-12-10,15,27.132,IND,@,NYJ,L 16-34,,0,0,,0,,
80,1988,1988-12-18,16,27.140,IND,,BUF,W 17-14,,0,0,,0,,
81,1989,1989-09-10,1,28.041,IND,,SFO,L 24-30,,,,,,,
82,1989,1989-09-17,2,28.048,IND,@,RAM,L 17-31,,,,,,,
83,1989,1989-09-24,3,28.055,IND,,ATL,W 13-9,,,,,,,
84,1989,1989-10-01,4,28.062,IND,@,NYJ,W 17-10,,,,,,,
85,1989,1989-10-08,5,28.069,IND,,BUF,W 37-14,,,,,,,
86,1989,1989-10-15,6,28.076,IND,@,DEN,L 3-14,,,,,,,
87,1989,1989-10-22,7,28.083,IND,@,CIN,W 23-12,,,,,,,
88,1989,1989-10-29,8,28.090,IND,,NWE,L 20-23,,,,,,,
89,1989,1989-11-05,9,28.097,IND,@,MIA,L 13-19,,,,,,,
90,1989,1989-11-12,10,28.104,IND,@,BUF,L 7-30,,,,,,,
91,1989,1989-11-19,11,28.111,IND,,NYJ,W 27-10,,,,,,,
92,1989,1989-11-26,12,28.118,IND,,SDG,W 10-6,,,,,,,
93,1989,1989-12-17,15,28.139,IND,,MIA,W 42-13,,,,,,,
94,1989,1989-12-24,16,28.146,IND,@,NOR,L 6-41,,,,,,,
95,1990,1990-09-16,2,29.047,ATL,@,DET,L 14-21,,,,,,,
96,1990,1990-09-23,3,29.054,ATL,@,SFO,L 13-19,,,,,,,
97,1990,1990-10-07,4,29.068,ATL,,NOR,W 28-27,,,,,,,
98,1990,1990-10-14,5,29.075,ATL,,SFO,L 35-45,,,,,,,
99,1990,1990-10-21,6,29.082,ATL,@,RAM,L 24-44,,,,,,,
100,1990,1990-10-28,7,29.089,ATL,,CIN,W 38-17,,,,,,,
101,1990,1990-11-04,8,29.096,ATL,@,PIT,L 9-21,,,,,,,
102,1990,1990-11-11,9,29.103,ATL,@,CHI,L 24-30,,,,,,,
103,1990,1990-11-18,10,29.110,ATL,,PHI,L 23-24,,,,,,,
104,1990,1990-11-25,11,29.117,ATL,@,NOR,L 7-10,,,,,,,
105,1990,1990-12-02,12,29.124,ATL,@,TAM,L 17-23,,,,,,,
106,1990,1990-12-09,13,29.131,ATL,,PHO,L 13-24,,,,,,,
107,1990,1990-12-16,14,29.138,ATL,@,CLE,L 10-13,,,,,,,
108,1990,1990-12-23,15,29.145,ATL,,RAM,W 20-13,,,,,,,
109,1990,1990-12-30,16,29.152,ATL,,DAL,W 26-7,,,,,,,
110,1991,1991-09-01,1,30.032,ATL,@,KAN,L 3-14,,,,,,,
111,1991,1991-09-08,2,30.039,ATL,,MIN,L 19-20,,,,,,,
112,1991,1991-09-15,3,30.046,ATL,@,SDG,W 13-10,,,,,,,
113,1991,1991-09-22,4,30.053,ATL,,RAI,W 21-17,,,,,,,
114,1991,1991-09-29,5,30.060,ATL,,NOR,L 6-27,,,,,,,
115,1991,1991-10-13,6,30.074,ATL,@,SFO,W 39-34,,,,,,,
116,1991,1991-10-20,7,30.081,ATL,@,PHO,L 10-16,,,,,,,
117,1991,1991-10-27,8,30.088,ATL,,RAM,W 31-14,,,,,,,
118,1991,1991-11-03,9,30.095,ATL,,SFO,W 17-14,,,,,,,
119,1991,1991-11-10,10,30.102,ATL,@,WAS,L 17-56,,,,,,,
120,1991,1991-11-17,11,30.109,ATL,,TAM,W 43-7,,,,,,,
