ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,23.138,CAR,,ATL,L 6-20,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,3,64,21.33,0,,0,0,0.0,,
2,2006,2006-09-17,2,23.145,CAR,@,MIN,L 13-16,,13,74,5.69,1,7,5,24,4.80,0,71.4%,3.43,4,86,21.50,0,,1,6,0.0,,
3,2006,2006-09-24,3,23.152,CAR,@,TAM,W 26-24,,4,-1,-0.25,0,0,0,0,,0,0.0%,,3,70,23.33,0,,0,0,0.0,,
4,2006,2006-10-01,4,23.159,CAR,,NOR,W 21-18,,8,62,7.75,0,1,1,9,9.00,0,100.0%,9.00,3,56,18.67,0,,0,0,0.0,,
5,2006,2006-10-08,5,23.166,CAR,,CLE,W 20-12,,1,4,4.00,0,0,0,0,,0,0.0%,,1,26,26.00,0,,0,0,0.0,,
6,2006,2006-11-13,9,23.202,CAR,,TAM,W 24-10,,7,19,2.71,0,1,1,11,11.00,0,100.0%,11.00,3,54,18.00,0,,0,0,0.0,,
7,2006,2006-11-19,10,23.208,CAR,,STL,W 15-0,,20,114,5.70,0,2,2,24,12.00,0,100.0%,12.00,1,7,7.00,0,,0,0,0.0,,
8,2006,2006-11-26,11,23.215,CAR,@,WAS,L 13-17,*,17,63,3.71,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,,
9,2006,2006-12-04,12,23.223,CAR,@,PHI,L 24-27,*,17,74,4.35,0,7,7,101,14.43,1,100.0%,14.43,0,0,,0,,1,6,0.0,,
10,2006,2006-12-10,13,23.229,CAR,,NYG,L 13-27,,2,1,0.50,0,5,4,45,11.25,0,80.0%,9.00,4,62,15.50,0,,0,0,0.0,,
11,2006,2006-12-17,14,23.236,CAR,,PIT,L 3-37,,2,2,1.00,0,2,2,11,5.50,0,100.0%,5.50,5,91,18.20,0,,0,0,0.0,,
12,2006,2006-12-24,15,23.243,CAR,@,ATL,W 10-3,,21,82,3.90,0,1,1,5,5.00,0,100.0%,5.00,1,23,23.00,0,,0,0,0.0,,
13,2006,2006-12-31,16,23.250,CAR,@,NOR,W 31-21,,9,7,0.78,0,6,6,52,8.67,0,100.0%,8.67,4,84,21.00,0,,0,0,0.0,,
14,2007,2007-09-09,1,24.137,CAR,@,STL,W 27-13,,15,62,4.13,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,,
15,2007,2007-09-16,2,24.144,CAR,,HOU,L 21-34,,8,31,3.88,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,,0,0,0.0,,
16,2007,2007-09-23,3,24.151,CAR,@,ATL,W 27-20,,11,47,4.27,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
17,2007,2007-09-30,4,24.158,CAR,,TAM,L 7-20,,2,5,2.50,0,6,3,37,12.33,1,50.0%,6.17,1,29,29.00,0,,1,6,0.0,,
18,2007,2007-10-07,5,24.165,CAR,@,NOR,W 16-13,,7,23,3.29,0,0,0,0,,0,0.0%,,3,39,13.00,0,,0,0,0.0,,
19,2007,2007-10-14,6,24.172,CAR,@,ARI,W 25-10,,10,121,12.10,1,1,0,0,,0,0.0%,0.00,1,21,21.00,0,,1,6,0.0,,
20,2007,2007-10-28,7,24.186,CAR,,IND,L 7-31,,5,14,2.80,0,7,6,11,1.83,0,85.7%,1.57,4,73,18.25,0,,0,0,0.0,,
21,2007,2007-11-04,8,24.193,CAR,@,TEN,L 7-20,,4,15,3.75,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,0,0,0.0,,
22,2007,2007-11-11,9,24.200,CAR,,ATL,L 13-20,,7,27,3.86,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
23,2007,2007-11-18,10,24.207,CAR,@,GNB,L 17-31,,6,22,3.67,0,2,1,18,18.00,0,50.0%,9.00,0,0,,0,,0,0,0.0,,
24,2007,2007-11-25,11,24.214,CAR,,NOR,L 6-31,,4,19,4.75,0,0,0,0,,0,0.0%,,4,69,17.25,0,,0,0,0.0,,
25,2007,2007-12-02,12,24.221,CAR,,SFO,W 31-14,,17,82,4.82,0,3,1,46,46.00,0,33.3%,15.33,0,0,,0,,0,0,0.0,,
26,2007,2007-12-09,13,24.228,CAR,@,JAX,L 6-37,,3,7,2.33,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,,0,0,0.0,,
