ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-10-23,6,25.225,SDG,,BUF,W 20-3,,,,
2,1971,1971-10-31,7,25.233,SDG,,NYJ,W 49-21,,,,
3,1971,1971-11-07,8,25.240,SDG,@,NYG,L 17-35,,,,
4,1971,1971-11-15,9,25.248,SDG,,STL,W 20-17,1,0,0.00,0
5,1971,1971-11-21,10,25.254,SDG,@,OAK,L 33-34,,,,
6,1971,1971-11-28,11,25.261,SDG,@,CIN,L 0-31,,,,
7,1971,1971-12-05,12,25.268,SDG,,MIN,W 30-14,,,,
8,1971,1971-12-12,13,25.275,SDG,,DEN,W 45-17,,,,
9,1971,1971-12-19,14,25.282,SDG,@,HOU,L 33-49,,,,
10,1972,1972-09-17,1,26.189,SDG,@,SFO,L 3-34,,,,
11,1972,1972-09-24,2,26.196,SDG,,DEN,W 37-14,,,,
12,1972,1972-10-01,3,26.203,SDG,@,OAK,T 17-17,,,,
13,1972,1972-10-08,4,26.210,SDG,@,BAL,W 23-20,,,,
14,1972,1972-10-15,5,26.217,SDG,@,MIA,L 10-24,,,,
15,1972,1972-10-22,6,26.224,SDG,@,DET,L 20-34,,,,
16,1972,1972-10-29,7,26.231,SDG,,KAN,L 14-26,,,,
17,1972,1972-11-05,8,26.238,SDG,,DAL,L 28-34,,,,
18,1972,1972-11-13,9,26.246,SDG,,CLE,L 17-21,,,,
19,1972,1972-11-19,10,26.252,SDG,@,KAN,W 27-17,,,,
20,1972,1972-11-26,11,26.259,SDG,,HOU,W 34-20,,,,
21,1972,1972-12-03,12,26.266,SDG,,OAK,L 19-21,,,,
22,1972,1972-12-10,13,26.273,SDG,@,DEN,L 13-38,,,,
23,1972,1972-12-17,14,26.280,SDG,,PIT,L 2-24,,,,
24,1973,1973-10-14,5,27.216,CIN,,PIT,W 19-7,,,,
25,1973,1973-10-21,6,27.223,CIN,,KAN,W 14-6,,,,
26,1973,1973-10-28,7,27.230,CIN,@,PIT,L 13-20,,,,
27,1973,1973-11-04,8,27.237,CIN,@,DAL,L 10-38,,,,
28,1973,1973-11-11,9,27.244,CIN,@,BUF,W 16-13,,,,
29,1973,1973-11-18,10,27.251,CIN,,NYJ,W 20-14,,,,
30,1973,1973-11-25,11,27.258,CIN,,STL,W 42-24,,,,
31,1973,1973-12-02,12,27.265,CIN,,MIN,W 27-0,,,,
32,1973,1973-12-16,14,27.279,CIN,@,HOU,W 27-24,,,,
