ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1971,1971-09-19,1,21.337,NOR,,RAM,W 24-20,2,42,21.00,0,2,12,6.00,0
2,1971,1971-09-26,2,21.344,NOR,,SFO,L 20-38,4,101,25.25,0,0,0,,0
3,1971,1971-10-03,3,21.351,NOR,@,HOU,T 13-13,,,,,,,,
4,1971,1971-10-10,4,21.358,NOR,@,CHI,L 14-35,,,,,,,,
5,1971,1971-10-17,5,22.000,NOR,,DAL,W 24-14,,,,,,,,
6,1971,1971-10-24,6,22.007,NOR,@,ATL,L 6-28,4,92,23.00,0,0,0,,0
7,1971,1971-10-31,7,22.014,NOR,@,WAS,L 14-24,,,,,,,,
8,1971,1971-11-07,8,22.021,NOR,,OAK,T 21-21,,,,,,,,
9,1971,1971-11-14,9,22.028,NOR,@,SFO,W 26-20,,,,,,,,
10,1971,1971-11-21,10,22.035,NOR,,MIN,L 10-23,,,,,,,,
11,1971,1971-11-28,11,22.042,NOR,@,GNB,W 29-21,,,,,,,,
12,1971,1971-12-05,12,22.049,NOR,@,RAM,L 28-45,1,11,11.00,0,0,0,,0
13,1971,1971-12-12,13,22.056,NOR,,CLE,L 17-21,,,,,,,,
14,1971,1971-12-19,14,22.063,NOR,,ATL,L 20-24,,,,,,,,
