ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.015,CLE,@,NOR,L 21-28,,,,,,,,
2,1987,1987-09-20,2,22.022,CLE,,PIT,W 34-10,,,,,,,,
3,1987,1987-10-26,6,22.058,CLE,,RAM,W 30-17,,,,,,,,
4,1987,1987-11-01,7,22.064,CLE,@,SDG,L 24-27,,,,,,,,
5,1987,1987-11-08,8,22.071,CLE,,ATL,W 38-3,,,,,,,,
6,1987,1987-11-15,9,22.078,CLE,,BUF,W 27-21,,,,,,,,
7,1987,1987-11-22,10,22.085,CLE,@,HOU,W 40-7,,,,,,,,
8,1987,1987-11-29,11,22.092,CLE,@,SFO,L 24-38,,,,,,,,
9,1987,1987-12-06,12,22.099,CLE,,IND,L 7-9,,,,,,,,
10,1987,1987-12-13,13,22.106,CLE,,CIN,W 38-24,,,,,,,,
11,1987,1987-12-20,14,22.113,CLE,@,RAI,W 24-17,,,,,,,,
12,1987,1987-12-26,15,22.119,CLE,@,PIT,W 19-13,,,,,,,,
13,1988,1988-09-04,1,23.006,CLE,@,KAN,W 6-3,1,27,27.00,0,0.0,0,0,0
14,1988,1988-09-11,2,23.013,CLE,,NYJ,L 3-23,0,0,,0,,,,
15,1988,1988-09-19,3,23.021,CLE,,IND,W 23-17,0,0,,0,,,,
16,1988,1988-09-25,4,23.027,CLE,@,CIN,L 17-24,0,0,,0,,,,
17,1988,1988-10-02,5,23.034,CLE,@,PIT,W 23-9,0,0,,0,,,,
18,1988,1988-10-09,6,23.041,CLE,,SEA,L 10-16,0,0,,0,,,,
19,1988,1988-10-16,7,23.048,CLE,,PHI,W 19-3,0,0,,0,,,,
20,1988,1988-10-23,8,23.055,CLE,@,PHO,W 29-21,0,0,,0,,,,
21,1988,1988-10-30,9,23.062,CLE,,CIN,W 23-16,0,0,,0,,,,
22,1988,1988-11-07,10,23.070,CLE,@,HOU,L 17-24,0,0,,0,,,,
23,1988,1988-11-13,11,23.076,CLE,@,DEN,L 7-30,0,0,,0,,,,
24,1988,1988-11-20,12,23.083,CLE,,PIT,W 27-7,0,0,,0,,,,
25,1988,1988-11-27,13,23.090,CLE,@,WAS,W 17-13,0,0,,0,,,,
26,1988,1988-12-04,14,23.097,CLE,,DAL,W 24-21,0,0,,0,,,,
27,1988,1988-12-12,15,23.105,CLE,@,MIA,L 31-38,0,0,,0,,,,
28,1988,1988-12-18,16,23.111,CLE,,HOU,W 28-23,0,0,,0,,,,
29,1989,1989-09-10,1,24.012,CLE,@,PIT,W 51-0,0,0,,0,,,,
30,1989,1989-09-17,2,24.019,CLE,,NYJ,W 38-24,0,0,,0,,,,
31,1989,1989-09-25,3,24.027,CLE,@,CIN,L 14-21,0,0,,0,,,,
32,1989,1989-10-01,4,24.033,CLE,,DEN,W 16-13,0,0,,0,,,,
33,1989,1989-10-08,5,24.040,CLE,@,MIA,L 10-13,0,0,,0,,,,
34,1989,1989-10-15,6,24.047,CLE,,PIT,L 7-17,2,20,10.00,0,0.0,0,0,0
35,1989,1989-10-23,7,24.055,CLE,,CHI,W 27-7,0,0,,0,,,,
36,1990,1990-09-09,1,25.011,CLE,,PIT,W 13-3,,,,,,,,
37,1990,1990-09-16,2,25.018,CLE,@,NYJ,L 21-24,,,,,,,,
38,1990,1990-09-23,3,25.025,CLE,,SDG,L 14-24,,,,,,,,
39,1990,1990-09-30,4,25.032,CLE,@,KAN,L 0-34,0,0,,0,0.5,0,0,0
40,1990,1990-10-08,5,25.040,CLE,@,DEN,W 30-29,,,,,,,,
41,1990,1990-10-14,6,25.046,CLE,@,NOR,L 20-25,0,0,,0,0.0,1,11,0
42,1990,1990-10-22,7,25.054,CLE,,CIN,L 13-34,,,,,,,,
43,1990,1990-10-28,8,25.060,CLE,@,SFO,L 17-20,,,,,,,,
44,1990,1990-11-04,9,25.067,CLE,,BUF,L 0-42,,,,,,,,
45,1990,1990-11-18,10,25.081,CLE,,HOU,L 23-35,0,0,,0,1.0,0,0,0
