ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-24,2,32.203,GNB,,WAS,W 35-21,,1,6,16.67,21,1,0,81.2,0,0,3.50,6.83,0,0,,0
2,1950,1950-10-01,3,32.210,GNB,,CHI,W 31-21,,1,2,50.00,5,1,0,95.8,0,0,2.50,12.50,0,0,,0
3,1950,1950-10-08,4,32.217,GNB,,NYY,L 31-44,,4,14,28.57,55,0,1,13.7,0,0,3.93,0.71,1,1,1.00,1
4,1950,1950-10-15,5,32.224,GNB,@,CHI,L 14-28,,8,22,36.36,80,0,1,28.6,0,0,3.64,1.59,0,0,,0
5,1950,1950-10-19,6,32.228,GNB,@,NYY,L 17-35,,11,25,44.00,117,1,2,38.2,0,0,4.68,1.88,1,2,2.00,0
6,1950,1950-11-05,7,32.245,GNB,@,BAL,L 21-41,,14,27,51.85,163,2,2,64.3,0,0,6.04,4.19,1,1,1.00,0
7,1950,1950-11-12,8,32.252,GNB,,RAM,L 14-45,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0
8,1950,1950-11-26,10,32.266,GNB,,SFO,W 25-21,,4,4,100.00,67,1,0,158.3,0,0,16.75,21.75,2,8,4.00,0
9,1950,1950-12-03,11,32.273,GNB,@,RAM,L 14-51,,4,9,44.44,16,1,0,88.7,0,0,1.78,4.00,2,6,3.00,0
10,1950,1950-12-10,12,32.280,GNB,@,SFO,L 14-30,,4,14,28.57,21,0,0,39.6,0,0,1.50,1.50,0,0,,0
