ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-17,1,23.197,DAL,,PIT,W 27-24,4,24,6.00,0,1,1,1.00,0,1,29,29.00,0,0,0,,0,0,0
2,1961,1961-09-24,2,23.204,DAL,,MIN,W 21-7,17,108,6.35,0,5,61,12.20,0,1,18,18.00,0,0,0,,0,0,0
3,1961,1961-10-01,3,23.211,DAL,@,CLE,L 7-25,16,36,2.25,0,2,27,13.50,1,2,31,15.50,0,0,0,,0,1,6
4,1961,1961-10-08,4,23.218,DAL,@,MIN,W 28-0,19,73,3.84,1,3,17,5.67,0,1,22,22.00,0,0,0,,0,1,6
5,1961,1961-10-15,5,23.225,DAL,,NYG,L 10-31,15,38,2.53,0,1,0,0.00,0,0,0,,0,0,0,,0,0,0
6,1961,1961-10-22,6,23.232,DAL,,PHI,L 7-43,16,57,3.56,0,3,16,5.33,0,4,72,18.00,0,0,0,,0,0,0
7,1961,1961-10-29,7,23.239,DAL,@,NYG,W 17-16,20,80,4.00,0,2,0,0.00,0,2,31,15.50,0,0,0,,0,0,0
8,1961,1961-11-05,8,23.246,DAL,,STL,L 17-31,19,98,5.16,0,4,66,16.50,0,2,30,15.00,0,0,0,,0,0,0
9,1961,1961-11-12,9,23.253,DAL,@,PIT,L 7-37,6,29,4.83,1,1,10,10.00,0,1,13,13.00,0,0,0,,0,1,6
10,1961,1961-11-19,10,23.260,DAL,,WAS,T 28-28,8,24,3.00,1,1,17,17.00,0,1,20,20.00,0,0,0,,0,1,6
11,1961,1961-11-26,11,23.267,DAL,@,PHI,L 13-35,12,29,2.42,0,5,72,14.40,0,3,76,25.33,0,0,0,,0,0,0
12,1961,1961-12-03,12,23.274,DAL,,CLE,L 17-38,20,123,6.15,0,2,15,7.50,0,1,30,30.00,0,0,0,,0,0,0
13,1961,1961-12-10,13,23.281,DAL,@,STL,L 13-31,17,73,4.29,1,2,-4,-2.00,0,1,19,19.00,0,1,8,8.00,0,1,6
14,1961,1961-12-17,14,23.288,DAL,@,WAS,L 24-34,11,23,2.09,0,0,0,,0,2,52,26.00,0,0,0,,0,0,0
15,1962,1962-09-16,1,24.196,DAL,,WAS,T 35-35,16,83,5.19,0,3,21,7.00,0,0,0,,0,0,0,,0,0,0
16,1962,1962-09-23,2,24.203,DAL,,PIT,L 28-30,20,108,5.40,2,3,30,10.00,0,0,0,,0,0,0,,0,2,12
17,1962,1962-09-30,3,24.210,DAL,@,RAM,W 27-17,16,66,4.13,1,1,1,1.00,0,0,0,,0,0,0,,0,1,6
18,1962,1962-10-07,4,24.217,DAL,@,CLE,L 10-19,18,74,4.11,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1962,1962-10-14,5,24.224,DAL,,PHI,W 41-19,16,70,4.38,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1962,1962-10-21,6,24.231,DAL,@,PIT,W 42-27,23,64,2.78,1,0,0,,0,0,0,,0,0,0,,0,1,6
21,1962,1962-10-28,7,24.238,DAL,,STL,L 24-28,24,137,5.71,1,2,3,1.50,0,0,0,,0,0,0,,0,1,6
22,1962,1962-11-04,8,24.245,DAL,@,WAS,W 38-10,11,49,4.45,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
23,1962,1962-11-11,9,24.252,DAL,,NYG,L 10-41,16,42,2.63,0,0,0,,0,0,0,,0,0,0,,0,0,0
24,1962,1962-11-18,10,24.259,DAL,,CHI,L 33-34,4,11,2.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,1962,1962-11-25,11,24.266,DAL,@,PHI,L 14-28,10,38,3.80,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
26,1962,1962-12-02,12,24.273,DAL,,CLE,W 45-21,22,92,4.18,2,1,15,15.00,0,0,0,,0,0,0,,0,2,12
27,1962,1962-12-09,13,24.280,DAL,@,STL,L 20-52,10,24,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
28,1962,1962-12-16,14,24.287,DAL,@,NYG,L 31-41,16,87,5.44,0,1,18,18.00,0,0,0,,0,0,0,,0,0,0
29,1963,1963-09-22,2,25.202,DAL,,CLE,L 24-41,22,95,4.32,2,2,10,5.00,0,0,0,,0,0,0,,0,2,12
30,1963,1963-09-29,3,25.209,DAL,@,WAS,L 17-21,25,105,4.20,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
31,1963,1963-10-06,4,25.216,DAL,@,PHI,L 21-24,7,20,2.86,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
32,1963,1963-10-13,5,25.223,DAL,,DET,W 17-14,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
33,1963,1963-10-20,6,25.230,DAL,@,NYG,L 21-37,12,47,3.92,1,2,-8,-4.00,0,0,0,,0,0,0,,0,1,6
34,1963,1963-10-27,7,25.237,DAL,@,PIT,L 21-27,10,31,3.10,0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
35,1963,1963-11-10,9,25.251,DAL,@,SFO,L 24-31,12,45,3.75,0,1,19,19.00,0,0,0,,0,0,0,,0,0,0
36,1963,1963-11-17,10,25.258,DAL,,PHI,W 27-20,16,92,5.75,1,3,20,6.67,0,0,0,,0,0,0,,0,1,6
37,1963,1963-11-24,11,25.265,DAL,@,CLE,L 17-27,17,77,4.53,0,3,25,8.33,0,0,0,,0,0,0,,0,0,0
38,1963,1963-12-01,12,25.272,DAL,,NYG,L 27-34,25,93,3.72,3,0,0,,0,0,0,,0,0,0,,0,3,18
39,1963,1963-12-15,14,25.286,DAL,@,STL,W 28-24,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1964,1964-09-12,1,26.192,DAL,,STL,L 6-16,10,80,8.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,0
41,1964,1964-09-20,2,26.200,DAL,,WAS,W 24-18,20,73,3.65,2,2,49,24.50,0,0,0,,0,0,0,,0,2,12
42,1964,1964-09-27,3,26.207,DAL,@,PIT,L 17-23,14,88,6.29,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1964,1964-10-04,4,26.214,DAL,@,CLE,L 6-27,18,80,4.44,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
44,1964,1964-10-11,5,26.221,DAL,,NYG,T 13-13,17,137,8.06,0,2,25,12.50,0,0,0,,0,0,0,,0,0,0
