ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.116,ATL,,NOR,W 27-0,0,0,,0,,,
2,1981,1981-09-13,2,23.123,ATL,@,GNB,W 31-17,0,0,,0,,,
3,1981,1981-09-20,3,23.130,ATL,,SFO,W 34-17,0,0,,0,,,
4,1981,1981-09-27,4,23.137,ATL,@,CLE,L 17-28,0,0,,0,,,
5,1981,1981-10-05,5,23.145,ATL,@,PHI,L 13-16,1,10,10.00,0,0,0,0
6,1981,1981-10-11,6,23.151,ATL,,RAM,L 35-37,0,0,,0,,,
7,1981,1981-10-18,7,23.158,ATL,,STL,W 41-20,0,0,,0,,,
8,1981,1981-10-25,8,23.165,ATL,,NYG,L 24-27,0,0,,0,,,
9,1981,1981-11-08,10,23.179,ATL,@,SFO,L 14-17,0,0,,0,,,
10,1981,1981-11-23,12,23.194,ATL,,MIN,W 31-30,0,0,,0,,,
11,1981,1981-11-29,13,23.200,ATL,@,HOU,W 31-27,1,9,9.00,0,1,0,0
12,1981,1981-12-06,14,23.207,ATL,@,TAM,L 23-24,0,0,,0,,,
13,1981,1981-12-14,15,23.215,ATL,@,RAM,L 16-21,1,24,24.00,0,0,0,0
14,1981,1981-12-20,16,23.221,ATL,,CIN,L 28-30,0,0,,0,,,
15,1982,1982-09-12,1,24.122,ATL,@,NYG,W 16-14,0,0,,0,,,
16,1982,1982-09-19,2,24.129,ATL,,RAI,L 14-38,0,0,,0,,,
17,1982,1982-11-21,3,24.192,ATL,,RAM,W 34-17,0,0,,0,,,
18,1982,1982-11-28,4,24.199,ATL,,STL,L 20-23,0,0,,0,,,
19,1982,1982-12-05,5,24.206,ATL,@,DEN,W 34-27,0,0,,0,,,
20,1982,1982-12-12,6,24.213,ATL,,NOR,W 35-0,0,0,,0,,,
21,1982,1982-12-19,7,24.220,ATL,@,SFO,W 17-7,1,14,14.00,0,0,0,0
22,1982,1982-12-26,8,24.227,ATL,,GNB,L 7-38,0,0,,0,,,
23,1982,1983-01-02,9,24.234,ATL,@,NOR,L 6-35,1,0,0.00,0,1,0,0
24,1983,1983-09-04,1,25.114,ATL,@,CHI,W 20-17,,,,,,,
25,1983,1983-09-11,2,25.121,ATL,,NYG,L 13-16,,,,,,,
26,1983,1983-09-18,3,25.128,ATL,@,DET,W 30-14,,,,,,,
27,1983,1983-09-25,4,25.135,ATL,@,SFO,L 20-24,,,,,,,
28,1983,1983-10-02,5,25.142,ATL,,PHI,L 24-28,,,,,,,
29,1983,1983-10-09,6,25.149,ATL,,NOR,L 17-19,,,,,,,
30,1983,1983-10-16,7,25.156,ATL,@,RAM,L 21-27,,,,,,,
31,1983,1983-10-23,8,25.163,ATL,@,NYJ,W 27-21,,,,,,,
32,1983,1983-10-30,9,25.170,ATL,,NWE,W 24-13,,,,,,,
33,1983,1983-11-06,10,25.177,ATL,@,NOR,L 10-27,,,,,,,
34,1983,1983-11-14,11,25.185,ATL,,RAM,L 13-36,,,,,,,
35,1983,1983-11-20,12,25.191,ATL,,SFO,W 28-24,,,,,,,
36,1983,1983-11-27,13,25.198,ATL,,GNB,W 47-41,,,,,,,
37,1983,1983-12-04,14,25.205,ATL,@,WAS,L 21-37,,,,,,,
38,1983,1983-12-10,15,25.211,ATL,@,MIA,L 24-31,,,,,,,
39,1983,1983-12-18,16,25.219,ATL,,BUF,W 31-14,,,,,,,
40,1984,1984-09-02,1,26.112,ATL,@,NOR,W 36-28,0,0,,0,,,
41,1984,1984-09-09,2,26.119,ATL,,DET,L 24-27,0,0,,0,,,
42,1984,1984-09-16,3,26.126,ATL,@,MIN,L 20-27,0,0,,0,,,
43,1984,1984-09-23,4,26.133,ATL,,HOU,W 42-10,0,0,,0,,,
44,1984,1984-09-30,5,26.140,ATL,@,SFO,L 5-14,0,0,,0,,,
45,1984,1984-10-07,6,26.147,ATL,@,RAM,W 30-28,1,15,15.00,0,0,0,0
46,1984,1984-10-14,7,26.154,ATL,,NYG,L 7-19,0,0,,0,,,
47,1984,1984-10-22,8,26.162,ATL,,RAM,L 10-24,0,0,,0,,,
48,1984,1984-10-28,9,26.168,ATL,@,PIT,L 10-35,0,0,,0,,,
49,1984,1984-11-05,10,26.176,ATL,@,WAS,L 14-27,0,0,,0,,,
50,1984,1984-11-18,12,26.189,ATL,,CLE,L 7-23,0,0,,0,,,
51,1984,1984-11-25,13,26.196,ATL,@,CIN,L 14-35,0,0,,0,,,
52,1984,1984-12-02,14,26.203,ATL,,SFO,L 17-35,0,0,,0,,,
53,1984,1984-12-09,15,26.210,ATL,@,TAM,L 6-23,0,0,,0,,,
54,1984,1984-12-16,16,26.217,ATL,,PHI,W 26-10,0,0,,0,,,
