ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-09-03,1,23.004,SEA,@,MIA,L 0-23,,2,5,2.50,0,2,0,0,,0,0.0%,0.00,0,0
2,2000,2000-09-10,2,23.011,SEA,,STL,L 34-37,,3,18,6.00,0,0,0,0,,0,0.0%,,0,0
3,2000,2000-09-17,3,23.018,SEA,,NOR,W 20-10,,5,19,3.80,0,2,2,21,10.50,0,100.0%,10.50,0,0
4,2000,2000-09-24,4,23.025,SEA,@,SDG,W 20-12,,3,19,6.33,0,0,0,0,,0,0.0%,,0,0
5,2000,2000-10-02,5,23.033,SEA,@,KAN,L 17-24,*,11,74,6.73,1,3,2,13,6.50,0,66.7%,4.33,1,6
6,2000,2000-10-08,6,23.039,SEA,@,CAR,L 3-26,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
7,2000,2000-10-15,7,23.046,SEA,,IND,L 24-37,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0
8,2000,2000-10-22,8,23.053,SEA,@,OAK,L 3-31,,9,29,3.22,0,1,0,0,,0,0.0%,0.00,0,0
9,2000,2000-10-29,9,23.060,SEA,,KAN,L 19-24,,4,53,13.25,0,2,1,7,7.00,0,50.0%,3.50,0,0
10,2000,2000-11-05,10,23.067,SEA,,SDG,W 17-15,,4,-5,-1.25,0,0,0,0,,0,0.0%,,0,0
11,2000,2000-11-12,11,23.074,SEA,@,JAX,W 28-21,,3,13,4.33,0,0,0,0,,0,0.0%,,0,0
12,2000,2000-11-26,12,23.088,SEA,,DEN,L 31-38,,3,1,0.33,0,0,0,0,,0,0.0%,,0,0
13,2000,2000-12-03,13,23.095,SEA,@,ATL,W 30-10,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
14,2000,2000-12-10,14,23.102,SEA,@,DEN,L 24-31,,1,16,16.00,0,1,0,0,,0,0.0%,0.00,0,0
15,2000,2000-12-16,15,23.108,SEA,,OAK,W 27-24,,2,4,2.00,1,0,0,0,,0,0.0%,,1,6
16,2000,2000-12-23,16,23.115,SEA,,BUF,L 23-42,,5,42,8.40,0,0,0,0,,0,0.0%,,0,0
