ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1964,1964-10-04,4,23.337,STL,@,WAS,W 23-17,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
19,1964,1964-10-12,5,23.345,STL,@,BAL,L 27-47,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
20,1964,1964-10-18,6,23.351,STL,,WAS,W 38-24,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
21,1964,1964-10-25,7,23.358,STL,,DAL,L 13-31,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
22,1964,1964-11-01,8,23.365,STL,@,NYG,L 17-34,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1964,1964-11-08,9,24.006,STL,,PIT,W 34-30,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
24,1964,1964-11-15,10,24.013,STL,,NYG,T 10-10,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
25,1964,1964-11-22,11,24.020,STL,@,PHI,W 38-13,0,0,,0,5,5,100.0,1,5,20.0,0,8,0,0,,0
26,1964,1964-11-29,12,24.027,STL,@,PIT,W 21-20,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
27,1964,1964-12-06,13,24.034,STL,,CLE,W 28-19,0,0,,0,4,4,100.0,,,,0,4,,,,
28,1964,1964-12-13,14,24.041,STL,,PHI,W 36-34,0,0,,0,3,3,100.0,5,6,83.3,0,18,0,0,,0
29,1965,1965-09-19,1,24.321,STL,@,PHI,L 27-34,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
30,1965,1965-09-26,2,24.328,STL,@,CLE,W 49-13,0,0,,0,7,7,100.0,,,,0,7,,,,
31,1965,1965-10-04,3,24.336,STL,,DAL,W 20-13,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
32,1965,1965-10-10,4,24.342,STL,@,WAS,W 37-16,0,0,,0,4,4,100.0,3,4,75.0,0,13,0,0,,0
33,1965,1965-10-17,5,24.349,STL,@,PIT,W 20-7,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
34,1965,1965-10-24,6,24.356,STL,,WAS,L 20-24,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
35,1965,1965-10-31,7,24.363,STL,@,NYG,L 10-14,0,0,,0,1,1,100.0,1,3,33.3,0,4,0,0,,0
36,1965,1965-11-07,8,25.005,STL,,PIT,W 21-17,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
37,1965,1965-11-14,9,25.012,STL,@,CHI,L 13-34,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
38,1965,1965-11-21,10,25.019,STL,,NYG,L 15-28,0,0,,0,1,1,100.0,2,2,100.0,0,7,5,217,43.40,0
39,1965,1965-11-28,11,25.026,STL,,PHI,L 24-28,0,0,,0,3,3,100.0,1,1,100.0,0,6,4,160,40.00,0
40,1965,1965-12-05,12,25.033,STL,,RAM,L 3-27,0,0,,0,,,,1,1,100.0,0,3,6,270,45.00,0
41,1965,1965-12-11,13,25.039,STL,@,DAL,L 13-27,1,28,28.00,0,1,1,100.0,2,2,100.0,0,7,4,181,45.25,0
42,1965,1965-12-19,14,25.047,STL,,CLE,L 24-27,0,0,,0,3,3,100.0,1,1,100.0,0,6,7,270,38.57,0
43,1966,1966-09-11,1,25.313,STL,,PHI,W 16-13,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
44,1966,1966-09-18,2,25.320,STL,,WAS,W 23-7,0,0,,0,2,2,100.0,3,5,60.0,0,11,0,0,,0
45,1966,1966-09-25,3,25.327,STL,@,CLE,W 34-28,0,0,,0,4,5,80.0,,,,0,4,,,,
46,1966,1966-10-02,4,25.334,STL,@,PHI,W 41-10,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
47,1966,1966-10-09,5,25.341,STL,,NYG,W 24-19,0,0,,0,3,3,100.0,1,1,100.0,0,6,1,30,30.00,0
48,1966,1966-10-16,6,25.348,STL,,DAL,T 10-10,0,0,,0,1,1,100.0,1,3,33.3,0,4,2,73,36.50,0
49,1966,1966-10-23,7,25.355,STL,@,WAS,L 20-26,0,0,,0,2,2,100.0,2,2,100.0,0,8,3,113,37.67,0
50,1966,1966-10-31,8,25.363,STL,,CHI,W 24-17,0,0,,0,3,3,100.0,1,1,100.0,0,6,7,246,35.14,0
51,1966,1966-11-06,9,26.004,STL,@,NYG,W 20-17,0,0,,0,2,2,100.0,2,2,100.0,0,8,8,248,31.00,0
52,1966,1966-11-13,10,26.011,STL,@,PIT,L 9-30,0,0,,0,,,,3,6,50.0,0,9,6,184,30.67,0
53,1966,1966-11-27,11,26.025,STL,,PIT,W 6-3,0,0,,0,,,,2,3,66.7,0,6,2,67,33.50,0
54,1966,1966-12-04,12,26.032,STL,@,DAL,L 17-31,0,0,,0,2,2,100.0,1,4,25.0,0,5,0,0,,0
55,1966,1966-12-11,13,26.039,STL,@,ATL,L 10-16,0,0,,0,1,1,100.0,1,7,14.3,0,4,0,0,,0
56,1966,1966-12-17,14,26.045,STL,,CLE,L 10-38,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
57,1967,1967-09-17,1,26.319,STL,,NYG,L 20-37,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
58,1967,1967-09-24,2,26.326,STL,@,PIT,W 28-14,0,0,,0,1,1,100.0,7,9,77.8,0,22,0,0,,0
59,1967,1967-10-01,3,26.333,STL,,DET,W 38-28,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
60,1967,1967-10-08,4,26.340,STL,@,MIN,W 34-24,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
61,1967,1967-10-15,5,26.347,STL,@,CLE,L 16-20,0,0,,0,1,1,100.0,3,6,50.0,0,10,0,0,,0
62,1967,1967-10-22,6,26.354,STL,,PHI,W 48-14,0,0,,0,6,6,100.0,2,2,100.0,0,12,0,0,,0
63,1967,1967-10-30,7,26.362,STL,,GNB,L 23-31,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
64,1967,1967-11-05,8,27.003,STL,@,WAS,W 27-21,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
65,1967,1967-11-12,9,27.010,STL,,PIT,T 14-14,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
66,1967,1967-11-19,10,27.017,STL,@,CHI,L 3-30,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
67,1967,1967-11-23,11,27.021,STL,@,DAL,L 21-46,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
68,1967,1967-12-03,12,27.031,STL,,NOR,W 31-20,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
69,1967,1967-12-10,13,27.038,STL,,CLE,L 16-20,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
70,1967,1967-12-17,14,27.045,STL,@,NYG,L 14-37,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
71,1968,1968-09-16,1,27.319,STL,,RAM,L 13-24,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
72,1968,1968-09-22,2,27.325,STL,@,SFO,L 17-35,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
73,1968,1968-09-29,3,27.332,STL,@,NOR,W 21-20,0,0,,0,3,3,100.0,,3,0.0,0,3,0,0,,0
74,1968,1968-10-06,4,27.339,STL,,DAL,L 10-27,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
75,1968,1968-10-13,5,27.346,STL,@,CLE,W 27-21,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
76,1968,1968-10-20,6,27.353,STL,,WAS,W 41-14,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
77,1968,1968-10-27,7,27.360,STL,,NOR,W 31-17,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
78,1968,1968-11-03,8,28.001,STL,@,PHI,W 45-17,0,0,,0,6,6,100.0,1,2,50.0,0,9,0,0,,0
79,1968,1968-11-10,9,28.008,STL,,PIT,T 28-28,0,0,,0,4,4,100.0,,,,0,4,,,,
80,1968,1968-11-24,11,28.022,STL,,ATL,W 17-12,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
81,1968,1968-12-01,12,28.029,STL,@,PIT,W 20-10,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
82,1968,1968-12-08,13,28.036,STL,@,NYG,W 28-21,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
83,1968,1968-12-14,14,28.042,STL,,CLE,W 27-16,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
84,1969,1969-09-21,1,28.323,STL,@,DAL,L 3-24,0,0,,0,,,,1,4,25.0,0,3,0,0,,0
85,1969,1969-09-28,2,28.330,STL,,CHI,W 20-17,0,0,,0,2,3,66.7,,1,0.0,0,2,0,0,,0
86,1969,1969-10-05,3,28.337,STL,@,PIT,W 27-14,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
87,1969,1969-10-12,4,28.344,STL,@,WAS,L 17-33,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
88,1969,1969-10-19,5,28.351,STL,,MIN,L 10-27,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
89,1969,1969-10-26,6,28.358,STL,@,CLE,T 21-21,0,0,,0,3,3,100.0,,3,0.0,0,3,0,0,,0
90,1969,1969-11-02,7,29.000,STL,,NOR,L 42-51,0,0,,0,6,6,100.0,,,,0,6,,,,
91,1969,1969-11-09,8,29.007,STL,,NYG,W 42-17,0,0,,0,6,6,100.0,,,,0,6,,,,
92,1969,1969-11-16,9,29.014,STL,@,DET,L 0-20,0,0,,0,,,,,2,0.0,0,0,0,0,,0
93,1969,1969-11-23,10,29.021,STL,,PHI,L 30-34,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
94,1969,1969-11-30,11,29.028,STL,,PIT,W 47-10,0,0,,0,5,6,83.3,2,3,66.7,0,11,0,0,,0
95,1969,1969-12-07,12,29.035,STL,@,NYG,L 6-49,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
96,1969,1969-12-14,13,29.042,STL,,CLE,L 21-27,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
97,1969,1969-12-21,14,29.049,STL,@,GNB,L 28-45,0,0,,0,4,4,100.0,,,,0,4,,,,
98,1970,1970-09-18,1,29.320,STL,@,RAM,L 13-34,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
99,1970,1970-09-27,2,29.329,STL,,WAS,W 27-17,0,0,,0,3,4,75.0,,,,0,3,,,,
100,1970,1970-10-04,3,29.336,STL,,DAL,W 20-7,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
101,1970,1970-10-11,4,29.343,STL,,NOR,W 24-17,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
102,1970,1970-10-18,5,29.350,STL,@,PHI,W 35-20,0,0,,0,5,5,100.0,,,,0,5,,,,
103,1970,1970-10-25,6,29.357,STL,@,NYG,L 17-35,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
104,1970,1970-11-01,7,29.364,STL,,HOU,W 44-0,0,0,,0,5,5,100.0,3,5,60.0,0,14,0,0,,0
105,1970,1970-11-08,8,30.006,STL,,BOS,W 31-0,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
106,1970,1970-11-16,9,30.014,STL,@,DAL,W 38-0,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
107,1970,1970-11-22,10,30.020,STL,@,KAN,T 6-6,0,0,,0,,,,2,4,50.0,0,6,0,0,,0
108,1970,1970-11-29,11,30.027,STL,,PHI,W 23-14,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
109,1970,1970-12-06,12,30.034,STL,@,DET,L 3-16,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
110,1970,1970-12-13,13,30.041,STL,,NYG,L 17-34,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
111,1970,1970-12-20,14,30.048,STL,@,WAS,L 27-28,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
112,1971,1971-09-19,1,30.321,STL,,WAS,L 17-24,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
113,1971,1971-09-27,2,30.329,STL,,NYJ,W 17-10,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
114,1971,1971-10-03,3,30.335,STL,,NYG,L 20-21,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
115,1971,1971-10-10,4,30.342,STL,@,ATL,W 26-9,0,0,,0,2,2,100.0,4,5,80.0,0,14,0,0,,0
116,1971,1971-10-17,5,30.349,STL,@,WAS,L 0-20,,,,,,,,,,,,,,,,
117,1971,1971-10-24,6,30.356,STL,,SFO,L 14-26,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
118,1971,1971-10-31,7,30.363,STL,@,BUF,W 28-23,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
119,1971,1971-11-07,8,31.005,STL,,DAL,L 13-16,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
120,1971,1971-11-15,9,31.013,STL,@,SDG,L 17-20,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
121,1971,1971-11-21,10,31.019,STL,,PHI,L 20-37,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
122,1971,1971-11-28,11,31.026,STL,@,NYG,W 24-7,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
123,1971,1971-12-05,12,31.033,STL,,GNB,T 16-16,0,0,,0,1,1,100.0,3,5,60.0,0,10,3,126,42.00,0
124,1971,1971-12-12,13,31.040,STL,@,PHI,L 7-19,0,0,,0,1,1,100.0,,1,0.0,0,1,2,81,40.50,0
125,1971,1971-12-18,14,31.046,STL,@,DAL,L 12-31,0,0,,0,,,,4,6,66.7,0,12,0,0,,0
126,1972,1972-09-17,1,31.320,STL,@,BAL,W 10-3,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
127,1972,1972-09-24,2,31.327,STL,@,WAS,L 10-24,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
128,1972,1972-10-01,3,31.334,STL,,PIT,L 19-25,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
129,1972,1972-10-08,4,31.341,STL,@,MIN,W 19-17,0,0,,0,1,2,50.0,2,3,66.7,0,7,0,0,,0
130,1972,1972-10-15,5,31.348,STL,,WAS,L 3-33,0,0,,0,,,,1,3,33.3,0,3,0,0,,0
131,1972,1972-10-22,6,31.355,STL,@,NYG,L 21-27,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
132,1972,1972-10-29,7,31.362,STL,,CHI,L 10-27,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
133,1972,1972-11-05,8,32.003,STL,@,PHI,T 6-6,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
134,1972,1972-11-12,9,32.010,STL,@,DAL,L 24-33,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
135,1972,1972-11-19,10,32.017,STL,,NYG,L 7-13,0,0,,0,1,1,100.0,,,,0,1,,,,
136,1972,1972-11-27,11,32.025,STL,@,MIA,L 10-31,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
137,1972,1972-12-03,12,32.031,STL,,DAL,L 6-27,0,0,,0,,,,,1,0.0,0,0,0,0,,0
138,1972,1972-12-10,13,32.038,STL,,RAM,W 24-14,0,0,,0,3,3,100.0,1,1,100.0,0,6,1,26,26.00,0
139,1972,1972-12-17,14,32.045,STL,,PHI,W 24-23,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
140,1973,1973-09-16,1,32.318,STL,@,PHI,W 34-23,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
141,1973,1973-09-23,2,32.325,STL,,WAS,W 34-27,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
142,1973,1973-09-30,3,32.332,STL,@,DAL,L 10-45,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
143,1973,1973-10-07,4,32.339,STL,,OAK,L 10-17,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
144,1973,1973-10-14,5,32.346,STL,,PHI,L 24-27,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
145,1973,1973-10-21,6,32.353,STL,@,WAS,L 13-31,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
146,1973,1973-10-28,7,32.360,STL,,NYG,W 35-27,0,0,,0,5,5,100.0,,,,0,5,,,,
147,1973,1973-11-04,8,33.002,STL,,DEN,T 17-17,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
148,1973,1973-11-11,9,33.009,STL,@,GNB,L 21-25,0,0,,0,3,3,100.0,,,,0,3,,,,
149,1973,1973-11-18,10,33.016,STL,@,NYG,L 13-24,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
150,1973,1973-11-25,11,33.023,STL,@,CIN,L 24-42,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
151,1973,1973-12-02,12,33.030,STL,,DET,L 16-20,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
152,1973,1973-12-09,13,33.037,STL,@,ATL,W 32-10,0,0,,0,2,2,100.0,6,7,85.7,0,20,0,0,,0
153,1973,1973-12-16,14,33.044,STL,,DAL,L 3-30,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
154,1974,1974-09-15,1,33.317,STL,,PHI,W 7-3,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
155,1974,1974-09-22,2,33.324,STL,@,WAS,W 17-10,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
156,1974,1974-09-29,3,33.331,STL,,CLE,W 29-7,0,0,,0,2,4,50.0,1,2,50.0,0,5,0,0,,0
157,1974,1974-10-06,4,33.338,STL,@,SFO,W 34-9,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
158,1974,1974-10-13,5,33.345,STL,,DAL,W 31-28,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
159,1974,1974-10-20,6,33.352,STL,@,HOU,W 31-27,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
160,1974,1974-10-27,7,33.359,STL,,WAS,W 23-20,0,0,,0,2,3,66.7,1,2,50.0,0,5,0,0,,0
161,1974,1974-11-03,8,34.001,STL,@,DAL,L 14-17,0,0,,0,2,2,100.0,,,,0,2,,,,
162,1974,1974-11-11,9,34.009,STL,,MIN,L 24-28,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
163,1974,1974-11-17,10,34.015,STL,@,PHI,W 13-3,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
164,1974,1974-11-24,11,34.022,STL,@,NYG,W 23-21,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
165,1974,1974-12-01,12,34.029,STL,,KAN,L 13-17,0,0,,0,1,2,50.0,,,,0,1,,,,
166,1974,1974-12-08,13,34.036,STL,@,NOR,L 0-14,0,0,,0,,,,,1,0.0,0,0,0,0,,0
167,1974,1974-12-15,14,34.043,STL,,NYG,W 26-14,0,0,,0,2,4,50.0,,1,0.0,0,2,0,0,,0
168,1975,1975-09-21,1,34.323,STL,,ATL,W 23-20,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
169,1975,1975-09-28,2,34.330,STL,@,DAL,L 31-37,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
170,1975,1975-10-05,3,34.337,STL,,NYG,W 26-14,0,0,,0,2,3,66.7,2,2,100.0,0,8,0,0,,0
171,1975,1975-10-13,4,34.345,STL,@,WAS,L 17-27,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
172,1975,1975-10-19,5,34.351,STL,,PHI,W 31-20,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
173,1975,1975-10-25,6,34.357,STL,@,NYG,W 20-13,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
174,1975,1975-11-02,7,35.000,STL,,NWE,W 24-17,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
175,1975,1975-11-09,8,35.007,STL,@,PHI,W 24-23,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
176,1975,1975-11-16,9,35.014,STL,,WAS,W 20-17,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
177,1975,1975-11-23,10,35.021,STL,@,NYJ,W 37-6,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
178,1975,1975-11-27,11,35.025,STL,,BUF,L 14-32,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
179,1975,1975-12-07,12,35.035,STL,,DAL,W 31-17,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
180,1975,1975-12-14,13,35.042,STL,@,CHI,W 34-20,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
181,1975,1975-12-21,14,35.049,STL,@,DET,W 24-13,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
182,1976,1976-09-12,1,35.315,STL,@,SEA,W 30-24,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
183,1976,1976-09-19,2,35.322,STL,,GNB,W 29-0,0,0,,0,2,2,100.0,5,6,83.3,0,17,0,0,,0
184,1976,1976-09-26,3,35.329,STL,@,SDG,L 24-43,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
185,1976,1976-10-03,4,35.336,STL,,NYG,W 27-21,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
186,1976,1976-10-10,5,35.343,STL,,PHI,W 33-14,0,0,,0,3,4,75.0,,1,0.0,0,3,0,0,,0
187,1976,1976-10-17,6,35.350,STL,,DAL,W 21-17,0,0,,0,3,3,100.0,,,,0,3,,,,
188,1976,1976-10-25,7,35.358,STL,@,WAS,L 10-20,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
189,1976,1976-10-31,8,35.364,STL,,SFO,W 23-20,0,0,,0,2,3,66.7,1,2,50.0,0,5,0,0,,0
190,1976,1976-11-07,9,36.005,STL,@,PHI,W 17-14,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
191,1976,1976-11-14,10,36.012,STL,@,RAM,W 30-28,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
192,1976,1976-11-21,11,36.019,STL,,WAS,L 10-16,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
193,1976,1976-11-25,12,36.023,STL,@,DAL,L 14-19,0,0,,0,2,2,100.0,,,,0,2,,,,
194,1976,1976-12-04,13,36.032,STL,,BAL,W 24-17,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
195,1976,1976-12-12,14,36.040,STL,@,NYG,W 17-14,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
196,1977,1977-09-18,1,36.320,STL,@,DEN,L 0-7,0,0,,0,,,,,4,0.0,0,0,0,0,,0
197,1977,1977-09-25,2,36.327,STL,,CHI,W 16-13,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
198,1977,1977-10-02,3,36.334,STL,@,WAS,L 14-24,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
199,1977,1977-10-09,4,36.341,STL,,DAL,L 24-30,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
200,1977,1977-10-16,5,36.348,STL,@,PHI,W 21-17,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
201,1977,1977-10-23,6,36.355,STL,,NOR,W 49-31,0,0,,0,7,7,100.0,,1,0.0,0,7,0,0,,0
202,1977,1977-10-31,7,36.363,STL,,NYG,W 28-0,0,0,,0,4,4,100.0,,,,0,4,,,,
203,1977,1977-11-06,8,37.004,STL,@,MIN,W 27-7,0,0,,0,3,4,75.0,,,,0,3,,,,
204,1977,1977-11-14,9,37.012,STL,@,DAL,W 24-17,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
205,1977,1977-11-20,10,37.018,STL,,PHI,W 21-16,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
206,1977,1977-11-24,11,37.022,STL,,MIA,L 14-55,0,0,,0,2,2,100.0,,,,0,2,,,,
207,1977,1977-12-04,12,37.032,STL,@,NYG,L 7-27,0,0,,0,1,1,100.0,,,,0,1,,,,
208,1977,1977-12-10,13,37.038,STL,,WAS,L 20-26,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
209,1977,1977-12-18,14,37.046,STL,@,TAM,L 7-17,0,0,,0,1,1,100.0,,,,0,1,,,,
210,1978,1978-09-03,1,37.305,STL,@,CHI,L 10-17,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
211,1978,1978-09-10,2,37.312,STL,,NWE,L 6-16,0,0,,0,,1,0.0,,,,0,0,,,,
