ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2001,2001-10-14,4,23.243,ARI,@,CHI,L 13-20,,,,,
2,2001,2001-10-28,6,23.257,ARI,@,DAL,L 3-17,,,,,
3,2001,2001-11-04,7,23.264,ARI,,PHI,L 7-21,,,,,
4,2001,2001-11-11,8,23.271,ARI,,NYG,L 10-17,,,,,
5,2001,2001-12-23,14,23.313,ARI,,DAL,W 17-10,,,,,
6,2001,2001-12-30,15,23.320,ARI,@,CAR,W 30-7,,,,,
7,2001,2002-01-06,16,23.327,ARI,@,WAS,L 17-20,,,,,
8,2002,2002-09-08,1,24.207,ARI,@,WAS,L 23-31,,,,,
9,2002,2002-09-15,2,24.214,ARI,@,SEA,W 24-13,,,,,
10,2002,2002-09-22,3,24.221,ARI,,SDG,L 15-23,,,,,
11,2002,2002-09-29,4,24.228,ARI,,NYG,W 21-7,,,,,
12,2002,2002-10-06,5,24.235,ARI,@,CAR,W 16-13,,,,,
13,2002,2002-10-20,6,24.249,ARI,,DAL,W 9-6,,,,,
14,2002,2002-10-27,7,24.256,ARI,@,SFO,L 28-38,,,,,
15,2002,2002-11-03,8,24.263,ARI,,STL,L 14-27,,,,,
16,2002,2002-11-10,9,24.270,ARI,,SEA,L 6-27,,,,,
17,2002,2002-11-17,10,24.277,ARI,@,PHI,L 14-38,,,,,
18,2002,2002-11-24,11,24.284,ARI,,OAK,L 20-41,,,,,
19,2002,2002-12-01,12,24.291,ARI,@,KAN,L 0-49,,,,,
20,2002,2002-12-08,13,24.298,ARI,,DET,W 23-20,,,,,
21,2002,2002-12-15,14,24.305,ARI,@,STL,L 28-30,,,,,
22,2002,2002-12-21,15,24.311,ARI,,SFO,L 14-17,,,,,
23,2002,2002-12-29,16,24.319,ARI,@,DEN,L 7-37,,,,,
24,2004,2004-09-12,1,26.212,ARI,@,STL,L 10-17,,,,,
25,2004,2004-09-19,2,26.219,ARI,,NWE,L 12-23,,,,,
26,2004,2004-09-26,3,26.226,ARI,@,ATL,L 3-6,,,,,
27,2004,2004-10-03,4,26.233,ARI,,NOR,W 34-10,,,,,
28,2004,2004-10-10,5,26.240,ARI,@,SFO,L 28-31,,,,,
29,2004,2004-10-24,6,26.254,ARI,,SEA,W 25-17,,,,,
30,2004,2004-10-31,7,26.261,ARI,@,BUF,L 14-38,,,,,
31,2004,2004-11-07,8,26.268,ARI,@,MIA,W 24-23,,,,,
32,2004,2004-11-14,9,26.275,ARI,,NYG,W 17-14,,,,,
33,2004,2004-11-21,10,26.282,ARI,@,CAR,L 10-35,,,,,
34,2004,2004-11-28,11,26.289,ARI,,NYJ,L 3-13,,,,,
35,2004,2004-12-05,12,26.296,ARI,@,DET,L 12-26,,,,,
36,2004,2004-12-26,15,26.317,ARI,@,SEA,L 21-24,,,,,
37,2004,2005-01-02,16,26.324,ARI,,TAM,W 12-7,,,,,
38,2005,2005-10-02,4,27.231,NWE,,SDG,L 17-41,,,,,
39,2005,2005-10-09,5,27.238,NWE,@,ATL,W 31-28,,1,0,0.00,0
40,2005,2005-10-16,6,27.245,NWE,@,DEN,L 20-28,,,,,
41,2005,2005-10-30,7,27.259,NWE,,BUF,W 21-16,,,,,
42,2005,2005-11-07,8,27.267,NWE,,IND,L 21-40,,,,,
43,2005,2005-11-13,9,27.273,NWE,@,MIA,W 23-16,*,,,,
44,2005,2005-11-20,10,27.280,NWE,,NOR,W 24-17,*,,,,
45,2005,2005-11-27,11,27.287,NWE,@,KAN,L 16-26,,,,,
46,2005,2005-12-04,12,27.294,NWE,,NYJ,W 16-3,,,,,
47,2005,2005-12-11,13,27.301,NWE,@,BUF,W 35-7,*,,,,
48,2005,2005-12-17,14,27.307,NWE,,TAM,W 28-0,,,,,
49,2005,2005-12-26,15,27.316,NWE,@,NYJ,W 31-21,,,,,
50,2005,2006-01-01,16,27.322,NWE,,MIA,L 26-28,,,,,
51,2006,2006-11-26,11,28.286,HOU,@,NYJ,L 11-26,,,,,
52,2006,2006-12-17,14,28.307,HOU,@,NWE,L 7-40,,,,,
