ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.173,NOR,,SFO,L 13-17,,,,,,,,,,,,,,,,,,
2,1974,1974-09-22,2,23.180,NOR,@,RAM,L 0-24,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.187,NOR,,ATL,W 14-13,,,,,,,,,,,,,,,,,,
4,1974,1974-10-06,4,23.194,NOR,@,CHI,L 10-24,,,,,,,,,,,,,,,,,,
5,1974,1974-10-13,5,23.201,NOR,@,DEN,L 17-33,4,30,7.50,1,3,26,8.67,0,0,0,,0,0,0,,0,1,6
6,1974,1974-10-20,6,23.208,NOR,@,ATL,W 13-3,3,21,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1974,1974-10-27,7,23.215,NOR,,PHI,W 14-10,,,,,,,,,,,,,,,,,,
8,1974,1974-11-17,10,23.236,NOR,,RAM,W 20-7,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
9,1974,1974-11-25,11,23.244,NOR,,PIT,L 7-28,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
10,1974,1974-12-08,13,23.257,NOR,,STL,W 14-0,7,22,3.14,0,1,30,30.00,0,0,0,,0,0,0,,0,0,0
11,1974,1974-12-15,14,23.264,NOR,@,SFO,L 21-35,1,4,4.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
12,1975,1975-09-21,1,24.179,NOR,@,WAS,L 3-41,3,3,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1975,1975-09-28,2,24.186,NOR,,CIN,L 0-21,,,,,,,,,,,,,,,,,,
14,1975,1975-10-05,3,24.193,NOR,@,ATL,L 7-14,,,,,,,,,,,,,,,,,,
15,1975,1975-10-12,4,24.200,NOR,,GNB,W 20-19,,,,,,,,,,,,,,,,,,
16,1975,1975-10-19,5,24.207,NOR,@,SFO,L 21-35,3,23,7.67,0,3,36,12.00,1,0,0,,0,0,0,,0,1,6
17,1975,1975-10-26,6,24.214,NOR,@,RAM,L 14-38,6,24,4.00,1,2,12,6.00,0,0,0,,0,0,0,,0,1,6
18,1975,1975-11-02,7,24.221,NOR,,ATL,W 23-7,3,4,1.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1975,1975-11-09,8,24.228,NOR,@,OAK,L 10-48,7,27,3.86,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
20,1975,1975-11-16,9,24.235,NOR,,MIN,L 7-20,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1975,1975-11-23,10,24.242,NOR,,SFO,L 6-16,1,2,2.00,0,3,20,6.67,0,0,0,,0,0,0,,0,0,0
22,1975,1975-11-30,11,24.249,NOR,@,CLE,L 16-17,3,3,1.00,0,0,0,,0,2,54,27.00,0,0,0,,0,0,0
23,1975,1975-12-07,12,24.256,NOR,,RAM,L 7-14,13,56,4.31,0,4,29,7.25,1,1,31,31.00,0,0,0,,0,1,6
24,1975,1975-12-14,13,24.263,NOR,@,NYG,L 14-28,14,54,3.86,0,5,32,6.40,0,2,28,14.00,0,0,0,,0,0,0
25,1975,1975-12-21,14,24.270,NOR,,CHI,L 17-42,7,9,1.29,1,0,0,,0,5,163,32.60,0,0,0,,0,1,6
26,1976,1976-10-03,4,25.191,TAM,@,BAL,L 17-42,0,0,,0,0,0,,0,1,32,32.00,0,0,0,,0,0,0
27,1976,1976-10-10,5,25.198,TAM,@,CIN,L 0-21,1,17,17.00,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
28,1976,1976-10-17,6,25.205,TAM,,SEA,L 10-13,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1976,1976-10-24,7,25.212,TAM,,MIA,L 20-23,4,18,4.50,0,1,6,6.00,0,1,19,19.00,0,0,0,,0,0,0
30,1976,1976-10-31,8,25.219,TAM,,KAN,L 19-28,2,8,4.00,0,3,7,2.33,0,1,33,33.00,0,0,0,,0,0,0
31,1976,1976-11-07,9,25.226,TAM,@,DEN,L 13-48,1,-3,-3.00,0,1,3,3.00,0,2,67,33.50,0,0,0,,0,0,0
32,1976,1976-11-14,10,25.233,TAM,@,NYJ,L 0-34,3,13,4.33,0,2,17,8.50,0,2,43,21.50,0,0,0,,0,0,0
33,1976,1976-11-21,11,25.240,TAM,,CLE,L 7-24,4,37,9.25,0,0,0,,0,1,30,30.00,0,0,0,,0,0,0
34,1976,1976-11-28,12,25.247,TAM,@,OAK,L 16-49,3,6,2.00,0,0,0,,0,5,92,18.40,0,0,0,,0,0,0
35,1976,1976-12-05,13,25.254,TAM,@,PIT,L 0-42,2,14,7.00,0,0,0,,0,3,47,15.67,0,0,0,,0,0,0
36,1976,1976-12-12,14,25.261,TAM,,NWE,L 14-31,6,19,3.17,0,0,0,,0,0,0,,0,0,0,,0,0,0
