ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1994,1994-12-18,15,23.351,SEA,,RAI,L 16-17,0,0,,0,4,96,24.00,0,0,0,,0
2,1994,1994-12-24,16,23.357,SEA,@,CLE,L 9-35,1,6,6.00,0,3,40,13.33,0,1,31,31.00,0
