ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1992,1992-09-07,1,23.301,DAL,,WAS,W 23-10,3,3,100.0,,1,0.0,0,3
2,1992,1992-09-13,2,23.307,DAL,@,NYG,W 34-28,4,4,100.0,2,2,100.0,0,10
3,1992,1992-09-20,3,23.314,DAL,,PHO,W 31-20,4,4,100.0,1,2,50.0,0,7
4,1992,1992-10-05,4,23.329,DAL,@,PHI,L 7-31,1,1,100.0,,1,0.0,0,1
5,1992,1992-10-11,5,23.335,DAL,,SEA,W 27-0,3,3,100.0,2,3,66.7,0,9
6,1992,1992-10-18,6,23.342,DAL,,KAN,W 17-10,2,2,100.0,1,2,50.0,0,5
7,1992,1992-10-25,7,23.349,DAL,@,RAI,W 28-13,4,4,100.0,,1,0.0,0,4
8,1992,1992-11-01,8,23.356,DAL,,PHI,W 20-10,2,2,100.0,2,4,50.0,0,8
9,1992,1992-11-08,9,23.363,DAL,@,DET,W 37-3,4,4,100.0,3,3,100.0,0,13
10,1992,1992-11-15,10,24.004,DAL,,RAM,L 23-27,2,2,100.0,3,3,100.0,0,11
11,1992,1992-11-22,11,24.011,DAL,@,PHO,W 16-10,1,2,50.0,1,1,100.0,0,4
12,1992,1992-11-26,12,24.015,DAL,,NYG,W 30-3,3,3,100.0,3,3,100.0,0,12
13,1992,1992-12-06,13,24.025,DAL,@,DEN,W 31-27,4,4,100.0,1,2,50.0,0,7
14,1992,1992-12-13,14,24.032,DAL,@,WAS,L 17-20,2,2,100.0,1,1,100.0,0,5
15,1992,1992-12-21,15,24.040,DAL,@,ATL,W 41-17,5,5,100.0,2,3,66.7,0,11
16,1992,1992-12-27,16,24.046,DAL,,CHI,W 27-14,3,3,100.0,2,3,66.7,0,9
17,1993,1993-09-06,1,24.299,DAL,@,WAS,L 16-35,1,2,50.0,1,1,100.0,0,4
18,1993,1993-09-12,2,24.305,DAL,,BUF,L 10-13,1,1,100.0,1,3,33.3,0,4
19,1994,1994-09-04,1,25.297,KAN,@,NOR,W 30-17,3,3,100.0,3,4,75.0,0,12
20,1994,1994-09-11,2,25.304,KAN,,SFO,W 24-17,2,2,100.0,,,,0,2
21,1994,1994-09-18,3,25.311,KAN,@,ATL,W 30-10,3,3,100.0,3,3,100.0,0,12
22,1994,1994-09-25,4,25.318,KAN,,RAM,L 0-16,,,,,,,,
23,1994,1994-10-09,5,25.332,KAN,@,SDG,L 6-20,,,,2,2,100.0,0,6
24,1994,1994-10-17,6,25.340,KAN,@,DEN,W 31-28,4,4,100.0,1,2,50.0,0,7
25,1994,1994-10-23,7,25.346,KAN,,SEA,W 38-23,3,3,100.0,3,4,75.0,0,12
26,1994,1994-10-30,8,25.353,KAN,@,BUF,L 10-44,1,1,100.0,1,1,100.0,0,4
27,1994,1994-11-06,9,25.360,KAN,,RAI,W 13-3,1,1,100.0,2,2,100.0,0,7
28,1994,1994-11-13,10,26.002,KAN,,SDG,L 13-14,1,1,100.0,2,2,100.0,0,7
29,1994,1994-11-20,11,26.009,KAN,,CLE,W 20-13,2,2,100.0,2,2,100.0,0,8
30,1994,1994-11-27,12,26.016,KAN,@,SEA,L 9-10,,,,3,4,75.0,0,9
31,1994,1994-12-04,13,26.023,KAN,,DEN,L 17-20,,,,1,2,50.0,0,3
32,1994,1994-12-12,14,26.031,KAN,@,MIA,L 28-45,4,4,100.0,,,,0,4
33,1994,1994-12-18,15,26.037,KAN,,HOU,W 31-9,4,4,100.0,1,1,100.0,0,7
34,1994,1994-12-24,16,26.043,KAN,@,RAI,W 19-9,2,2,100.0,1,1,100.0,0,5
35,1995,1995-09-03,1,26.296,KAN,@,SEA,W 34-10,4,4,100.0,2,2,100.0,0,10
36,1995,1995-09-10,2,26.303,KAN,,NYG,W 20-17,2,2,100.0,2,2,100.0,0,8
37,1995,1995-09-17,3,26.310,KAN,,OAK,W 23-17,2,2,100.0,1,2,50.0,0,5
38,1995,1995-09-24,4,26.317,KAN,@,CLE,L 17-35,2,2,100.0,1,2,50.0,0,5
39,1995,1995-10-01,5,26.324,KAN,@,ARI,W 24-3,3,3,100.0,1,1,100.0,0,6
40,1995,1995-10-09,6,26.332,KAN,,SDG,W 29-23,2,2,100.0,3,3,100.0,0,11
41,1995,1995-10-15,7,26.338,KAN,,NWE,W 31-26,4,4,100.0,1,1,100.0,0,7
42,1995,1995-10-22,8,26.345,KAN,@,DEN,W 21-7,3,3,100.0,,1,0.0,0,3
43,1995,1995-11-05,9,26.359,KAN,,WAS,W 24-3,3,3,100.0,1,1,100.0,0,6
44,1995,1995-11-12,10,27.001,KAN,@,SDG,W 22-7,1,1,100.0,3,3,100.0,0,10
45,1995,1995-11-19,11,27.008,KAN,,HOU,W 20-13,2,2,100.0,2,2,100.0,0,8
46,1995,1995-11-23,12,27.012,KAN,@,DAL,L 12-24,,,,2,2,100.0,0,6
47,1995,1995-12-03,13,27.022,KAN,@,OAK,W 29-23,2,4,50.0,1,2,50.0,0,5
48,1995,1995-12-11,14,27.030,KAN,@,MIA,L 6-13,,1,0.0,,1,0.0,0,0
49,1995,1995-12-17,15,27.036,KAN,,DEN,W 20-17,2,2,100.0,,1,0.0,0,2
50,1995,1995-12-24,16,27.043,KAN,,SEA,W 26-3,2,2,100.0,4,4,100.0,0,14
