ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2014,2014-10-19,6,25.026,SEA,@,STL,L 26-28,,1,1,4,4.00,0,100.0%,4.00,0.0,1,0
2,2014,2014-10-26,7,25.033,SEA,@,CAR,W 13-9,,2,2,13,6.50,0,100.0%,6.50,0.0,0,0
3,2014,2014-11-02,8,25.040,SEA,,OAK,W 30-24,,1,1,19,19.00,0,100.0%,19.00,0.0,0,0
4,2014,2014-11-09,9,25.047,SEA,,NYG,W 38-17,,,,,,,0.0%,,,,
5,2014,2014-11-16,10,25.054,SEA,@,KAN,L 20-24,,,,,,,0.0%,,,,
6,2014,2014-11-23,11,25.061,SEA,,ARI,W 19-3,,2,1,10,10.00,0,50.0%,5.00,0.0,0,0
7,2014,2014-11-27,12,25.065,SEA,@,SFO,W 19-3,*,,,,,,0.0%,,,,
8,2014,2014-12-07,13,25.075,SEA,@,PHI,W 24-14,,2,2,22,11.00,0,100.0%,11.00,0.0,0,0
9,2014,2014-12-28,16,25.096,SEA,,STL,W 20-6,*,2,2,34,17.00,0,100.0%,17.00,0.0,1,0
10,2015,2015-09-20,2,25.362,CAR,,HOU,W 24-17,,1,0,0,,0,0.0%,0.00,0.0,0,0
