ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1987,1987-11-22,10,23.183,PIT,@,CIN,W 30-16,,,,,
2,1987,1987-11-29,11,23.190,PIT,,NOR,L 16-20,,,,,
3,1987,1987-12-06,12,23.197,PIT,,SEA,W 13-9,,,,,
4,1987,1987-12-13,13,23.204,PIT,@,SDG,W 20-16,,,,,
5,1987,1987-12-20,14,23.211,PIT,@,HOU,L 16-24,,,,,
6,1987,1987-12-26,15,23.217,PIT,,CLE,L 13-19,,,,,
7,1988,1988-09-18,3,24.118,PIT,,CIN,L 12-17,,,,,
8,1988,1988-09-25,4,24.125,PIT,@,BUF,L 28-36,,,,,
9,1988,1988-10-02,5,24.132,PIT,,CLE,L 9-23,,,,,
10,1988,1988-10-09,6,24.139,PIT,@,PHO,L 14-31,,,,,
11,1988,1988-10-16,7,24.146,PIT,,HOU,L 14-34,,,,,
12,1988,1988-10-30,9,24.160,PIT,@,NYJ,L 20-24,,,,,
13,1988,1988-11-06,10,24.167,PIT,@,CIN,L 7-42,,,,,
14,1988,1988-11-13,11,24.174,PIT,,PHI,L 26-27,,,,,
15,1988,1988-11-20,12,24.181,PIT,@,CLE,L 7-27,,,,,
16,1988,1988-11-27,13,24.188,PIT,,KAN,W 16-10,,,,,
17,1988,1988-12-04,14,24.195,PIT,@,HOU,W 37-34,,,,,
18,1988,1988-12-11,15,24.202,PIT,@,SDG,L 14-20,,,,,
19,1988,1988-12-18,16,24.209,PIT,,MIA,W 40-24,,,,,
20,1989,1989-09-10,1,25.110,PIT,,CLE,L 0-51,,,,,
21,1989,1989-09-17,2,25.117,PIT,@,CIN,L 10-41,,,,,
22,1989,1989-09-24,3,25.124,PIT,,MIN,W 27-14,,,,,
23,1989,1989-10-01,4,25.131,PIT,@,DET,W 23-3,,,,,
24,1989,1989-10-08,5,25.138,PIT,,CIN,L 16-26,,,,,
25,1989,1989-10-15,6,25.145,PIT,@,CLE,W 17-7,,,,,
26,1989,1989-10-22,7,25.152,PIT,@,HOU,L 0-27,,,,,
27,1989,1989-10-29,8,25.159,PIT,,KAN,W 23-17,,,,,
28,1989,1989-11-05,9,25.166,PIT,@,DEN,L 7-34,,,,,
29,1989,1989-11-12,10,25.173,PIT,,CHI,L 0-20,,,,,
30,1989,1989-11-19,11,25.180,PIT,,SDG,W 20-17,,,,,
31,1989,1989-11-26,12,25.187,PIT,@,MIA,W 34-14,,,,,
32,1989,1989-12-03,13,25.194,PIT,,HOU,L 16-23,,,,,
33,1989,1989-12-10,14,25.201,PIT,@,NYJ,W 13-0,,,,,
34,1989,1989-12-17,15,25.208,PIT,,NWE,W 28-10,,,,,
35,1989,1989-12-24,16,25.215,PIT,@,TAM,W 31-22,,,,,
36,1990,1990-09-09,1,26.109,PIT,@,CLE,L 3-13,,,,,
37,1990,1990-09-16,2,26.116,PIT,,HOU,W 20-9,,,,,
38,1990,1990-09-23,3,26.123,PIT,@,RAI,L 3-20,,,,,
39,1990,1990-09-30,4,26.130,PIT,,MIA,L 6-28,,,,,
40,1990,1990-10-07,5,26.137,PIT,,SDG,W 36-14,,,,,
41,1990,1990-11-18,10,26.179,PIT,@,CIN,L 3-27,,,,,
42,1990,1990-11-25,11,26.186,PIT,@,NYJ,W 24-7,0,0,,0,1.0
43,1990,1990-12-02,12,26.193,PIT,,CIN,L 12-16,,,,,
44,1990,1990-12-09,13,26.200,PIT,,NWE,W 24-3,0,0,,0,1.0
45,1990,1990-12-16,14,26.207,PIT,@,NOR,W 9-6,,,,,
46,1990,1990-12-23,15,26.214,PIT,,CLE,W 35-0,,,,,
47,1991,1991-09-02,1,27.102,NYG,,SFO,W 16-14,0,0,,0,
48,1991,1991-09-08,2,27.108,NYG,,RAM,L 13-19,0,0,,0,
49,1991,1991-09-15,3,27.115,NYG,@,CHI,L 17-20,0,0,,0,
50,1991,1991-09-22,4,27.122,NYG,,CLE,W 13-10,0,0,,0,
51,1991,1991-09-29,5,27.129,NYG,@,DAL,L 16-21,0,0,,0,
52,1991,1991-10-06,6,27.136,NYG,,PHO,W 20-9,0,0,,0,
53,1991,1991-10-14,7,27.144,NYG,@,PIT,W 23-20,0,0,,0,0.5
54,1991,1991-10-27,8,27.157,NYG,,WAS,L 13-17,0,0,,0,
55,1991,1991-11-04,9,27.165,NYG,@,PHI,L 7-30,0,0,,0,
56,1991,1991-11-10,10,27.171,NYG,@,PHO,W 21-14,0,0,,0,
57,1991,1991-11-17,11,27.178,NYG,,DAL,W 22-9,0,0,,0,
58,1991,1991-11-24,12,27.185,NYG,@,TAM,W 21-14,0,0,,0,
59,1991,1991-12-01,13,27.192,NYG,@,CIN,L 24-27,0,0,,0,
60,1991,1991-12-08,14,27.199,NYG,,PHI,L 14-19,0,0,,0,
61,1991,1991-12-15,15,27.206,NYG,@,WAS,L 17-34,0,0,,0,
62,1991,1991-12-21,16,27.212,NYG,,HOU,W 24-20,1,0,0.00,0,0.0
