ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2016,2016-09-11,1,23.104,IND,,DET,L 35-39,*,0,0,0,,0,0.0%,
2,2016,2016-09-18,2,23.111,IND,@,DEN,L 20-34,*,0,0,0,,0,0.0%,
3,2016,2016-09-25,3,23.118,IND,,SDG,W 26-22,*,0,0,0,,0,0.0%,
4,2016,2016-10-02,4,23.125,IND,@,JAX,L 27-30,*,0,0,0,,0,0.0%,
5,2016,2016-10-09,5,23.132,IND,,CHI,W 29-23,*,0,0,0,,0,0.0%,
6,2016,2016-10-16,6,23.139,IND,@,HOU,L 23-26,*,0,0,0,,0,0.0%,
7,2016,2016-10-23,7,23.146,IND,@,TEN,W 34-26,*,0,0,0,,0,0.0%,
8,2016,2016-10-30,8,23.153,IND,,KAN,L 14-30,*,0,0,0,,0,0.0%,
9,2016,2016-11-06,9,23.160,IND,@,GNB,W 31-26,*,0,0,0,,0,0.0%,
10,2016,2016-11-20,10,23.174,IND,,TEN,W 24-17,*,0,0,0,,0,0.0%,
11,2016,2016-11-24,11,23.178,IND,,PIT,L 7-28,*,0,0,0,,0,0.0%,
12,2016,2016-12-05,12,23.189,IND,@,NYJ,W 41-10,*,0,0,0,,0,0.0%,
13,2016,2016-12-11,13,23.195,IND,,HOU,L 17-22,*,0,0,0,,0,0.0%,
14,2016,2016-12-18,14,23.202,IND,@,MIN,W 34-6,*,0,0,0,,0,0.0%,
15,2016,2016-12-24,15,23.208,IND,@,OAK,L 25-33,*,0,0,0,,0,0.0%,
16,2016,2017-01-01,16,23.216,IND,,JAX,W 24-20,*,0,0,0,,0,0.0%,
17,2017,2017-10-08,5,24.131,IND,,SFO,W 26-23,*,0,0,0,,0,0.0%,
18,2017,2017-10-16,6,24.139,IND,@,TEN,L 22-36,*,0,0,0,,0,0.0%,
19,2017,2017-10-22,7,24.145,IND,,JAX,L 0-27,*,0,0,0,,0,0.0%,
20,2017,2017-10-29,8,24.152,IND,@,CIN,L 23-24,*,0,0,0,,0,0.0%,
21,2017,2017-11-05,9,24.159,IND,@,HOU,W 20-14,*,0,0,0,,0,0.0%,
22,2017,2017-11-12,10,24.166,IND,,PIT,L 17-20,*,0,0,0,,0,0.0%,
23,2017,2017-11-26,11,24.180,IND,,TEN,L 16-20,*,0,0,0,,0,0.0%,
24,2018,2018-09-09,1,25.102,IND,,CIN,L 23-34,*,0,0,0,,0,0.0%,
25,2018,2018-09-16,2,25.109,IND,@,WAS,W 21-9,*,0,0,0,,0,0.0%,
26,2018,2018-09-23,3,25.116,IND,@,PHI,L 16-20,*,1,1,-4,-4.00,0,100.0%,-4.00
