ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.171,GNB,,CHI,W 12-6,,,,,,,,,,,,,
2,1980,1980-09-14,2,22.178,GNB,,DET,L 7-29,,,,,,,,,,,,,
3,1980,1980-09-21,3,22.185,GNB,@,RAM,L 21-51,4,59,14.75,0,2,18,9.00,0,0,0,0,0,0
4,1980,1980-10-05,5,22.199,GNB,,CIN,W 14-9,0,0,,0,1,0,0.00,0,0,0,0,0,0
5,1980,1980-10-12,6,22.206,GNB,@,TAM,T 14-14,3,65,21.67,0,2,14,7.00,0,0,0,0,0,0
6,1980,1980-10-19,7,22.213,GNB,@,CLE,L 21-26,3,55,18.33,0,0,0,,0,0,0,0,0,0
7,1980,1980-10-26,8,22.220,GNB,,MIN,W 16-3,2,51,25.50,0,0,0,,0,0,0,0,0,0
8,1980,1980-11-02,9,22.227,GNB,@,PIT,L 20-22,5,91,18.20,0,0,0,,0,0,0,0,0,0
9,1980,1980-11-09,10,22.234,GNB,,SFO,W 23-16,2,42,21.00,0,0,0,,0,0,0,0,0,0
10,1980,1980-11-16,11,22.241,GNB,@,NYG,L 21-27,3,67,22.33,0,0,0,,0,0,0,0,0,0
11,1980,1980-11-23,12,22.248,GNB,@,MIN,W 25-13,2,25,12.50,0,0,0,,0,0,0,0,0,0
12,1980,1980-11-30,13,22.255,GNB,,TAM,L 17-20,,,,,,,,,,,,,
13,1980,1980-12-07,14,22.262,GNB,@,CHI,L 7-61,6,134,22.33,0,0,0,,0,0,0,0,0,0
14,1980,1980-12-14,15,22.269,GNB,,HOU,L 3-22,,,,,,,,,,,,,
15,1980,1980-12-21,16,22.276,GNB,@,DET,L 3-24,,,,,,,,,,,,,
16,1981,1981-09-06,1,23.170,GNB,@,CHI,W 16-9,0,0,,0,0,0,,0,,,,,
17,1981,1981-09-13,2,23.177,GNB,,ATL,L 17-31,0,0,,0,0,0,,0,0,0,1,0,0
18,1981,1981-09-20,3,23.184,GNB,@,RAM,L 23-35,0,0,,0,0,0,,0,,,,,
19,1981,1981-09-27,4,23.191,GNB,,MIN,L 13-30,0,0,,0,0,0,,0,,,,,
20,1981,1981-10-04,5,23.198,GNB,@,NYG,W 27-14,1,11,11.00,0,3,8,2.67,0,0,0,1,13,0
21,1981,1981-10-11,6,23.205,GNB,,TAM,L 10-21,4,78,19.50,0,3,26,8.67,0,0,0,0,0,0
22,1981,1981-10-18,7,23.212,GNB,,SFO,L 3-13,2,44,22.00,0,2,5,2.50,0,0,0,0,0,0
23,1981,1981-10-25,8,23.219,GNB,@,DET,L 27-31,4,74,18.50,0,2,4,2.00,0,0,0,0,0,0
24,1981,1981-11-01,9,23.226,GNB,,SEA,W 34-24,1,21,21.00,0,2,8,4.00,0,0,0,0,0,0
25,1981,1981-11-08,10,23.233,GNB,,NYG,W 26-24,2,42,21.00,0,3,111,37.00,1,1,6,0,0,0
26,1981,1981-11-15,11,23.240,GNB,,CHI,W 21-17,0,0,,0,3,22,7.33,0,0,0,2,37,0
27,1981,1981-11-22,12,23.247,GNB,@,TAM,L 3-37,0,0,,0,0,0,,0,0,0,1,0,0
28,1981,1981-11-29,13,23.254,GNB,@,MIN,W 35-23,0,0,,0,0,0,,0,0,0,1,0,0
29,1981,1981-12-06,14,23.261,GNB,,DET,W 31-17,0,0,,0,0,0,,0,,,,,
