ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-10-04,3,23.105,RAM,@,NOR,L 10-37,8,37,4.63,0,0,0,,0,0,0
2,1987,1987-10-11,4,23.112,RAM,,PIT,W 31-21,1,4,4.00,0,1,6,6.00,0,0,0
3,1987,1987-10-18,5,23.119,RAM,@,ATL,L 20-24,3,28,9.33,0,3,12,4.00,1,1,6
4,1987,1987-11-01,7,23.133,RAM,,SFO,L 10-31,1,1,1.00,0,2,11,5.50,0,0,0
5,1987,1987-11-23,10,23.155,RAM,@,WAS,W 30-26,,,,,,,,,,
6,1987,1987-11-29,11,23.161,RAM,,TAM,W 35-3,7,22,3.14,0,1,5,5.00,0,0,0
7,1987,1987-12-06,12,23.168,RAM,@,DET,W 37-16,2,4,2.00,0,1,4,4.00,1,1,6
8,1987,1987-12-13,13,23.175,RAM,,ATL,W 33-0,8,32,4.00,0,0,0,,0,0,0
9,1987,1987-12-27,15,23.189,RAM,@,SFO,L 0-48,5,10,2.00,0,0,0,,0,0,0
