ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,22.133,NYG,,PHI,W 21-0,,0,0,,0,,,,,,,,
2,1985,1985-09-15,2,22.140,NYG,@,GNB,L 20-23,,1,7,7.00,0,,,0,0,,0,0,0
3,1985,1985-09-22,3,22.147,NYG,,STL,W 27-17,,1,3,3.00,0,,,0,0,,0,0,0
4,1985,1985-09-29,4,22.154,NYG,@,PHI,W 16-10,,1,26,26.00,1,,,0,0,,0,1,6
5,1985,1985-10-06,5,22.161,NYG,,DAL,L 29-30,,1,19,19.00,0,,,0,0,,0,0,0
6,1985,1985-10-13,6,22.168,NYG,@,CIN,L 30-35,,12,176,14.67,0,,,0,0,,0,0,0
7,1985,1985-10-20,7,22.175,NYG,,WAS,W 17-3,,2,38,19.00,1,,,0,0,,0,1,6
8,1985,1985-10-27,8,22.182,NYG,@,NOR,W 21-13,,3,49,16.33,0,,,0,0,,0,0,0
9,1985,1985-11-03,9,22.189,NYG,,TAM,W 22-20,,3,24,8.00,0,,,0,0,,0,0,0
10,1985,1985-11-10,10,22.196,NYG,,RAM,W 24-19,,2,20,10.00,0,,,0,0,,0,0,0
11,1985,1985-11-18,11,22.204,NYG,@,WAS,L 21-23,,1,29,29.00,0,,,0,0,,0,0,0
12,1985,1985-11-24,12,22.210,NYG,@,STL,W 34-3,,3,25,8.33,1,,,0,0,,0,1,6
13,1985,1985-12-01,13,22.217,NYG,,CLE,L 33-35,,3,60,20.00,0,,,0,0,,0,0,0
14,1985,1985-12-08,14,22.224,NYG,@,HOU,W 35-14,,2,19,9.50,1,,,0,0,,0,1,6
15,1985,1985-12-15,15,22.231,NYG,@,DAL,L 21-28,,2,16,8.00,0,,,0,0,,0,0,0
16,1985,1985-12-21,16,22.237,NYG,,PIT,W 28-10,,0,0,,0,,,,,,,,
17,1986,1986-09-08,1,23.133,NYG,@,DAL,L 28-31,,7,88,12.57,0,,,0,0,,0,0,0
