ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2017,2017-09-10,1,22.194,SFO,,CAR,L 3-23,,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2017,2017-09-17,2,22.201,SFO,@,SEA,L 9-12,,4,35,8.75,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
3,2017,2017-09-21,3,22.205,SFO,,LAR,L 39-41,,3,9,3.00,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0
4,2017,2017-10-01,4,22.215,SFO,@,ARI,L 15-18,,9,16,1.78,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
5,2017,2017-10-08,5,22.222,SFO,@,IND,L 23-26,,10,49,4.90,0,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0
6,2017,2017-10-15,6,22.229,SFO,@,WAS,L 24-26,,4,21,5.25,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0
7,2017,2017-10-22,7,22.236,SFO,,DAL,L 10-40,,3,5,1.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
8,2017,2017-10-29,8,22.243,SFO,@,PHI,L 10-33,,5,17,3.40,0,6,4,39,9.75,1,66.7%,6.50,0,0,,0,1,6
9,2017,2017-11-05,9,22.250,SFO,,ARI,L 10-20,,1,1,1.00,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0
10,2017,2017-11-12,10,22.257,SFO,,NYG,W 31-21,,9,55,6.11,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,1,6
11,2017,2017-11-26,11,22.271,SFO,,SEA,L 13-24,,1,12,12.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
12,2017,2017-12-03,12,22.278,SFO,@,CHI,W 15-14,,12,45,3.75,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
13,2017,2017-12-10,13,22.285,SFO,@,HOU,W 26-16,,12,27,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2017,2017-12-17,14,22.292,SFO,,TEN,W 25-23,,5,16,3.20,0,0,0,0,,0,0.0%,,4,65,16.25,0,0,0
15,2017,2017-12-24,15,22.299,SFO,,JAX,W 44-33,,11,74,6.73,1,1,1,8,8.00,0,100.0%,8.00,1,18,18.00,0,1,6
16,2017,2017-12-31,16,22.306,SFO,@,LAR,W 34-13,,12,72,6.00,0,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0
17,2018,2018-09-09,1,23.193,SFO,@,MIN,L 16-24,,11,46,4.18,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
18,2018,2018-09-16,2,23.200,SFO,,DET,W 30-27,*,11,138,12.55,1,4,3,21,7.00,0,75.0%,5.25,0,0,,0,1,6
19,2018,2018-09-23,3,23.207,SFO,@,KAN,L 27-38,*,10,90,9.00,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0
