ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1974,1974-09-29,3,22.173,CHI,@,MIN,L 7-11,,,,,,,,
2,1974,1974-10-06,4,22.180,CHI,,NOR,W 24-10,,,,,,,,
3,1974,1974-10-13,5,22.187,CHI,@,ATL,L 10-13,,,,,,,,
4,1974,1974-10-20,6,22.194,BUF,,NWE,W 30-28,,,,,,,,
5,1974,1974-10-27,7,22.201,BUF,,CHI,W 16-6,,,,,,,,
6,1974,1974-11-03,8,22.208,BUF,@,NWE,W 29-28,,,,,,,,
7,1974,1974-11-10,9,22.215,BUF,,HOU,L 9-21,,,,,,,,
8,1974,1974-11-17,10,22.222,BUF,@,MIA,L 28-35,,,,,,,,
9,1974,1974-11-24,11,22.229,BUF,@,CLE,W 15-10,,,,,,,,
10,1974,1974-12-01,12,22.236,BUF,,BAL,W 6-0,,,,,,,,
11,1974,1974-12-08,13,22.243,BUF,@,NYJ,L 10-20,,,,,,,,
12,1974,1974-12-15,14,22.250,BUF,@,RAM,L 14-19,,,,,,,,
13,1975,1975-09-21,1,23.165,BUF,,NYJ,W 42-14,2,9,4.50,0,0,0,,0
14,1975,1975-09-28,2,23.172,BUF,@,PIT,W 30-21,,,,,,,,
15,1975,1975-10-05,3,23.179,BUF,,DEN,W 38-14,,,,,,,,
16,1975,1975-11-09,8,23.214,MIN,,ATL,W 38-0,,,,,,,,
17,1975,1975-11-16,9,23.221,MIN,@,NOR,W 20-7,,,,,,,,
18,1975,1975-11-23,10,23.228,MIN,,SDG,W 28-13,,,,,,,,
19,1975,1975-11-30,11,23.235,MIN,@,WAS,L 30-31,,,,,,,,
20,1975,1975-12-07,12,23.242,MIN,,GNB,W 24-3,0,0,,0,2,28,14.00,0
21,1975,1975-12-14,13,23.249,MIN,@,DET,L 10-17,,,,,,,,
22,1975,1975-12-20,14,23.255,MIN,@,BUF,W 35-13,,,,,,,,
23,1976,1976-11-14,10,24.219,NYJ,,TAM,W 34-0,,,,,,,,
24,1976,1976-11-21,11,24.226,NYJ,,NWE,L 24-38,,,,,,,,
25,1976,1976-11-28,12,24.233,NYJ,@,BAL,L 16-33,,,,,,,,
26,1976,1976-12-05,13,24.240,NYJ,,WAS,L 16-37,,,,,,,,
27,1976,1976-12-12,14,24.247,NYJ,,CIN,L 3-42,,,,,,,,
