ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1951,1951-09-30,1,22.264,SFO,,CLE,W 24-10,14,60,4.29,0,1,6,6.00,0,0,0,,0,0,,,,,,
2,1951,1951-10-06,2,22.270,SFO,@,PHI,L 14-21,7,15,2.14,0,0,0,,0,0,0,,0,0,,,,,,
3,1951,1951-10-14,3,22.278,SFO,@,PIT,W 28-24,8,31,3.88,1,1,5,5.00,0,0,0,,0,0,,,,,,
4,1951,1951-10-21,4,22.285,SFO,@,CHI,L 7-13,4,10,2.50,0,2,16,8.00,0,0,0,,0,0,,,,,,
5,1951,1951-10-28,5,22.292,SFO,,RAM,W 44-17,7,70,10.00,0,0,0,,0,0,0,,0,0,,,,,,
6,1951,1951-11-04,6,22.299,SFO,@,RAM,L 16-23,4,20,5.00,0,0,0,,0,0,0,,0,0,,,,,,
7,1951,1951-11-11,7,22.306,SFO,,NYY,W 19-14,5,15,3.00,0,2,55,27.50,0,0,0,,0,0,,,,,,
8,1951,1951-11-18,8,22.313,SFO,,CRD,L 21-27,2,19,9.50,1,0,0,,0,0,0,,0,0,,,,,,
9,1951,1951-11-25,9,22.320,SFO,@,NYY,T 10-10,5,8,1.60,0,1,21,21.00,0,0,0,,0,0,,,,,,
10,1951,1951-12-02,10,22.327,SFO,@,DET,W 20-10,9,30,3.33,0,1,15,15.00,0,0,0,,0,0,,,,,,
11,1951,1951-12-09,11,22.334,SFO,,GNB,W 31-19,7,24,3.43,0,2,44,22.00,0,0,0,,0,0,,,,,,
12,1951,1951-12-16,12,22.341,SFO,,DET,W 21-17,4,9,2.25,0,0,0,,0,0,0,,0,0,,,,,,
13,1953,1953-09-27,1,24.261,SFO,,PHI,W 31-21,2,18,9.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1953,1953-10-04,2,24.268,SFO,,RAM,W 31-30,2,11,5.50,0,3,15,5.00,0,0,0,,0,0,,,,,,
15,1953,1953-11-01,6,24.296,SFO,,CHI,W 24-14,6,41,6.83,0,0,0,,0,0,0,,0,0,,,,,,
16,1953,1953-11-08,7,24.303,SFO,@,RAM,W 31-27,2,16,8.00,0,2,12,6.00,0,0,0,,0,0,,,,,,
17,1953,1953-11-15,8,24.310,SFO,@,CLE,L 21-23,0,0,,0,2,34,17.00,0,0,0,,0,0,,,,,,
18,1953,1953-11-22,9,24.317,SFO,@,GNB,W 37-7,2,6,3.00,0,0,0,,0,0,0,,0,0,,,,,,
19,1953,1953-12-06,11,24.331,SFO,,GNB,W 48-14,3,8,2.67,0,0,0,,0,0,0,,0,0,,,,,,
20,1953,1953-12-13,12,24.338,SFO,,BAL,W 45-14,1,4,4.00,0,3,35,11.67,0,0,0,,0,0,,,,,,
21,1954,1954-09-26,1,25.260,SFO,,WAS,W 41-7,2,8,4.00,0,0,0,,0,0,0,,0,0,,,,,,
22,1954,1954-10-31,6,25.295,SFO,,CHI,L 27-31,0,0,,0,1,42,42.00,0,0,0,,0,0,,,,,,
23,1954,1954-11-28,10,25.323,SFO,@,BAL,L 13-17,2,9,4.50,0,0,0,,0,0,0,,0,0,,,,,,
24,1954,1954-12-05,11,25.330,SFO,,GNB,W 35-0,9,21,2.33,1,2,20,10.00,0,0,0,,0,0,,,,,,
25,1954,1954-12-11,12,25.336,SFO,,BAL,W 10-7,8,41,5.13,0,1,8,8.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
