ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1968,1968-09-22,2,24.242,MIN,@,GNB,W 26-13,3,62,20.67,0,0,0,,0,0,0,0,0,0
2,1968,1968-09-29,3,24.249,MIN,,CHI,L 17-27,1,15,15.00,0,0,0,,0,0,0,0,0,0
3,1968,1968-10-06,4,24.256,MIN,,DET,W 24-10,2,45,22.50,0,1,15,15.00,0,0,0,0,0,0
4,1968,1968-10-13,5,24.263,MIN,@,NOR,L 17-20,1,20,20.00,0,1,9,9.00,0,1,6,2,60,1
5,1968,1968-10-20,6,24.270,MIN,,DAL,L 7-20,4,81,20.25,0,2,13,6.50,0,0,0,0,0,0
6,1968,1968-10-27,7,24.277,MIN,@,CHI,L 24-26,1,20,20.00,0,0,0,,0,0,0,0,0,0
7,1968,1968-11-03,8,24.284,MIN,,WAS,W 27-14,0,0,,0,3,10,3.33,0,0,0,0,0,0
8,1968,1968-11-17,10,24.298,MIN,@,DET,W 13-6,2,28,14.00,0,2,-4,-2.00,0,0,0,0,0,0
9,1968,1968-11-24,11,24.305,MIN,@,BAL,L 9-21,2,53,26.50,0,0,0,,0,0,0,0,0,0
10,1968,1968-12-01,12,24.312,MIN,,RAM,L 3-31,2,26,13.00,0,0,0,,0,0,0,0,0,0
11,1968,1968-12-08,13,24.319,MIN,@,SFO,W 30-20,1,23,23.00,0,1,6,6.00,0,0,0,0,0,0
12,1969,1969-09-21,1,25.240,MIN,@,NYG,L 23-24,0,0,,0,1,9,9.00,0,0,0,0,0,0
13,1969,1969-09-28,2,25.247,MIN,,BAL,W 52-14,0,0,,0,0,0,,0,0,0,1,0,0
14,1969,1969-10-05,3,25.254,MIN,,GNB,W 19-7,0,0,,0,0,0,,0,0,0,1,6,0
15,1969,1969-10-12,4,25.261,MIN,@,CHI,W 31-0,0,0,,0,0,0,,0,0,0,2,9,0
16,1969,1969-11-02,7,25.282,MIN,,CHI,W 31-14,0,0,,0,1,0,0.00,0,0,0,0,0,0
17,1969,1969-11-09,8,25.289,MIN,,CLE,W 51-3,0,0,,0,0,0,,0,0,0,3,62,0
18,1969,1969-11-16,9,25.296,MIN,@,GNB,W 9-7,0,0,,0,0,0,,0,0,0,1,20,0
19,1970,1970-09-20,1,26.239,MIN,,KAN,W 27-10,,,,,,,,,,,,,
20,1970,1970-09-27,2,26.246,MIN,,NOR,W 26-0,,,,,,,,,,,,,
21,1970,1970-10-04,3,26.253,MIN,@,GNB,L 10-13,,,,,,,,,,,,,
22,1970,1970-10-11,4,26.260,MIN,@,CHI,W 24-0,0,0,,0,0,0,,0,0,0,1,1,0
23,1970,1970-10-18,5,26.267,MIN,,DAL,W 54-13,,,,,,,,,,,,,
24,1970,1970-10-26,6,26.275,MIN,,RAM,W 13-3,,,,,,,,,,,,,
25,1970,1970-11-01,7,26.281,MIN,@,DET,W 30-17,0,0,,0,0,0,,0,1,6,1,39,1
