ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1966,1966-09-11,1,23.137,PIT,,NYG,T 34-34,2,24,12.00,0,0,0,,0,0,0
2,1966,1966-10-08,5,23.164,PIT,@,CLE,L 10-41,1,11,11.00,0,0,0,,0,0,0
3,1966,1966-10-16,6,23.172,PIT,,PHI,L 14-31,2,17,8.50,0,0,0,,0,0,0
4,1966,1966-10-30,7,23.186,PIT,@,DAL,L 21-52,1,9,9.00,0,0,0,,0,0,0
5,1966,1966-12-18,14,23.235,PIT,@,ATL,W 57-33,1,42,42.00,0,0,0,,0,0,0
6,1967,1967-09-17,1,24.143,PIT,,CHI,W 41-13,2,21,10.50,0,0,0,,0,0,0
7,1967,1967-09-24,2,24.150,PIT,,STL,L 14-28,1,14,14.00,0,0,0,,0,0,0
8,1967,1967-10-01,3,24.157,PIT,@,PHI,L 24-34,4,50,12.50,1,0,0,,0,1,6
9,1967,1967-10-07,4,24.163,PIT,@,CLE,L 10-21,5,49,9.80,0,0,0,,0,0,0
10,1967,1967-10-15,5,24.171,PIT,,NYG,L 24-27,2,47,23.50,0,0,0,,0,0,0
11,1967,1967-10-22,6,24.178,PIT,,DAL,L 21-24,12,142,11.83,1,0,0,,0,1,6
12,1967,1967-10-29,7,24.185,PIT,@,NOR,W 14-10,4,46,11.50,1,0,0,,0,1,6
13,1967,1967-11-05,8,24.192,PIT,,CLE,L 14-34,2,42,21.00,1,0,0,,0,1,6
14,1967,1967-11-12,9,24.199,PIT,@,STL,T 14-14,3,74,24.67,0,0,0,,0,0,0
15,1967,1967-12-03,12,24.220,PIT,@,DET,W 24-14,6,135,22.50,1,0,0,,0,1,6
16,1967,1967-12-10,13,24.227,PIT,,WAS,L 10-15,9,133,14.78,0,0,0,,0,0,0
17,1967,1967-12-17,14,24.234,PIT,@,GNB,W 24-17,1,14,14.00,0,0,0,,0,0,0
18,1968,1968-09-15,1,25.141,PIT,,NYG,L 20-34,1,16,16.00,0,0,0,,0,0,0
19,1968,1968-09-22,2,25.148,PIT,@,RAM,L 10-45,5,93,18.60,0,0,0,,0,0,0
20,1968,1968-09-29,3,25.155,PIT,,BAL,L 7-41,1,10,10.00,0,0,0,,0,0,0
21,1968,1968-10-05,4,25.161,PIT,@,CLE,L 24-31,5,66,13.20,0,0,0,,0,0,0
22,1968,1968-10-13,5,25.169,PIT,@,WAS,L 13-16,1,12,12.00,0,0,0,,0,0,0
23,1968,1968-10-27,7,25.183,PIT,,PHI,W 6-3,1,11,11.00,0,0,0,,0,0,0
24,1968,1968-11-03,8,25.190,PIT,@,ATL,W 41-21,5,46,9.20,0,0,0,,0,0,0
25,1968,1968-11-10,9,25.197,PIT,@,STL,T 28-28,6,117,19.50,0,0,0,,0,0,0
26,1968,1968-11-17,10,25.204,PIT,,CLE,L 24-45,7,79,11.29,2,0,0,,0,2,12
27,1968,1968-11-24,11,25.211,PIT,,SFO,L 28-45,5,52,10.40,0,0,0,,0,0,0
28,1968,1968-12-01,12,25.218,PIT,,STL,L 10-20,1,12,12.00,0,0,0,,0,0,0
29,1968,1968-12-15,14,25.232,PIT,@,NOR,L 14-24,2,28,14.00,1,0,0,,0,1,6
30,1969,1969-09-21,1,26.147,PIT,,DET,W 16-13,2,26,13.00,0,0,0,,0,0,0
31,1969,1969-09-28,2,26.154,PIT,@,PHI,L 27-41,3,84,28.00,0,0,0,,0,0,0
32,1969,1969-11-02,7,26.189,PIT,,GNB,L 34-38,3,32,10.67,0,0,0,,0,0,0
33,1969,1969-11-16,9,26.203,PIT,,CLE,L 3-24,4,71,17.75,0,0,0,,0,0,0
34,1969,1969-11-23,10,26.210,PIT,@,MIN,L 14-52,1,11,11.00,0,0,0,,0,0,0
35,1969,1969-12-07,12,26.224,PIT,,DAL,L 7-10,1,24,24.00,0,0,0,,0,0,0
36,1969,1969-12-14,13,26.231,PIT,,NYG,L 17-21,4,93,23.25,0,0,0,,0,0,0
37,1969,1969-12-21,14,26.238,PIT,@,NOR,L 24-27,2,32,16.00,0,2,29,14.50,0,0,0
38,1970,1970-10-18,5,27.174,PIT,@,HOU,W 7-3,,,,,,,,,,
39,1970,1970-11-22,10,27.209,PIT,@,CIN,L 7-34,3,34,11.33,0,0,0,,0,0,0
40,1970,1970-11-29,11,27.216,PIT,,CLE,W 28-9,2,29,14.50,0,2,5,2.50,0,0,0
41,1970,1970-12-06,12,27.223,PIT,,GNB,L 12-20,0,0,,0,2,14,7.00,0,0,0
42,1970,1970-12-13,13,27.230,PIT,@,ATL,L 16-27,0,0,,0,1,6,6.00,0,0,0
43,1970,1970-12-20,14,27.237,PIT,@,PHI,L 20-30,1,14,14.00,0,0,0,,0,0,0
