ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1954,1954-09-26,1,24.315,WAS,@,SFO,L 7-41,,1,2,50.00,8,0,1,20.8,0,0,4.00,-18.50,2,0,0.00,0,0,,,,,
2,1954,1954-10-02,2,24.321,WAS,@,PIT,L 7-37,,14,25,56.00,142,0,1,55.7,0,0,5.68,3.88,6,20,3.33,1,1,,,,,
3,1954,1954-10-10,3,24.329,WAS,,NYG,L 21-51,*,2,10,20.00,19,0,1,0.0,0,0,1.90,-2.60,0,0,,0,0,,,,,
4,1954,1954-10-17,4,24.336,WAS,,PHI,L 21-49,,4,6,66.67,39,1,0,124.3,0,0,6.50,9.83,0,0,,0,0,,,,,
5,1954,1954-10-24,5,24.343,WAS,@,NYG,L 7-24,*,12,23,52.17,154,0,5,33.9,0,0,6.70,-3.09,3,6,2.00,1,1,,,,,
6,1954,1954-10-31,6,24.350,WAS,,BAL,W 24-21,*,8,13,61.54,136,1,1,90.5,0,0,10.46,8.54,6,24,4.00,0,0,,,,,
7,1954,1954-11-07,7,24.357,WAS,@,CLE,L 3-62,*,3,14,21.43,33,0,3,0.0,0,0,2.36,-7.29,1,-5,-5.00,0,0,,,,,
8,1954,1954-11-21,9,25.006,WAS,@,CRD,L 16-38,,3,4,75.00,35,0,1,61.5,0,0,8.75,-2.50,0,0,,0,0,,,,,
9,1954,1954-11-28,10,25.013,WAS,@,PHI,L 33-41,,7,16,43.75,91,0,1,36.2,0,0,5.69,2.88,4,32,8.00,1,1,,,,,
10,1954,1954-12-05,11,25.020,WAS,,CLE,L 14-34,*,5,7,71.43,120,2,1,113.7,0,0,17.14,16.43,6,7,1.17,0,0,,,,,
11,1954,1954-12-12,12,25.027,WAS,,CRD,W 37-20,*,11,18,61.11,220,4,2,103.9,0,0,12.22,11.67,6,33,5.50,0,0,,,,,
