ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1989,1989-11-12,10,22.042,CHI,@,PIT,W 20-0,2,7,3.50,0,0,0,,0
2,1989,1989-11-19,11,22.049,CHI,,TAM,L 31-32,0,0,,0,,,,
3,1989,1989-11-26,12,22.056,CHI,@,WAS,L 14-38,0,0,,0,,,,
4,1989,1989-12-03,13,22.063,CHI,@,MIN,L 16-27,0,0,,0,,,,
5,1989,1989-12-10,14,22.070,CHI,,DET,L 17-27,0,0,,0,,,,
6,1991,1991-09-01,1,23.335,BUF,,MIA,W 35-31,,,,,0,0,,0
7,1991,1991-12-15,15,24.075,BUF,@,IND,W 35-7,0,0,,0,1,18,18.00,0
8,1991,1991-12-22,16,24.082,BUF,,DET,L 14-17,,,,,0,0,,0
