ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,23.224,PIT,,DET,W 24-10,6,58,9.67,0,0,0,,0,0,0,,0,0,0
2,1973,1973-09-23,2,23.231,PIT,,CLE,W 33-6,,,,,,,,,,,,,,
3,1973,1973-09-30,3,23.238,PIT,@,HOU,W 36-7,,,,,,,,,,,,,,
4,1973,1973-10-07,4,23.245,PIT,,SDG,W 38-21,,,,,,,,,,,,,,
5,1973,1973-10-14,5,23.252,PIT,@,CIN,L 7-19,2,9,4.50,0,0,0,,0,0,0,,0,0,0
6,1973,1973-10-21,6,23.259,PIT,,NYJ,W 26-14,2,32,16.00,0,0,0,,0,0,0,,0,0,0
7,1973,1973-10-28,7,23.266,PIT,,CIN,W 20-13,1,23,23.00,0,0,0,,0,0,0,,0,0,0
8,1973,1973-11-05,8,23.274,PIT,,WAS,W 21-16,2,57,28.50,1,0,0,,0,0,0,,0,1,6
9,1973,1973-11-11,9,23.280,PIT,@,OAK,W 17-9,2,34,17.00,0,0,0,,0,0,0,,0,0,0
10,1973,1973-11-18,10,23.287,PIT,,DEN,L 13-23,,,,,,,,,,,,,,
11,1973,1973-11-25,11,23.294,PIT,@,CLE,L 16-21,,,,,,,,,,,,,,
12,1973,1973-12-03,12,23.302,PIT,@,MIA,L 26-30,4,56,14.00,1,0,0,,0,0,0,,0,1,6
13,1973,1973-12-09,13,23.308,PIT,,HOU,W 33-7,3,39,13.00,1,0,0,,0,0,0,,0,1,6
14,1973,1973-12-15,14,23.314,PIT,@,SFO,W 37-14,1,9,9.00,0,0,0,,0,0,0,,0,0,0
15,1974,1974-09-15,1,24.223,KAN,,NYJ,W 24-16,,,,,,,,,,,,,,
16,1974,1974-09-22,2,24.230,KAN,@,OAK,L 7-27,1,23,23.00,0,0,0,,0,0,0,,0,0,0
17,1974,1974-09-29,3,24.237,KAN,@,HOU,W 17-7,,,,,,,,,,,,,,
18,1974,1974-10-06,4,24.244,KAN,,DEN,L 14-17,1,22,22.00,0,0,0,,0,0,0,,0,0,0
19,1974,1974-10-13,5,24.251,KAN,,PIT,L 24-34,4,92,23.00,1,0,0,,0,0,0,,0,1,6
20,1974,1974-10-20,6,24.258,KAN,@,MIA,L 3-9,3,26,8.67,0,0,0,,0,0,0,,0,0,0
21,1974,1974-10-27,7,24.265,KAN,@,SDG,W 24-14,3,22,7.33,0,1,1,1.00,0,0,0,,0,0,0
22,1974,1974-11-03,8,24.272,KAN,,NYG,L 27-33,6,79,13.17,0,0,0,,0,0,0,,0,0,0
23,1974,1974-11-10,9,24.279,KAN,,SDG,L 7-14,4,56,14.00,0,0,0,,0,0,0,,0,0,0
24,1974,1974-11-18,10,24.287,KAN,@,DEN,W 42-34,2,21,10.50,0,0,0,,0,0,0,,0,0,0
25,1974,1974-11-24,11,24.293,KAN,@,CIN,L 6-33,1,20,20.00,0,0,0,,0,0,0,,0,0,0
26,1974,1974-12-01,12,24.300,KAN,@,STL,W 17-13,,,,,,,,,,,,,,
27,1974,1974-12-08,13,24.307,KAN,,OAK,L 6-7,,,,,,,,,,,,,,
28,1974,1974-12-14,14,24.313,KAN,,MIN,L 15-35,2,26,13.00,0,0,0,,0,0,0,,0,0,0
29,1975,1975-09-21,1,25.229,KAN,@,DEN,L 33-37,2,61,30.50,0,0,0,,0,0,0,,0,0,0
30,1975,1975-09-28,2,25.236,KAN,,NYJ,L 24-30,2,49,24.50,1,0,0,,0,0,0,,0,1,6
31,1975,1975-10-05,3,25.243,KAN,,SFO,L 3-20,3,31,10.33,0,0,0,,0,0,0,,0,0,0
32,1975,1975-10-12,4,25.250,KAN,,OAK,W 42-10,,,,,,,,,,,,,,
33,1975,1975-10-19,5,25.257,KAN,@,SDG,W 12-10,1,16,16.00,0,0,0,,0,0,0,,0,0,0
34,1975,1975-10-26,6,25.264,KAN,,DEN,W 26-13,1,12,12.00,0,0,0,,0,0,0,,0,0,0
35,1975,1975-11-02,7,25.271,KAN,,HOU,L 13-17,4,73,18.25,0,0,0,,0,0,0,,0,0,0
36,1975,1975-11-10,8,25.279,KAN,@,DAL,W 34-31,3,53,17.67,0,0,0,,0,0,0,,0,0,0
37,1975,1975-11-16,9,25.285,KAN,@,PIT,L 3-28,3,48,16.00,0,0,0,,0,0,0,,0,0,0
38,1975,1975-11-23,10,25.292,KAN,,DET,W 24-21,2,30,15.00,0,0,0,,0,0,0,,0,0,0
39,1975,1975-11-30,11,25.299,KAN,@,BAL,L 14-28,3,39,13.00,0,0,0,,0,0,0,,0,0,0
40,1975,1975-12-07,12,25.306,KAN,,SDG,L 20-28,3,61,20.33,1,0,0,,0,2,31,15.50,0,1,6
41,1975,1975-12-14,13,25.313,KAN,@,CLE,L 14-40,3,32,10.67,0,0,0,,0,0,0,,0,0,0
42,1975,1975-12-21,14,25.320,KAN,@,OAK,L 20-28,6,103,17.17,1,0,0,,0,0,0,,0,1,6
43,1976,1976-10-24,7,26.263,KAN,,DEN,L 26-35,,,,,,,,,,,,,,
44,1976,1976-10-31,8,26.270,KAN,@,TAM,W 28-19,,,,,,,,,,,,,,
45,1976,1976-11-07,9,26.277,KAN,,PIT,L 0-45,,,,,,,,,,,,,,
46,1976,1976-11-14,10,26.284,KAN,@,OAK,L 10-21,,,,,,,,,,,,,,
47,1976,1976-11-21,11,26.291,KAN,,CIN,L 24-27,,,,,,,,,,,,,,
48,1976,1976-11-28,12,26.298,KAN,@,SDG,W 23-20,,,,,,,,,,,,,,
49,1976,1976-12-05,13,26.305,KAN,@,DEN,L 16-17,,,,,,,,,,,,,,
50,1976,1976-12-12,14,26.312,KAN,,CLE,W 39-14,,,,,,,,,,,,,,
