ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-29,4,24.114,NOR,@,DET,L 21-26,
2,2002,2002-10-06,5,24.121,NOR,,PIT,W 32-29,
3,2002,2002-10-13,6,24.128,NOR,@,WAS,W 43-27,
4,2002,2002-10-20,7,24.135,NOR,,SFO,W 35-27,
5,2002,2002-10-27,8,24.142,NOR,,ATL,L 35-37,
6,2002,2002-11-10,9,24.156,NOR,@,CAR,W 34-24,
7,2002,2002-11-17,10,24.163,NOR,@,ATL,L 17-24,
8,2002,2002-11-24,11,24.170,NOR,,CLE,L 15-24,
9,2002,2002-12-01,12,24.177,NOR,,TAM,W 23-20,
10,2002,2002-12-08,13,24.184,NOR,@,BAL,W 37-25,
11,2002,2002-12-15,14,24.191,NOR,,MIN,L 31-32,
12,2002,2002-12-22,15,24.198,NOR,@,CIN,L 13-20,
13,2002,2002-12-29,16,24.205,NOR,,CAR,L 6-10,
