ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,21.344,DAL,@,ATL,W 24-0,,,,,,,
2,1974,1974-09-23,2,21.352,DAL,@,PHI,L 10-13,,,,,,,
3,1974,1974-09-29,3,21.358,DAL,,NYG,L 6-14,,,,,,,
4,1974,1974-10-06,4,22.000,DAL,,MIN,L 21-23,,,,,,,
5,1974,1974-10-13,5,22.007,DAL,@,STL,L 28-31,,,,,,,
6,1974,1974-10-20,6,22.014,DAL,,PHI,W 31-24,,,,,,,
7,1974,1974-10-27,7,22.021,DAL,@,NYG,W 21-7,,,,,,,
8,1974,1974-11-03,8,22.028,DAL,,STL,W 17-14,,,,,,,
9,1974,1974-11-10,9,22.035,DAL,,SFO,W 20-14,,,,,,,
10,1974,1974-11-17,10,22.042,DAL,@,WAS,L 21-28,,,,,,,
11,1974,1974-11-24,11,22.049,DAL,@,HOU,W 10-0,,,,,,,
12,1974,1974-11-28,12,22.053,DAL,,WAS,W 24-23,,,,,,,
13,1974,1974-12-07,13,22.062,DAL,,CLE,W 41-17,,,,,,,
14,1974,1974-12-14,14,22.069,DAL,@,OAK,L 23-27,,,,,,,
15,1975,1975-09-21,1,22.350,DAL,,RAM,W 18-7,,,,,,,
16,1975,1975-09-28,2,22.357,DAL,,STL,W 37-31,,,,,,,
17,1975,1975-10-06,3,23.000,DAL,@,DET,W 36-10,,,,,,,
18,1975,1975-10-12,4,23.006,DAL,@,NYG,W 13-7,,,,,,,
19,1975,1975-10-19,5,23.013,DAL,,GNB,L 17-19,,,,,,,
20,1975,1975-10-26,6,23.020,DAL,@,PHI,W 20-17,,,,,,,
21,1975,1975-11-02,7,23.027,DAL,@,WAS,L 24-30,,,,,,,
22,1975,1975-11-10,8,23.035,DAL,,KAN,L 31-34,,,,,,,
23,1975,1975-11-16,9,23.041,DAL,@,NWE,W 34-31,,,,,,,
24,1975,1975-11-23,10,23.048,DAL,,PHI,W 27-17,,,,,,,
25,1975,1975-11-30,11,23.055,DAL,,NYG,W 14-3,0,0,,0,1,19,0
26,1975,1975-12-07,12,23.062,DAL,@,STL,L 17-31,1,10,10.00,0,0,0,0
27,1975,1975-12-13,13,23.068,DAL,,WAS,W 31-10,,,,,,,
28,1975,1975-12-21,14,23.076,DAL,@,NYJ,W 31-21,,,,,,,
29,1976,1976-09-12,1,23.342,TAM,@,HOU,L 0-20,,,,,,,
30,1976,1976-09-19,2,23.349,TAM,,SDG,L 0-23,,,,,,,
31,1976,1976-09-26,3,23.356,TAM,,BUF,L 9-14,,,,,,,
32,1976,1976-10-03,4,23.363,TAM,@,BAL,L 17-42,,,,,,,
33,1976,1976-11-07,9,24.032,TAM,@,DEN,L 13-48,0,0,,0,1,15,0
34,1979,1979-09-02,1,26.331,KAN,,BAL,W 14-0,,,,,,,
35,1979,1979-09-09,2,26.338,KAN,,CLE,L 24-27,,,,,,,
36,1979,1979-09-16,3,26.345,KAN,@,HOU,L 6-20,,,,,,,
37,1979,1979-09-23,4,26.352,KAN,,OAK,W 35-7,,,,,,,
38,1979,1979-09-30,5,26.359,KAN,@,SEA,W 24-6,,,,,,,
39,1979,1979-10-07,6,27.001,KAN,@,CIN,W 10-7,,,,,,,
40,1979,1979-10-14,7,27.008,KAN,,DEN,L 10-24,,,,,,,
41,1979,1979-10-21,8,27.015,KAN,,NYG,L 17-21,,,,,,,
42,1979,1979-10-28,9,27.022,KAN,@,DEN,L 3-20,,,,,,,
43,1979,1979-11-04,10,27.029,KAN,,SDG,L 14-20,,,,,,,
