ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-07,1,21.052,ATL,@,NOR,W 31-10,,0,0,,0,,,,,,,,
2,1986,1986-09-14,2,21.059,ATL,,STL,W 33-13,,0,0,,0,,,,,,,,
3,1986,1986-09-21,3,21.066,ATL,@,DAL,W 37-35,,0,0,,0,,,,,,,,
4,1986,1986-09-28,4,21.073,ATL,@,TAM,W 23-20,,0,0,,0,,,,,,,,
5,1986,1986-10-05,5,21.080,ATL,,PHI,L 0-16,,0,0,,0,,,,,,,,
6,1986,1986-10-12,6,21.087,ATL,,RAM,W 26-14,,0,0,,0,,,,,,,,
7,1986,1986-10-19,7,21.094,ATL,,SFO,T 10-10,,1,4,4.00,0,,,0,0,,0,0,0
8,1986,1986-10-26,8,21.101,ATL,@,RAM,L 7-14,,0,0,,0,,,,,,,,
9,1986,1986-11-02,9,21.108,ATL,@,NWE,L 17-25,,0,0,,0,,,,,,,,
10,1986,1986-11-09,10,21.115,ATL,,NYJ,L 14-28,,0,0,,0,,,,,,,,
11,1986,1986-11-16,11,21.122,ATL,,CHI,L 10-13,,1,4,4.00,0,,,0,0,,0,0,0
12,1986,1986-11-23,12,21.129,ATL,@,SFO,L 0-20,,1,4,4.00,0,,,0,0,,0,0,0
13,1986,1986-11-30,13,21.136,ATL,@,MIA,W 20-14,,0,0,,0,,,,,,,,
14,1986,1986-12-07,14,21.143,ATL,,IND,L 23-28,,2,11,5.50,0,,,0,0,,0,0,0
15,1986,1986-12-14,15,21.150,ATL,,NOR,L 9-14,,0,0,,0,,,,,,,,
16,1986,1986-12-21,16,21.157,ATL,@,DET,W 20-6,,1,8,8.00,0,,,0,0,,0,0,0
17,1987,1987-09-13,1,22.058,ATL,@,TAM,L 10-48,,0,0,,0,,,,,,,,
18,1987,1987-09-20,2,22.065,ATL,,WAS,W 21-20,,0,0,,0,,,,,,,,
19,1987,1987-10-25,6,22.100,ATL,@,HOU,L 33-37,,0,0,,0,,,,,,,,
20,1987,1987-11-01,7,22.107,ATL,,NOR,L 0-38,,0,0,,0,,,,,,,,
21,1987,1987-11-08,8,22.114,ATL,@,CLE,L 3-38,,0,0,,0,,,,,,,,
22,1987,1987-11-15,9,22.121,ATL,,CIN,L 10-16,,1,1,1.00,0,,,0,0,,0,0,0
23,1987,1987-11-22,10,22.128,ATL,@,MIN,L 13-24,,0,0,,0,,,,,,,,
24,1987,1987-11-29,11,22.135,ATL,,STL,L 21-34,,0,0,,0,,,,,,,,
25,1987,1987-12-06,12,22.142,ATL,@,DAL,W 21-10,,0,0,,0,,,,,,,,
26,1987,1987-12-13,13,22.149,ATL,@,RAM,L 0-33,,0,0,,0,,,,,,,,
27,1987,1987-12-20,14,22.156,ATL,@,SFO,L 7-35,,0,0,,0,,,,,,,,
28,1987,1987-12-27,15,22.163,ATL,,DET,L 13-30,,0,0,,0,,,,,,,,
29,1988,1988-11-27,13,23.133,WAS,,CLE,L 13-17,,,,,,,,,,,,,
30,1988,1988-12-04,14,23.140,WAS,@,PHI,W 20-19,,,,,,,,,,,,,
31,1989,1989-10-23,7,24.098,CLE,,CHI,W 27-7,,0,0,,0,,,,,,,,
32,1989,1989-10-29,8,24.104,CLE,,HOU,W 28-17,,0,0,,0,,,,,,,,
33,1989,1989-11-05,9,24.111,CLE,@,TAM,W 42-31,,0,0,,0,,,,,,,,
34,1989,1989-11-12,10,24.118,CLE,@,SEA,W 17-7,,0,0,,0,,,,,,,,
35,1989,1989-11-19,11,24.125,CLE,,KAN,T 10-10,,0,0,,0,,,,,,,,
36,1989,1989-12-03,13,24.139,CLE,,CIN,L 0-21,,0,0,,0,,,,,,,,
37,1989,1989-12-10,14,24.146,CLE,@,IND,L 17-23,,0,0,,0,,,,,,,,
38,1989,1989-12-17,15,24.153,CLE,,MIN,W 23-17,,1,5,5.00,1,,,0,0,,0,1,6
39,1989,1989-12-23,16,24.159,CLE,@,HOU,W 24-20,,0,0,,0,,,,,,,,
40,1990,1990-09-09,1,25.054,WAS,,PHO,W 31-0,,,,,,,,0,0,,0,,
41,1990,1990-09-16,2,25.061,WAS,@,SFO,L 13-26,,0,0,,0,,,1,7,7.00,0,0,0
42,1990,1990-09-23,3,25.068,WAS,,DAL,W 19-15,,,,,,,,0,0,,0,,
43,1990,1990-09-30,4,25.075,WAS,@,PHO,W 38-10,,,,,,,,0,0,,0,,
44,1990,1990-10-14,5,25.089,WAS,,NYG,L 20-24,,,,,,,,0,0,,0,,
45,1990,1990-10-21,6,25.096,WAS,,PHI,W 13-7,,,,,,,,0,0,,0,,
46,1990,1990-10-28,7,25.103,WAS,@,NYG,L 10-21,,,,,,,,0,0,,0,,
47,1990,1990-11-04,8,25.110,WAS,@,DET,W 41-38,,,,,,,,0,0,,0,,
48,1990,1990-11-12,9,25.118,WAS,@,PHI,L 14-28,,,,,,,,0,0,,0,,
49,1990,1990-11-18,10,25.124,WAS,,NOR,W 31-17,,,,,,,,0,0,,0,,
50,1990,1990-11-22,11,25.128,WAS,@,DAL,L 17-27,,,,,,,,0,0,,0,,
51,1990,1990-12-02,12,25.138,WAS,,MIA,W 42-20,,,,,,,,0,0,,0,,
52,1990,1990-12-09,13,25.145,WAS,,CHI,W 10-9,,,,,,,,0,0,,0,,
53,1990,1990-12-15,14,25.151,WAS,@,NWE,W 25-10,,,,,,,,0,0,,0,,
54,1990,1990-12-22,15,25.158,WAS,@,IND,L 28-35,,,,,,,,0,0,,0,,
55,1990,1990-12-30,16,25.166,WAS,,BUF,W 29-14,,,,,,,,0,0,,0,,
56,1991,1991-09-01,1,26.046,WAS,,DET,W 45-0,,1,10,10.00,0,,,0,0,,0,0,0
57,1991,1991-09-09,2,26.054,WAS,@,DAL,W 33-31,,0,0,,0,,,,,,,,
58,1991,1991-09-15,3,26.060,WAS,,PHO,W 34-0,,1,11,11.00,0,,,0,0,,0,0,0
