ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2016,2016-09-18,2,23.330,NOR,@,NYG,L 13-16,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,2,27,13.50,0,0,0
2,2016,2016-09-26,3,23.338,NOR,,ATL,L 32-45,,4,3,43,14.33,0,75.0%,10.75,1,1,1.00,0,0,0,,0,0,0,,0,0,0
3,2016,2016-10-02,4,23.344,NOR,@,SDG,W 35-34,,1,1,10,10.00,0,100.0%,10.00,1,3,3.00,0,0,0,,0,2,12,6.00,0,0,0
4,2016,2016-10-16,5,23.358,NOR,,CAR,W 41-38,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,2,63,31.50,0,0,0
5,2016,2016-10-23,6,23.365,NOR,@,KAN,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,2,10,5.00,0,0,0
6,2016,2016-10-30,7,24.006,NOR,,SEA,W 25-20,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,0,0,,0,0,0
7,2016,2016-11-27,11,24.034,NOR,,LAR,W 49-21,*,2,0,0,,0,0.0%,0.00,1,7,7.00,0,1,18,18.00,0,2,8,4.00,0,0,0
8,2016,2016-12-04,12,24.041,NOR,,DET,L 13-28,,0,0,0,,0,0.0%,,0,0,,0,2,26,13.00,0,1,24,24.00,0,0,0
9,2016,2016-12-11,13,24.048,NOR,@,TAM,L 11-16,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,1,6,6.00,0,0,0
10,2016,2016-12-18,14,24.055,NOR,@,ARI,W 48-41,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,0,0,,0,0,0
11,2016,2016-12-24,15,24.061,NOR,,TAM,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
12,2016,2017-01-01,16,24.069,NOR,@,ATL,L 32-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,10,5.00,0,0,0
13,2017,2017-09-11,1,24.322,NOR,@,MIN,L 19-29,,3,2,52,26.00,0,66.7%,17.33,0,0,,0,0,0,,0,0,0,,0,0,0
14,2017,2017-09-17,2,24.328,NOR,,NWE,L 20-36,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,2017,2017-09-24,3,24.335,NOR,@,CAR,W 34-13,,3,3,15,5.00,0,100.0%,5.00,1,8,8.00,0,0,0,,0,0,0,,0,0,0
16,2017,2017-10-01,4,24.342,NOR,@,MIA,W 20-0,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,,0,0,0
17,2017,2017-10-22,6,24.363,NOR,@,GNB,W 26-17,,1,0,0,,0,0.0%,0.00,0,0,,0,2,57,28.50,0,0,0,,0,0,0
18,2017,2017-10-29,7,25.005,NOR,,CHI,W 20-12,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,,0,0,0
19,2017,2017-11-05,8,25.012,NOR,,TAM,W 30-10,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0,,0,0,0
20,2017,2017-11-12,9,25.019,NOR,@,BUF,W 47-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
21,2017,2017-11-19,10,25.026,NOR,,WAS,W 34-31,,0,0,0,,0,0.0%,,0,0,,0,3,62,20.67,0,2,38,19.00,0,0,0
22,2017,2017-11-26,11,25.033,NOR,@,LAR,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
23,2017,2017-12-03,12,25.040,NOR,,CAR,W 31-21,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,2,5,2.50,0,0,0
24,2017,2017-12-07,13,25.044,NOR,@,ATL,L 17-20,,2,2,30,15.00,1,100.0%,15.00,0,0,,0,5,121,24.20,0,0,0,,0,1,6
25,2017,2017-12-17,14,25.054,NOR,,NYJ,W 31-19,,0,0,0,,0,0.0%,,1,6,6.00,0,1,24,24.00,0,5,36,7.20,0,0,0
26,2017,2017-12-24,15,25.061,NOR,,ATL,W 23-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,43,10.75,0,0,0
27,2017,2017-12-31,16,25.068,NOR,@,TAM,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,-7,-7.00,0,0,0
28,2018,2018-09-09,1,25.320,NOR,,TAM,L 40-48,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,1,0,0.00,0,0,0
29,2018,2018-09-16,2,25.327,NOR,,CLE,W 21-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0
