ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1983,1983-09-04,1,23.128,NOR,,STL,W 28-17,0,0,,0,,
2,1983,1983-09-11,2,23.135,NOR,@,RAM,L 27-30,0,0,,0,,
3,1983,1983-09-18,3,23.142,NOR,,CHI,W 34-31,0,0,,0,,
4,1983,1983-09-25,4,23.149,NOR,@,DAL,L 20-21,0,0,,0,,
5,1983,1983-10-02,5,23.156,NOR,,MIA,W 17-7,1,16,16.00,1,1,6
6,1983,1983-10-09,6,23.163,NOR,@,ATL,W 19-17,0,0,,0,,
7,1983,1983-10-16,7,23.170,NOR,,SFO,L 13-32,1,4,4.00,0,0,0
8,1983,1983-10-23,8,23.177,NOR,@,TAM,W 24-21,0,0,,0,,
9,1983,1983-10-30,9,23.184,NOR,@,BUF,L 21-27,3,41,13.67,1,1,6
10,1983,1983-11-06,10,23.191,NOR,,ATL,W 27-10,1,19,19.00,1,1,6
11,1983,1983-11-13,11,23.198,NOR,@,SFO,L 0-27,1,5,5.00,0,0,0
12,1983,1983-11-21,12,23.206,NOR,,NYJ,L 28-31,0,0,,0,,
13,1983,1983-11-27,13,23.212,NOR,,MIN,W 17-16,0,0,,0,,
14,1983,1983-12-04,14,23.219,NOR,@,NWE,L 0-7,0,0,,0,,
15,1983,1983-12-11,15,23.226,NOR,@,PHI,W 20-17,0,0,,0,,
16,1983,1983-12-18,16,23.233,NOR,,RAM,L 24-26,0,0,,0,,
17,1984,1984-09-02,1,24.126,NOR,,ATL,L 28-36,1,18,18.00,1,1,6
18,1984,1984-09-09,2,24.133,NOR,,TAM,W 17-13,2,36,18.00,0,0,0
19,1984,1984-09-16,3,24.140,NOR,@,SFO,L 20-30,2,35,17.50,0,0,0
20,1984,1984-09-23,4,24.147,NOR,,STL,W 34-24,2,24,12.00,0,0,0
21,1984,1984-09-30,5,24.154,NOR,@,HOU,W 27-10,1,32,32.00,0,0,0
22,1984,1984-10-07,6,24.161,NOR,@,CHI,L 7-20,2,93,46.50,0,0,0
23,1984,1984-10-14,7,24.168,NOR,,RAM,L 10-28,2,24,12.00,0,0,0
24,1984,1984-10-21,8,24.175,NOR,@,DAL,L 27-30,2,49,24.50,1,1,6
25,1984,1984-10-28,9,24.182,NOR,@,CLE,W 16-14,4,101,25.25,0,0,0
26,1984,1984-11-04,10,24.189,NOR,,GNB,L 13-23,2,16,8.00,0,0,0
27,1984,1984-11-11,11,24.196,NOR,@,ATL,W 17-13,1,19,19.00,0,0,0
28,1984,1984-11-19,12,24.204,NOR,,PIT,W 27-24,2,69,34.50,0,0,0
29,1984,1984-11-25,13,24.210,NOR,,SFO,L 3-35,2,17,8.50,0,0,0
30,1984,1984-12-02,14,24.217,NOR,@,RAM,L 21-34,2,14,7.00,1,1,6
31,1984,1984-12-09,15,24.224,NOR,,CIN,L 21-24,2,50,25.00,0,0,0
32,1984,1984-12-15,16,24.230,NOR,@,NYG,W 10-3,0,0,,0,,
